delta_ps,good_ps,bad_ps,bad_lane,bad_bit,bad_families,key,good_text,bad_text
1320.0,150.0,1470.0,all,,['other'],INTERCONNECT:$abc$$lutddr3_top_inst.ddr3_controller_inst.delay_before_precharge_counter_d[5][2].A5,(INTERCONNECT \$abc\$179448\$lut\$aiger179447\$9255.O5 \$abc\$179448\$lut\\ddr3_top_inst\.ddr3_controller_inst\.delay_before_precharge_counter_d\[5\]\[2\].A5 (150:150:150) (150:150:150)),(INTERCONNECT \$abc\$179448\$lut\$aiger179447\$5933.O6 \$abc\$179448\$lut\\ddr3_top_inst\.ddr3_controller_inst\.delay_before_precharge_counter_d\[5\]\[2\].A5 (1470:1470:1470) (1470:1470:1470))
1305.0,435.0,1740.0,all,,['other'],INTERCONNECT:$abc$$lutddr3_top_inst.ddr3_controller_inst.o_wb_data[34].A1,(INTERCONNECT \$auto\$ff\.cc\:266\:slice\$29391.Q \$abc\$179448\$lut\\ddr3_top_inst\.ddr3_controller_inst\.o_wb_data\[34\].A1 (435:435:435) (435:435:435)),(INTERCONNECT \$auto\$ff\.cc\:266\:slice\$43369.Q \$abc\$179448\$lut\\ddr3_top_inst\.ddr3_controller_inst\.o_wb_data\[34\].A1 (1740:1740:1740) (1740:1740:1740))
1305.0,540.0,1845.0,all,,['other'],INTERCONNECT:$abc$$lutddr3_top_inst.ddr3_controller_inst.o_wb_data[93].A1,(INTERCONNECT \$auto\$ff\.cc\:266\:slice\$43487.Q \$abc\$179448\$lut\\ddr3_top_inst\.ddr3_controller_inst\.o_wb_data\[93\].A1 (540:540:540) (540:540:540)),(INTERCONNECT \$auto\$ff\.cc\:266\:slice\$43369.Q \$abc\$179448\$lut\\ddr3_top_inst\.ddr3_controller_inst\.o_wb_data\[93\].A1 (1845:1845:1845) (1845:1845:1845))
1290.0,675.0,1965.0,all,,['other'],INTERCONNECT:$abc$$lut$flattenddr3_top_inst.ddr3_controller_inst.$shiftx$rtl/ddr3_controller.v:0$N.buffer[84].A2,(INTERCONNECT \$auto\$ff\.cc\:266\:slice\$42979.Q \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$shiftx\$rtl/ddr3_controller\.v\:0\$9080\.buffer\[84\].A2 (675:675:675) (675:675:675)),(INTERCONNECT \$auto\$ff\.cc\:266\:slice\$42761.Q \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$shiftx\$rtl/ddr3_controller\.v\:0\$9080\.buffer\[84\].A2 (1965:1965:1965) (1965:1965:1965))
1289.0,0.0,1289.0,all,,['other'],INTERCONNECT:$abc$$lutddr3_top_inst.ddr3_controller_inst.bank_active_row_d[6][4].A3,(INTERCONNECT \$auto\$ff\.cc\:266\:slice\$35749.Q \$abc\$179448\$lut\\ddr3_top_inst\.ddr3_controller_inst\.bank_active_row_d\[6\]\[4\].A3 (0:0:0) (0:0:0)),(INTERCONNECT \$abc\$179448\$lut\$aiger179447\$6873.O6 \$abc\$179448\$lut\\ddr3_top_inst\.ddr3_controller_inst\.bank_active_row_d\[6\]\[4\].A3 (1289:1289:1289) (1289:1289:1289))
1289.0,720.0,2009.0,all,,['other'],INTERCONNECT:$abc$$lutddr3_top_inst.ddr3_controller_inst.o_wb_data[58].A2,(INTERCONNECT \$auto\$ff\.cc\:266\:slice\$43468.Q \$abc\$179448\$lut\\ddr3_top_inst\.ddr3_controller_inst\.o_wb_data\[58\].A2 (720:720:720) (720:720:720)),(INTERCONNECT \$auto\$ff\.cc\:266\:slice\$43369.Q \$abc\$179448\$lut\\ddr3_top_inst\.ddr3_controller_inst\.o_wb_data\[58\].A2 (2009:2009:2009) (2009:2009:2009))
1274.0,451.0,1725.0,all,,['other'],INTERCONNECT:$abc$$lut$flattenddr3_top_inst.ddr3_controller_inst.$procmux$N.Y[17].A2,(INTERCONNECT \$auto\$alumacc\.cc\:485\:replace_alu\$28205\.genblk1\.slice\[3\]\.genblk1\.carry4\$split\$muxcy2\$PACKED_CARRY4\$.O3 \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$procmux\$13907\.Y\[17\].A2 (451:451:451) (451:451:451)),(INTERCONNECT \$auto\$abc9_ops\.cc\:1550\:reintegrate\$179617.O6 \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$procmux\$13907\.Y\[17\].A2 (1725:1725:1725) (1725:1725:1725))
1269.0,0.0,1269.0,all,,['other'],INTERCONNECT:$abc$$lutddr3_top_inst.ddr3_controller_inst.stage2_row_d[10].A3,(INTERCONNECT \$auto\$ff\.cc\:266\:slice\$43717.Q \$abc\$179448\$lut\\ddr3_top_inst\.ddr3_controller_inst\.stage2_row_d\[10\].A3 (0:0:0) (0:0:0)),(INTERCONNECT \$auto\$abc9_ops\.cc\:1550\:reintegrate\$179487.O6 \$abc\$179448\$lut\\ddr3_top_inst\.ddr3_controller_inst\.stage2_row_d\[10\].A3 (1269:1269:1269) (1269:1269:1269))
1261.0,584.0,1845.0,all,,['other'],INTERCONNECT:$abc$$lutddr3_top_inst.ddr3_controller_inst.o_wb_data[101].A5,(INTERCONNECT \$auto\$ff\.cc\:266\:slice\$29426.Q \$abc\$179448\$lut\\ddr3_top_inst\.ddr3_controller_inst\.o_wb_data\[101\].A5 (584:584:584) (584:584:584)),(INTERCONNECT \$auto\$ff\.cc\:266\:slice\$43369.Q \$abc\$179448\$lut\\ddr3_top_inst\.ddr3_controller_inst\.o_wb_data\[101\].A5 (1845:1845:1845) (1845:1845:1845))
1246.0,584.0,1830.0,all,,['other'],INTERCONNECT:$abc$$lutddr3_top_inst.ddr3_controller_inst.o_wb_data[106].A4,(INTERCONNECT \$auto\$ff\.cc\:266\:slice\$43492.Q \$abc\$179448\$lut\\ddr3_top_inst\.ddr3_controller_inst\.o_wb_data\[106\].A4 (584:584:584) (584:584:584)),(INTERCONNECT \$auto\$ff\.cc\:266\:slice\$43369.Q \$abc\$179448\$lut\\ddr3_top_inst\.ddr3_controller_inst\.o_wb_data\[106\].A4 (1830:1830:1830) (1830:1830:1830))
1244.0,150.0,1394.0,all,,['other'],INTERCONNECT:$abc$$lut$flattenddr3_top_inst.ddr3_controller_inst.$procmux$N.Y[1].A5,(INTERCONNECT \$auto\$alumacc\.cc\:485\:replace_alu\$28205\.genblk1\.slice\[0\]\.genblk1\.carry4\$split\$muxcy0\$PACKED_CARRY4\$.O1 \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$procmux\$13907\.Y\[1\].A5 (150:150:150) (150:150:150)),(INTERCONNECT \$auto\$ff\.cc\:266\:slice\$38328.Q \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$procmux\$26349\.Y\[1\].A5 (1394:1394:1394) (1394:1394:1394))
1243.0,556.0,1799.0,all,,['other'],INTERCONNECT:bist_counts[27]$LUT$N.A1,(INTERCONNECT \$auto\$ff\.cc\:266\:slice\$42642.Q bist_counts\[27\]\$LUT\$620.A1 (556:556:556) (556:556:556)),(INTERCONNECT \$PACKER_GND_DRV.Y bist_counts\[27\]\$LUT\$620.A1 (1799:1799:1799) (1799:1799:1799))
1233.0,521.0,1754.0,all,,['other'],INTERCONNECT:$abc$$lut$flattenddr3_top_inst.ddr3_controller_inst.$shiftx$rtl/ddr3_controller.v:0$N.buffer[35].A2,(INTERCONNECT \$auto\$ff\.cc\:266\:slice\$42930.Q \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$shiftx\$rtl/ddr3_controller\.v\:0\$9080\.buffer\[35\].A2 (521:521:521) (521:521:521)),(INTERCONNECT \$auto\$ff\.cc\:266\:slice\$42761.Q \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$shiftx\$rtl/ddr3_controller\.v\:0\$9080\.buffer\[35\].A2 (1754:1754:1754) (1754:1754:1754))
1231.0,584.0,1815.0,all,,['other'],INTERCONNECT:$abc$$lut$flattenddr3_top_inst.ddr3_controller_inst.$procmux$N_Y[25].A2,(INTERCONNECT \$abc\$179448\$lut\$aiger179447\$18200.O6 \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$procmux\$26139_Y\[25\].A2 (584:584:584) (584:584:584)),(INTERCONNECT \$abc\$179448\$lut\$aiger179447\$6425.O5 \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$procmux\$26139_Y\[25\].A2 (1815:1815:1815) (1815:1815:1815))
1230.0,0.0,1230.0,all,,['other'],INTERCONNECT:$abc$$lutddr3_top_inst.ddr3_controller_inst.bank_active_row_d[7][12].A3,(INTERCONNECT \$auto\$ff\.cc\:266\:slice\$35678.Q \$abc\$179448\$lut\\ddr3_top_inst\.ddr3_controller_inst\.bank_active_row_d\[7\]\[12\].A3 (0:0:0) (0:0:0)),(INTERCONNECT \$abc\$179448\$lut\$aiger179447\$6859.O6 \$abc\$179448\$lut\\ddr3_top_inst\.ddr3_controller_inst\.bank_active_row_d\[7\]\[12\].A3 (1230:1230:1230) (1230:1230:1230))
1229.0,150.0,1379.0,all,,['other'],INTERCONNECT:$abc$$lut$flattenddr3_top_inst.ddr3_controller_inst.$procmux$N_Y[19].A1,(INTERCONNECT \$abc\$179448\$lut\$aiger179447\$17663.O6 \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$procmux\$26130_Y\[19\].A1 (150:150:150) (150:150:150)),(INTERCONNECT \$abc\$179448\$lut\$aiger179447\$17571.O5 \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$procmux\$26139_Y\[19\].A1 (1379:1379:1379) (1379:1379:1379))
1224.0,216.0,1440.0,all,,['other'],INTERCONNECT:bist_counts[46]$LUT$N.A1,(INTERCONNECT \$auto\$ff\.cc\:266\:slice\$42661.Q bist_counts\[46\]\$LUT\$696.A1 (216:216:216) (216:216:216)),(INTERCONNECT \$PACKER_GND_DRV.Y bist_counts\[46\]\$LUT\$696.A1 (1440:1440:1440) (1440:1440:1440))
