feature,metric,family,lane,bit,control_bit,scope,n_pass,n_fail,pass_min_ps,pass_median_ps,pass_max_ps,fail_min_ps,fail_median_ps,fail_max_ps,fail_minus_pass_median_ps,fail_min_minus_pass_max_ps,pass_min_minus_fail_max_ps,auc_fail_higher,auc_best_direction,auc_best,cliffs_delta_fail_higher,strict_separation,strict_margin_ps
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq2__ctrl_2__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq2,2,dqs_vs_dq_bit,6,1,137.0,569.0,997.0,136.0,136.0,136.0,-433.0,-861.0,1.0,0.0,fail_lower,1.0,-1.0,fail_lower,1.0
abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq2__ctrl_2__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq2,2,dqs_vs_dq_bit,6,1,137.0,569.0,997.0,136.0,136.0,136.0,-433.0,-861.0,1.0,0.0,fail_lower,1.0,-1.0,fail_lower,1.0
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq5__ctrl_2__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq5,2,dqs_vs_dq_bit,6,1,378.0,661.0,1071.0,261.0,261.0,261.0,-400.0,-810.0,117.0,0.0,fail_lower,1.0,-1.0,fail_lower,117.0
abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq5__ctrl_2__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq5,2,dqs_vs_dq_bit,6,1,378.0,661.0,1071.0,261.0,261.0,261.0,-400.0,-810.0,117.0,0.0,fail_lower,1.0,-1.0,fail_lower,117.0
abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq14__ctrl_1__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq14,1,dqs_vs_dq_bit,6,1,251.0,561.0,733.0,203.0,203.0,203.0,-358.0,-530.0,48.0,0.0,fail_lower,1.0,-1.0,fail_lower,48.0
abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq12__ctrl_1__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq12,1,dqs_vs_dq_bit,6,1,342.0,618.5,710.0,295.0,295.0,295.0,-323.5,-415.0,47.0,0.0,fail_lower,1.0,-1.0,fail_lower,47.0
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq15__ctrl_0__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq15,0,dqs_vs_dq_bit,6,1,28.0,330.5,788.0,16.0,16.0,16.0,-314.5,-772.0,12.0,0.0,fail_lower,1.0,-1.0,fail_lower,12.0
abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq15__ctrl_0__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq15,0,dqs_vs_dq_bit,6,1,28.0,330.5,788.0,16.0,16.0,16.0,-314.5,-772.0,12.0,0.0,fail_lower,1.0,-1.0,fail_lower,12.0
abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq5__ctrl_1__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq5,1,dqs_vs_dq_bit,6,1,480.0,668.5,965.0,398.0,398.0,398.0,-270.5,-567.0,82.0,0.0,fail_lower,1.0,-1.0,fail_lower,82.0
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq3__ctrl_2__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq3,2,dqs_vs_dq_bit,6,1,350.0,608.5,1123.0,344.0,344.0,344.0,-264.5,-779.0,6.0,0.0,fail_lower,1.0,-1.0,fail_lower,6.0
abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq3__ctrl_2__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq3,2,dqs_vs_dq_bit,6,1,350.0,608.5,1123.0,344.0,344.0,344.0,-264.5,-779.0,6.0,0.0,fail_lower,1.0,-1.0,fail_lower,6.0
abs_lane1_minus_lane0_dq_median__idelay_cntvaluein_skew__all__no_bit__ctrl_0__lane1_vs_lane0_dq__value_ps,abs_lane1_minus_lane0_dq_median,idelay_cntvaluein_skew,all,,0,lane1_vs_lane0_dq,6,1,95.5,281.0,554.5,19.0,19.0,19.0,-262.0,-535.5,76.5,0.0,fail_lower,1.0,-1.0,fail_lower,76.5
abs_ld_minus_cntvaluein_dqs__idelay_ld_cntvaluein_skew__lane0__dqs0__ctrl_4__ld_vs_cntvaluein_dqs__value_ps,abs_ld_minus_cntvaluein_dqs,idelay_ld_cntvaluein_skew,lane0,dqs0,4,ld_vs_cntvaluein_dqs,6,1,321.0,428.5,750.0,186.0,186.0,186.0,-242.5,-564.0,135.0,0.0,fail_lower,1.0,-1.0,fail_lower,135.0
signed_ld_dqs_minus_dq_median__idelay_ld_skew__lane1__dqs1__ctrl_none__dqs_vs_dq_lane__value_ps,signed_ld_dqs_minus_dq_median,idelay_ld_skew,lane1,dqs1,,dqs_vs_dq_lane,6,1,-105.0,54.0,249.0,-179.5,-179.5,-179.5,-233.5,-428.5,74.5,0.0,fail_lower,1.0,-1.0,fail_lower,74.5
abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq10__ctrl_1__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq10,1,dqs_vs_dq_bit,6,1,423.0,595.0,789.0,377.0,377.0,377.0,-218.0,-412.0,46.0,0.0,fail_lower,1.0,-1.0,fail_lower,46.0
abs_lane1_minus_lane0_dqs__idelay_cntvaluein_skew__all__no_bit__ctrl_4__lane1_vs_lane0_dqs__value_ps,abs_lane1_minus_lane0_dqs,idelay_cntvaluein_skew,all,,4,lane1_vs_lane0_dqs,6,1,268.0,391.5,451.0,184.0,184.0,184.0,-207.5,-267.0,84.0,0.0,fail_lower,1.0,-1.0,fail_lower,84.0
abs_dqs_minus_dq_median__idelay_cntvaluein_skew__lane0__dqs0__ctrl_0__dqs_vs_dq_lane__value_ps,abs_dqs_minus_dq_median,idelay_cntvaluein_skew,lane0,dqs0,0,dqs_vs_dq_lane,6,1,68.0,225.25,645.0,29.0,29.0,29.0,-196.25,-616.0,39.0,0.0,fail_lower,1.0,-1.0,fail_lower,39.0
abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq3__ctrl_1__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq3,1,dqs_vs_dq_bit,6,1,566.0,670.0,1048.0,489.0,489.0,489.0,-181.0,-559.0,77.0,0.0,fail_lower,1.0,-1.0,fail_lower,77.0
abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq13__ctrl_1__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq13,1,dqs_vs_dq_bit,6,1,376.0,522.0,883.0,342.0,342.0,342.0,-180.0,-541.0,34.0,0.0,fail_lower,1.0,-1.0,fail_lower,34.0
abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq10__ctrl_0__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq10,0,dqs_vs_dq_bit,6,1,254.0,302.5,605.0,160.0,160.0,160.0,-142.5,-445.0,94.0,0.0,fail_lower,1.0,-1.0,fail_lower,94.0
dq_lane_range__idelay_cntvaluein_skew__lane0__no_bit__ctrl_2__dq_lane__value_ps,dq_lane_range,idelay_cntvaluein_skew,lane0,,2,dq_lane,6,1,242.0,352.5,487.0,213.0,213.0,213.0,-139.5,-274.0,29.0,0.0,fail_lower,1.0,-1.0,fail_lower,29.0
abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq6__ctrl_0__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq6,0,dqs_vs_dq_bit,6,1,59.0,149.5,642.0,12.0,12.0,12.0,-137.5,-630.0,47.0,0.0,fail_lower,1.0,-1.0,fail_lower,47.0
abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq12__ctrl_0__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq12,0,dqs_vs_dq_bit,6,1,254.0,342.5,687.0,248.0,248.0,248.0,-94.5,-439.0,6.0,0.0,fail_lower,1.0,-1.0,fail_lower,6.0
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq12__ctrl_2__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq12,2,dqs_vs_dq_bit,6,1,-14.0,650.5,836.0,172.0,172.0,172.0,-478.5,-664.0,-186.0,0.166667,fail_lower,0.833333,-0.666667,overlap,0.0
abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq12__ctrl_2__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq12,2,dqs_vs_dq_bit,6,1,14.0,650.5,836.0,172.0,172.0,172.0,-478.5,-664.0,-158.0,0.166667,fail_lower,0.833333,-0.666667,overlap,0.0
abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq7__ctrl_1__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq7,1,dqs_vs_dq_bit,6,1,64.0,608.0,1022.0,137.0,137.0,137.0,-471.0,-885.0,-73.0,0.166667,fail_lower,0.833333,-0.666667,overlap,0.0
signed_dqs_minus_dq_median__idelay_cntvaluein_skew__lane1__dqs1__ctrl_2__dqs_vs_dq_lane__value_ps,signed_dqs_minus_dq_median,idelay_cntvaluein_skew,lane1,dqs1,2,dqs_vs_dq_lane,6,1,157.0,731.25,900.5,280.5,280.5,280.5,-450.75,-620.0,-123.5,0.166667,fail_lower,0.833333,-0.666667,overlap,0.0
abs_dqs_minus_dq_median__idelay_cntvaluein_skew__lane1__dqs1__ctrl_2__dqs_vs_dq_lane__value_ps,abs_dqs_minus_dq_median,idelay_cntvaluein_skew,lane1,dqs1,2,dqs_vs_dq_lane,6,1,157.0,731.25,900.5,280.5,280.5,280.5,-450.75,-620.0,-123.5,0.166667,fail_lower,0.833333,-0.666667,overlap,0.0
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq10__ctrl_2__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq10,2,dqs_vs_dq_bit,6,1,-11.0,673.0,916.0,224.0,224.0,224.0,-449.0,-692.0,-235.0,0.166667,fail_lower,0.833333,-0.666667,overlap,0.0
abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq10__ctrl_2__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq10,2,dqs_vs_dq_bit,6,1,11.0,673.0,916.0,224.0,224.0,224.0,-449.0,-692.0,-213.0,0.166667,fail_lower,0.833333,-0.666667,overlap,0.0
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq14__ctrl_2__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq14,2,dqs_vs_dq_bit,6,1,-98.0,631.0,831.0,182.0,182.0,182.0,-449.0,-649.0,-280.0,0.166667,fail_lower,0.833333,-0.666667,overlap,0.0
abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq14__ctrl_2__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq14,2,dqs_vs_dq_bit,6,1,98.0,631.0,831.0,182.0,182.0,182.0,-449.0,-649.0,-84.0,0.166667,fail_lower,0.833333,-0.666667,overlap,0.0
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq3__ctrl_0__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq3,0,dqs_vs_dq_bit,6,1,-245.0,265.5,747.0,-171.0,-171.0,-171.0,-436.5,-918.0,-74.0,0.166667,fail_lower,0.833333,-0.666667,overlap,0.0
abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq6__ctrl_1__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq6,1,dqs_vs_dq_bit,6,1,63.0,566.5,1041.0,135.0,135.0,135.0,-431.5,-906.0,-72.0,0.166667,fail_lower,0.833333,-0.666667,overlap,0.0
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq5__ctrl_0__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq5,0,dqs_vs_dq_bit,6,1,-304.0,249.5,658.0,-178.0,-178.0,-178.0,-427.5,-836.0,-126.0,0.166667,fail_lower,0.833333,-0.666667,overlap,0.0
abs_dqs_minus_dq_median__idelay_cntvaluein_skew__lane0__dqs0__ctrl_1__dqs_vs_dq_lane__value_ps,abs_dqs_minus_dq_median,idelay_cntvaluein_skew,lane0,dqs0,1,dqs_vs_dq_lane,6,1,203.5,644.25,965.5,275.0,275.0,275.0,-369.25,-690.5,-71.5,0.166667,fail_lower,0.833333,-0.666667,overlap,0.0
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq8__ctrl_1__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq8,1,dqs_vs_dq_bit,6,1,-825.0,465.5,802.0,112.0,112.0,112.0,-353.5,-690.0,-937.0,0.166667,fail_lower,0.833333,-0.666667,overlap,0.0
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq8__ctrl_2__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq8,2,dqs_vs_dq_bit,6,1,-182.0,607.0,932.0,264.0,264.0,264.0,-343.0,-668.0,-446.0,0.166667,fail_lower,0.833333,-0.666667,overlap,0.0
abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq8__ctrl_2__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq8,2,dqs_vs_dq_bit,6,1,182.0,607.0,932.0,264.0,264.0,264.0,-343.0,-668.0,-82.0,0.166667,fail_lower,0.833333,-0.666667,overlap,0.0
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq7__ctrl_2__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq7,2,dqs_vs_dq_bit,6,1,46.0,475.5,826.0,134.0,134.0,134.0,-341.5,-692.0,-88.0,0.166667,fail_lower,0.833333,-0.666667,overlap,0.0
abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq7__ctrl_2__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq7,2,dqs_vs_dq_bit,6,1,46.0,475.5,826.0,134.0,134.0,134.0,-341.5,-692.0,-88.0,0.166667,fail_lower,0.833333,-0.666667,overlap,0.0
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq0__ctrl_2__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq0,2,dqs_vs_dq_bit,6,1,221.0,657.5,855.0,320.0,320.0,320.0,-337.5,-535.0,-99.0,0.166667,fail_lower,0.833333,-0.666667,overlap,0.0
abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq0__ctrl_2__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq0,2,dqs_vs_dq_bit,6,1,221.0,657.5,855.0,320.0,320.0,320.0,-337.5,-535.0,-99.0,0.166667,fail_lower,0.833333,-0.666667,overlap,0.0
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq4,2,dqs_vs_dq_bit,6,1,83.0,553.0,909.0,228.0,228.0,228.0,-325.0,-681.0,-145.0,0.166667,fail_lower,0.833333,-0.666667,overlap,0.0
abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq4,2,dqs_vs_dq_bit,6,1,83.0,553.0,909.0,228.0,228.0,228.0,-325.0,-681.0,-145.0,0.166667,fail_lower,0.833333,-0.666667,overlap,0.0
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq14__ctrl_1__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq14,1,dqs_vs_dq_bit,6,1,-733.0,506.0,720.0,203.0,203.0,203.0,-303.0,-517.0,-936.0,0.166667,fail_lower,0.833333,-0.666667,overlap,0.0
signed_dqs_minus_dq_median__idelay_cntvaluein_skew__lane0__dqs0__ctrl_2__dqs_vs_dq_lane__value_ps,signed_dqs_minus_dq_median,idelay_cntvaluein_skew,lane0,dqs0,2,dqs_vs_dq_lane,6,1,179.0,544.75,907.5,244.5,244.5,244.5,-300.25,-663.0,-65.5,0.166667,fail_lower,0.833333,-0.666667,overlap,0.0
abs_dqs_minus_dq_median__idelay_cntvaluein_skew__lane0__dqs0__ctrl_2__dqs_vs_dq_lane__value_ps,abs_dqs_minus_dq_median,idelay_cntvaluein_skew,lane0,dqs0,2,dqs_vs_dq_lane,6,1,179.0,544.75,907.5,244.5,244.5,244.5,-300.25,-663.0,-65.5,0.166667,fail_lower,0.833333,-0.666667,overlap,0.0
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq11__ctrl_2__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq11,2,dqs_vs_dq_bit,6,1,352.0,686.0,957.0,388.0,388.0,388.0,-298.0,-569.0,-36.0,0.166667,fail_lower,0.833333,-0.666667,overlap,0.0
abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq11__ctrl_2__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq11,2,dqs_vs_dq_bit,6,1,352.0,686.0,957.0,388.0,388.0,388.0,-298.0,-569.0,-36.0,0.166667,fail_lower,0.833333,-0.666667,overlap,0.0
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq12__ctrl_1__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq12,1,dqs_vs_dq_bit,6,1,-641.0,591.0,710.0,295.0,295.0,295.0,-296.0,-415.0,-936.0,0.166667,fail_lower,0.833333,-0.666667,overlap,0.0
signed_ld_minus_cntvaluein_dqs__idelay_ld_cntvaluein_skew__lane1__dqs1__ctrl_4__ld_vs_cntvaluein_dqs__value_ps,signed_ld_minus_cntvaluein_dqs,idelay_ld_cntvaluein_skew,lane1,dqs1,4,ld_vs_cntvaluein_dqs,6,1,-532.0,-20.0,227.0,-303.0,-303.0,-303.0,-283.0,-530.0,-229.0,0.166667,fail_lower,0.833333,-0.666667,overlap,0.0
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq9__ctrl_2__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq9,2,dqs_vs_dq_bit,6,1,380.0,703.5,1019.0,437.0,437.0,437.0,-266.5,-582.0,-57.0,0.166667,fail_lower,0.833333,-0.666667,overlap,0.0
abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq9__ctrl_2__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq9,2,dqs_vs_dq_bit,6,1,380.0,703.5,1019.0,437.0,437.0,437.0,-266.5,-582.0,-57.0,0.166667,fail_lower,0.833333,-0.666667,overlap,0.0
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq3__ctrl_4__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq3,4,dqs_vs_dq_bit,6,1,-227.0,718.0,1036.0,453.0,453.0,453.0,-265.0,-583.0,-680.0,0.166667,fail_lower,0.833333,-0.666667,overlap,0.0
abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq3__ctrl_4__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq3,4,dqs_vs_dq_bit,6,1,227.0,718.0,1036.0,453.0,453.0,453.0,-265.0,-583.0,-226.0,0.166667,fail_lower,0.833333,-0.666667,overlap,0.0
signed_ld_minus_cntvaluein_dq_median__idelay_ld_cntvaluein_skew__lane1__no_bit__ctrl_0__ld_vs_cntvaluein_dq_lane__value_ps,signed_ld_minus_cntvaluein_dq_median,idelay_ld_cntvaluein_skew,lane1,,0,ld_vs_cntvaluein_dq_lane,6,1,-37.5,362.0,558.0,121.5,121.5,121.5,-240.5,-436.5,-159.0,0.166667,fail_lower,0.833333,-0.666667,overlap,0.0
abs_ld_minus_cntvaluein_dq_median__idelay_ld_cntvaluein_skew__lane1__no_bit__ctrl_0__ld_vs_cntvaluein_dq_lane__value_ps,abs_ld_minus_cntvaluein_dq_median,idelay_ld_cntvaluein_skew,lane1,,0,ld_vs_cntvaluein_dq_lane,6,1,37.5,362.0,558.0,121.5,121.5,121.5,-240.5,-436.5,-84.0,0.166667,fail_lower,0.833333,-0.666667,overlap,0.0
abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq1__ctrl_0__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq1,0,dqs_vs_dq_bit,6,1,42.0,284.0,564.0,46.0,46.0,46.0,-238.0,-518.0,-4.0,0.166667,fail_lower,0.833333,-0.666667,overlap,0.0
signed_idelayctrl_minus_reset_release__startup_relative_skew__all__no_bit__ctrl_none__idelayctrl_vs_reset__value_ps,signed_idelayctrl_minus_reset_release,startup_relative_skew,all,,,idelayctrl_vs_reset,6,1,970.0,2075.5,2130.0,1845.0,1845.0,1845.0,-230.5,-285.0,-875.0,0.166667,fail_lower,0.833333,-0.666667,overlap,0.0
abs_idelayctrl_minus_reset_release__startup_relative_skew__all__no_bit__ctrl_none__idelayctrl_vs_reset__value_ps,abs_idelayctrl_minus_reset_release,startup_relative_skew,all,,,idelayctrl_vs_reset,6,1,970.0,2075.5,2130.0,1845.0,1845.0,1845.0,-230.5,-285.0,-875.0,0.166667,fail_lower,0.833333,-0.666667,overlap,0.0
