feature,metric,family,lane,bit,control_bit,scope,n_pass,n_fail,pass_min_ps,pass_median_ps,pass_max_ps,fail_min_ps,fail_median_ps,fail_max_ps,fail_minus_pass_median_ps,fail_min_minus_pass_max_ps,pass_min_minus_fail_max_ps,auc_fail_higher,auc_best_direction,auc_best,cliffs_delta_fail_higher,strict_separation,strict_margin_ps
cntvaluein_bus_skew__idelay_data_cntvaluein__lane0__dq3__ctrl_none__dq3__value_ps,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq3,,dq3,22,7,293.0,628.5,1249.0,303.0,442.0,853.0,-186.5,-946.0,-560.0,0.383117,fail_lower,0.616883,-0.233766,overlap,0.0
direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_1__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane1,dq10,1,endpoint,22,7,963.0,1444.5,1998.0,1013.0,1175.0,1843.0,-269.5,-985.0,-880.0,0.38961,fail_lower,0.61039,-0.220779,overlap,0.0
cntvaluein_bus_skew__idelay_data_cntvaluein__lane0__dq1__ctrl_none__dq1__value_ps,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq1,,dq1,22,7,242.0,677.5,1180.0,278.0,538.0,925.0,-139.5,-902.0,-683.0,0.38961,fail_lower,0.61039,-0.220779,overlap,0.0
direct_max__idelay_data_cntvaluein__lane1__dq13__ctrl_1__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane1,dq13,1,endpoint,22,7,1136.0,1364.5,1703.0,941.0,1253.0,1731.0,-111.5,-762.0,-595.0,0.38961,fail_lower,0.61039,-0.220779,overlap,0.0
direct_max__idelay_data_cntvaluein__lane0__dq7__ctrl_2__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane0,dq7,2,endpoint,22,7,1258.0,1785.0,2395.0,1241.0,1659.0,2201.0,-126.0,-1154.0,-943.0,0.392857,fail_lower,0.607143,-0.214286,overlap,0.0
control_fanout_spread__idelay_data_cntvaluein__lane0__no_bit__ctrl_2__lane_control_bit__value_ps,control_fanout_spread,idelay_data_cntvaluein,lane0,,2,lane_control_bit,22,7,128.0,315.0,688.0,151.0,288.0,430.0,-27.0,-537.0,-302.0,0.396104,fail_lower,0.603896,-0.207792,overlap,0.0
direct_max__idelay_data_cntvaluein__lane0__dq0__ctrl_1__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane0,dq0,1,endpoint,22,7,1039.0,1687.0,2548.0,1215.0,1610.0,2038.0,-77.0,-1333.0,-999.0,0.399351,fail_lower,0.600649,-0.201299,overlap,0.0
direct_max__idelay_ld__lane1__dq9__ctrl_none__endpoint__value_ps,direct_max,idelay_ld,lane1,dq9,,endpoint,22,7,1013.0,1363.5,1797.0,1042.0,1157.0,1700.0,-206.5,-755.0,-687.0,0.402597,fail_lower,0.597403,-0.194805,overlap,0.0
cntvaluein_bus_skew__idelay_data_cntvaluein__lane0__dq5__ctrl_none__dq5__value_ps,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq5,,dq5,22,7,220.0,596.5,1276.0,311.0,461.0,858.0,-135.5,-965.0,-638.0,0.402597,fail_lower,0.597403,-0.194805,overlap,0.0
direct_max__idelay_data_cntvaluein__lane0__dq2__ctrl_2__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane0,dq2,2,endpoint,22,7,1207.0,1749.5,2177.0,1309.0,1575.0,2118.0,-174.5,-868.0,-911.0,0.409091,fail_lower,0.590909,-0.181818,overlap,0.0
control_fanout_spread__idelay_data_cntvaluein__lane0__no_bit__ctrl_0__lane_control_bit__value_ps,control_fanout_spread,idelay_data_cntvaluein,lane0,,0,lane_control_bit,22,7,220.0,366.0,626.0,181.0,351.0,404.0,-15.0,-445.0,-184.0,0.409091,fail_lower,0.590909,-0.181818,overlap,0.0
direct_max__idelay_ld__lane0__dq4__ctrl_none__endpoint__value_ps,direct_max,idelay_ld,lane0,dq4,,endpoint,22,7,1246.0,1717.5,2316.0,1355.0,1625.0,2211.0,-92.5,-961.0,-965.0,0.415584,fail_lower,0.584416,-0.168831,overlap,0.0
cntvaluein_bus_skew__idelay_data_cntvaluein__lane1__dq11__ctrl_none__dq11__value_ps,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq11,,dq11,22,7,219.0,462.0,864.0,238.0,433.0,651.0,-29.0,-626.0,-432.0,0.418831,fail_lower,0.581169,-0.162338,overlap,0.0
direct_max__idelay_data_cntvaluein__lane0__dq4__ctrl_2__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane0,dq4,2,endpoint,22,7,1264.0,1834.0,2265.0,1307.0,1661.0,2303.0,-173.0,-958.0,-1039.0,0.422078,fail_lower,0.577922,-0.155844,overlap,0.0
direct_max__dq_iologic__lane0__dq3__ctrl_none__endpoint__value_ps,direct_max,dq_iologic,lane0,dq3,,endpoint,22,7,1726.0,2411.0,3805.0,1741.0,2220.0,2937.0,-191.0,-2064.0,-1211.0,0.425325,fail_lower,0.574675,-0.149351,overlap,0.0
direct_max__reset_release__all__no_bit__ctrl_none__endpoint__value_ps,direct_max,reset_release,all,,,endpoint,22,7,495.0,699.0,1544.0,495.0,584.0,1065.0,-115.0,-1049.0,-570.0,0.425325,fail_lower,0.574675,-0.149351,overlap,0.0
lane_spread__reset_release__all__no_bit__ctrl_none__lane__value_ps,lane_spread,reset_release,all,,,lane,22,7,495.0,699.0,1544.0,495.0,584.0,1065.0,-115.0,-1049.0,-570.0,0.425325,fail_lower,0.574675,-0.149351,overlap,0.0
cntvaluein_bus_skew__idelay_data_cntvaluein__lane0__dq6__ctrl_none__dq6__value_ps,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq6,,dq6,22,7,200.0,614.5,1561.0,193.0,537.0,950.0,-77.5,-1368.0,-750.0,0.431818,fail_lower,0.568182,-0.136364,overlap,0.0
direct_max__clocking__all__no_bit__ctrl_none__endpoint__value_ps,direct_max,clocking,all,,,endpoint,22,7,6105.0,6816.5,7275.0,5985.0,6795.0,7079.0,-21.5,-1290.0,-974.0,0.431818,fail_lower,0.568182,-0.136364,overlap,0.0
lane_spread__clocking__all__no_bit__ctrl_none__lane__value_ps,lane_spread,clocking,all,,,lane,22,7,5986.0,6697.5,7156.0,5866.0,6676.0,6960.0,-21.5,-1290.0,-974.0,0.431818,fail_lower,0.568182,-0.136364,overlap,0.0
direct_max__idelay_dqs_cntvaluein__lane0__dqs0__ctrl_1__endpoint__value_ps,direct_max,idelay_dqs_cntvaluein,lane0,dqs0,1,endpoint,22,7,1159.0,1593.5,2384.0,1167.0,1411.0,1945.0,-182.5,-1217.0,-786.0,0.435065,fail_lower,0.564935,-0.12987,overlap,0.0
direct_max__dq_iologic__lane1__dq12__ctrl_none__endpoint__value_ps,direct_max,dq_iologic,lane1,dq12,,endpoint,22,7,2204.0,2556.5,3483.0,2209.0,2474.0,3243.0,-82.5,-1274.0,-1039.0,0.435065,fail_lower,0.564935,-0.12987,overlap,0.0
cntvaluein_bus_skew__idelay_data_cntvaluein__lane0__dq4__ctrl_none__dq4__value_ps,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq4,,dq4,22,7,240.0,686.0,1184.0,334.0,664.0,1091.0,-22.0,-850.0,-851.0,0.435065,fail_lower,0.564935,-0.12987,overlap,0.0
direct_max__idelay_ld__lane0__dq5__ctrl_none__endpoint__value_ps,direct_max,idelay_ld,lane0,dq5,,endpoint,22,7,1381.0,1552.0,1860.0,1353.0,1587.0,1929.0,35.0,-507.0,-548.0,0.438312,fail_lower,0.561688,-0.123377,overlap,0.0
direct_max__idelay_data_cntvaluein__lane0__dq1__ctrl_2__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane0,dq1,2,endpoint,22,7,1179.0,1830.0,2309.0,1243.0,1572.0,2220.0,-258.0,-1066.0,-1041.0,0.441558,fail_lower,0.558442,-0.116883,overlap,0.0
direct_max__idelay_dqs_cntvaluein__lane1__dqs1__ctrl_1__endpoint__value_ps,direct_max,idelay_dqs_cntvaluein,lane1,dqs1,1,endpoint,22,7,903.0,1325.0,2098.0,976.0,1266.0,1766.0,-59.0,-1122.0,-863.0,0.441558,fail_lower,0.558442,-0.116883,overlap,0.0
direct_max__idelay_data_cntvaluein__lane1__dq9__ctrl_0__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane1,dq9,0,endpoint,22,7,870.0,1184.0,1633.0,884.0,1128.0,1662.0,-56.0,-749.0,-792.0,0.448052,fail_lower,0.551948,-0.103896,overlap,0.0
direct_max__idelay_data_cntvaluein__lane0__dq3__ctrl_2__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane0,dq3,2,endpoint,22,7,1133.0,1611.5,2318.0,999.0,1598.0,2155.0,-13.5,-1319.0,-1022.0,0.448052,fail_lower,0.551948,-0.103896,overlap,0.0
direct_max__dq_iologic__lane0__dq5__ctrl_none__endpoint__value_ps,direct_max,dq_iologic,lane0,dq5,,endpoint,22,7,1575.0,2128.0,4221.0,1741.0,1996.0,2898.0,-132.0,-2480.0,-1323.0,0.451299,fail_lower,0.548701,-0.097403,overlap,0.0
direct_max__idelay_data_cntvaluein__lane1__dq14__ctrl_2__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane1,dq14,2,endpoint,22,7,981.0,1499.5,1985.0,1134.0,1340.0,1981.0,-159.5,-851.0,-1000.0,0.454545,fail_lower,0.545455,-0.090909,overlap,0.0
direct_max__idelay_data_cntvaluein__lane1__dq8__ctrl_3__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane1,dq8,3,endpoint,22,7,870.0,1580.5,2032.0,1116.0,1439.0,2216.0,-141.5,-916.0,-1346.0,0.454545,fail_lower,0.545455,-0.090909,overlap,0.0
direct_max__idelay_data_cntvaluein__lane1__dq12__ctrl_1__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane1,dq12,1,endpoint,22,7,883.0,1386.0,1917.0,1098.0,1258.0,1756.0,-128.0,-819.0,-873.0,0.454545,fail_lower,0.545455,-0.090909,overlap,0.0
lane_spread__dq_iologic__lane0__no_bit__ctrl_none__lane__value_ps,lane_spread,dq_iologic,lane0,,,lane,22,7,1863.0,2449.5,4221.0,1988.0,2355.0,2937.0,-94.5,-2233.0,-1074.0,0.454545,fail_lower,0.545455,-0.090909,overlap,0.0
direct_max__idelay_data_cntvaluein__lane0__dq0__ctrl_2__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane0,dq0,2,endpoint,22,7,1248.0,1738.5,2217.0,1162.0,1652.0,2164.0,-86.5,-1055.0,-916.0,0.461039,fail_lower,0.538961,-0.077922,overlap,0.0
direct_max__dq_iologic__lane0__dq0__ctrl_none__endpoint__value_ps,direct_max,dq_iologic,lane0,dq0,,endpoint,22,7,1695.0,2186.5,3693.0,1710.0,2151.0,2582.0,-35.5,-1983.0,-887.0,0.461039,fail_lower,0.538961,-0.077922,overlap,0.0
direct_max__idelay_data_cntvaluein__lane1__dq13__ctrl_2__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane1,dq13,2,endpoint,22,7,842.0,1396.5,2069.0,950.0,1182.0,1896.0,-214.5,-1119.0,-1054.0,0.464286,fail_lower,0.535714,-0.071429,overlap,0.0
direct_max__dq_iologic__lane1__dq10__ctrl_none__endpoint__value_ps,direct_max,dq_iologic,lane1,dq10,,endpoint,22,7,2177.0,2565.0,3391.0,2144.0,2676.0,3256.0,111.0,-1247.0,-1079.0,0.464286,fail_lower,0.535714,-0.071429,overlap,0.0
direct_max__idelay_ld__lane0__dq1__ctrl_none__endpoint__value_ps,direct_max,idelay_ld,lane0,dq1,,endpoint,22,7,1245.0,1709.5,2244.0,1434.0,1725.0,2158.0,15.5,-810.0,-913.0,0.467532,fail_lower,0.532468,-0.064935,overlap,0.0
direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_2__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane1,dq10,2,endpoint,22,7,985.0,1513.0,2160.0,1011.0,1404.0,1983.0,-109.0,-1149.0,-998.0,0.474026,fail_lower,0.525974,-0.051948,overlap,0.0
direct_max__idelay_data_cntvaluein__lane1__dq15__ctrl_2__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane1,dq15,2,endpoint,22,7,802.0,1199.5,1643.0,884.0,1131.0,1626.0,-68.5,-759.0,-824.0,0.474026,fail_lower,0.525974,-0.051948,overlap,0.0
control_fanout_spread__idelay_data_cntvaluein__lane1__no_bit__ctrl_2__lane_control_bit__value_ps,control_fanout_spread,idelay_data_cntvaluein,lane1,,2,lane_control_bit,22,7,222.0,386.5,776.0,227.0,407.0,611.0,20.5,-549.0,-389.0,0.474026,fail_lower,0.525974,-0.051948,overlap,0.0
direct_max__idelay_data_cntvaluein__lane0__dq5__ctrl_3__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane0,dq5,3,endpoint,22,7,1080.0,1587.5,2063.0,1131.0,1351.0,2085.0,-236.5,-932.0,-1005.0,0.480519,fail_lower,0.519481,-0.038961,overlap,0.0
direct_max__dq_iologic__lane0__dq1__ctrl_none__endpoint__value_ps,direct_max,dq_iologic,lane0,dq1,,endpoint,22,7,1649.0,2099.5,3990.0,1876.0,2046.0,2667.0,-53.5,-2114.0,-1018.0,0.480519,fail_lower,0.519481,-0.038961,overlap,0.0
direct_max__idelay_data_cntvaluein__lane0__dq7__ctrl_3__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane0,dq7,3,endpoint,22,7,1248.0,1836.5,2167.0,1031.0,1562.0,2627.0,-274.5,-1136.0,-1379.0,0.487013,fail_lower,0.512987,-0.025974,overlap,0.0
direct_max__idelay_dqs_cntvaluein__lane0__dqs0__ctrl_2__endpoint__value_ps,direct_max,idelay_dqs_cntvaluein,lane0,dqs0,2,endpoint,22,7,1085.0,1654.0,2276.0,1328.0,1565.0,2246.0,-89.0,-948.0,-1161.0,0.487013,fail_lower,0.512987,-0.025974,overlap,0.0
direct_max__idelay_data_cntvaluein__lane0__dq5__ctrl_2__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane0,dq5,2,endpoint,22,7,1128.0,1656.0,2401.0,1082.0,1654.0,2246.0,-2.0,-1319.0,-1118.0,0.487013,fail_lower,0.512987,-0.025974,overlap,0.0
direct_max__idelay_data_cntvaluein__lane1__dq14__ctrl_1__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane1,dq14,1,endpoint,22,7,1021.0,1485.5,1939.0,1115.0,1348.0,1838.0,-137.5,-824.0,-817.0,0.493506,fail_lower,0.506494,-0.012987,overlap,0.0
direct_max__idelay_ld__lane1__dq10__ctrl_none__endpoint__value_ps,direct_max,idelay_ld,lane1,dq10,,endpoint,22,7,1286.0,1593.0,1960.0,1330.0,1574.0,1970.0,-19.0,-630.0,-684.0,0.493506,fail_lower,0.506494,-0.012987,overlap,0.0
direct_max__idelay_data_cntvaluein__lane1__dq12__ctrl_2__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane1,dq12,2,endpoint,22,7,1069.0,1513.5,2216.0,1133.0,1495.0,1934.0,-18.5,-1083.0,-865.0,0.493506,fail_lower,0.506494,-0.012987,overlap,0.0
direct_max__dq_iologic__lane1__dq9__ctrl_none__endpoint__value_ps,direct_max,dq_iologic,lane1,dq9,,endpoint,22,7,1904.0,2280.5,4106.0,2105.0,2325.0,2595.0,44.5,-2001.0,-691.0,0.496753,fail_lower,0.503247,-0.006494,overlap,0.0
