experiment_id,run_group,seed,variant,payload_version,pass,fail_reasons,state_calibrate,instruction_address,calib_complete,bist_done,correct_read_data,wrong_read_data,abort_seen,abort_reason,abort_reason_name,abort_lane,abort_state,abort_instruction,abort_start_index_check,abort_lane_write_dq_late,abort_lane_read_dq_early,abort_dq_target_index,abort_data_start_index,idelay_data_tap_mismatch_seen,idelay_dqs_tap_mismatch_seen,data_mismatch_lane_mask,dqs_mismatch_lane_mask,reset_from_calibrate_ever,reset_from_test_ever,sync_rst_reasserted_after_release,phy_reset_reasserted_after_release,wrong_read_seen,bitstream_sha256,result_json,finished_at,nextpnr_json,cvc_sdf,fasm,interpretation
explicit-invalid-window-recenter-seed-27,analyze-data-invalid-window-recenter-state-gate1,27,analyze-data-invalid-window-recenter-state,3,False,"calib_incomplete,calib_state_not_done,bist_not_done,wrong_read_data_nonzero",17,22,False,False,9,1,True,6,analyze_data_invalid_window_exhausted,0,,,0,False,False,12,8,False,False,0,0,True,True,True,True,True,c8c9955a5f60e3b5d38ff8885236867c707f2ad3e37ca3afc098c8f40cb3ab8e,artifacts/hardware/analyze-data-invalid-window-recenter-state-gate1/explicit-invalid-window-recenter-seed-27.json,2026-05-29T10:15:33.835508+00:00,,,,fails after analyze_data_invalid_window_exhausted; final state 17 instruction 22; lane 0 start_index_check=0 dq_target_index=12
explicit-invalid-window-recenter-seed-3,analyze-data-invalid-window-recenter-state-gate1,3,analyze-data-invalid-window-recenter-state,3,False,"calib_incomplete,calib_state_not_done,bist_not_done",0,2,False,False,0,0,True,6,analyze_data_invalid_window_exhausted,0,,,0,False,False,14,8,False,False,0,0,True,False,True,True,False,cdd0a58cb24940aac73e13805d07ea22213b036d18f6916862f77b725ac6e5eb,artifacts/hardware/analyze-data-invalid-window-recenter-state-gate1/explicit-invalid-window-recenter-seed-3.json,2026-05-29T10:16:30.145431+00:00,,,,fails after analyze_data_invalid_window_exhausted; final state 0 instruction 2; lane 0 start_index_check=0 dq_target_index=14
explicit-invalid-window-recenter-seed-23,analyze-data-invalid-window-recenter-state-gate1,23,analyze-data-invalid-window-recenter-state,3,True,,23,22,True,True,100663295,0,False,0,none,0,,,0,False,False,0,0,False,False,0,0,False,False,False,False,False,ef6f4deb3f096429579b849441f9daff21ffce6e24b7bf6dfc8f7e56be679d3b,artifacts/hardware/analyze-data-invalid-window-recenter-state-gate1/explicit-invalid-window-recenter-seed-23.json,2026-05-29T10:17:05.383432+00:00,,,,passes calibration and BIST
