experiment_id,seed,variant,bitstream,result_json,log,returncode,status
explicit-invalid-window-recenter-seed-27,27,analyze-data-invalid-window-recenter-state,/nix/store/x9i1ipwnxwd3k8px9dxbwsxcd1g2zmng-ypcb-ddr3-bitstream-seed-27/ypcb_00338_1p1_ddr3_openxc7.bit,artifacts/hardware/analyze-data-invalid-window-recenter-state-gate1/explicit-invalid-window-recenter-seed-27.json,artifacts/hardware/analyze-data-invalid-window-recenter-state-gate1/explicit-invalid-window-recenter-seed-27.log,2,fail
explicit-invalid-window-recenter-seed-3,3,analyze-data-invalid-window-recenter-state,/nix/store/k16yjldz9kblzkqaj5dxkfkhvb2x3sxl-ypcb-ddr3-bitstream-seed-3/ypcb_00338_1p1_ddr3_openxc7.bit,artifacts/hardware/analyze-data-invalid-window-recenter-state-gate1/explicit-invalid-window-recenter-seed-3.json,artifacts/hardware/analyze-data-invalid-window-recenter-state-gate1/explicit-invalid-window-recenter-seed-3.log,2,fail
explicit-invalid-window-recenter-seed-23,23,analyze-data-invalid-window-recenter-state,/nix/store/bk1qyimz2hsmgrijdgrgjgl26bpd56lz-ypcb-ddr3-bitstream-seed-23/ypcb_00338_1p1_ddr3_openxc7.bit,artifacts/hardware/analyze-data-invalid-window-recenter-state-gate1/explicit-invalid-window-recenter-seed-23.json,artifacts/hardware/analyze-data-invalid-window-recenter-state-gate1/explicit-invalid-window-recenter-seed-23.log,0,pass
