experiment,rtl_commit,seed,build_store,bitstream_sha256,poll_count,poll_interval,pass,reason,reason_name,lane,start_index_check,data_start_index,dq_target_index,read_lane_data_shifted,read_lane_data_window,data_taps,dqs_taps,notes
invalid-window-retry-gate2,fe5e6ec,5,/nix/store/5gw3xm0hssaba39r39h5fyzaw5ycrhw2-ypcb-ddr3-bitstream-seed-5,182d2cd388259377425eb845b26ebab45027ae808200d94c65845987bfb80c51,200,0.1,false,1,analyze_data_both_assumptions_failed,0,0,24,35,0xf12c3d91,0xdbcfd275f12c3d91,24/24/24/24/24/24/24/24/26/26/26/26/26/26/26/26,1/3,"Aligned invalid-window flag no longer sees the prior all-ones shifted word, but seed5 still aborts on a nontrivial mismatch with both early/late assumptions set."
