experiment_id,seed,variant,bitstream,result_json,log,returncode,status
phased-invalid-recovery-classified-heldout-seed12,12,phased-invalid-recovery-classified,/nix/store/p4cz2x1yriqrlpv0kqpfq9pxx37w5rr2-ypcb-ddr3-bitstream-seed-12/ypcb_00338_1p1_ddr3_openxc7.bit,artifacts/hardware/phased-invalid-recovery-classified-heldout-gate1/phased-invalid-recovery-classified-heldout-seed12.json,artifacts/hardware/phased-invalid-recovery-classified-heldout-gate1/phased-invalid-recovery-classified-heldout-seed12.log,0,pass
phased-invalid-recovery-classified-heldout-seed16,16,phased-invalid-recovery-classified,/nix/store/s7ppr3bdgy4fg4sjj29hz2wcpka6mzmv-ypcb-ddr3-bitstream-seed-16/ypcb_00338_1p1_ddr3_openxc7.bit,artifacts/hardware/phased-invalid-recovery-classified-heldout-gate1/phased-invalid-recovery-classified-heldout-seed16.json,artifacts/hardware/phased-invalid-recovery-classified-heldout-gate1/phased-invalid-recovery-classified-heldout-seed16.log,2,fail
phased-invalid-recovery-classified-heldout-seed20,20,phased-invalid-recovery-classified,/nix/store/sq1qh7axsl1n0rn8l8r412hv2qpjz8j7-ypcb-ddr3-bitstream-seed-20/ypcb_00338_1p1_ddr3_openxc7.bit,artifacts/hardware/phased-invalid-recovery-classified-heldout-gate1/phased-invalid-recovery-classified-heldout-seed20.json,artifacts/hardware/phased-invalid-recovery-classified-heldout-gate1/phased-invalid-recovery-classified-heldout-seed20.log,0,pass
phased-invalid-recovery-classified-heldout-seed5,5,phased-invalid-recovery-classified,/nix/store/g10c9wmxvqaiyqgss5i0j08rhvrf12i1-ypcb-ddr3-bitstream-seed-5/ypcb_00338_1p1_ddr3_openxc7.bit,artifacts/hardware/phased-invalid-recovery-classified-heldout-gate1/phased-invalid-recovery-classified-heldout-seed5.json,artifacts/hardware/phased-invalid-recovery-classified-heldout-gate1/phased-invalid-recovery-classified-heldout-seed5.log,0,pass
phased-invalid-recovery-classified-heldout-seed6,6,phased-invalid-recovery-classified,/nix/store/hsp9ck8g61y1hf80qicwm9gywzndnlgr-ypcb-ddr3-bitstream-seed-6/ypcb_00338_1p1_ddr3_openxc7.bit,artifacts/hardware/phased-invalid-recovery-classified-heldout-gate1/phased-invalid-recovery-classified-heldout-seed6.json,artifacts/hardware/phased-invalid-recovery-classified-heldout-gate1/phased-invalid-recovery-classified-heldout-seed6.log,0,pass
phased-invalid-recovery-classified-heldout-seed27,27,phased-invalid-recovery-classified,/nix/store/yym889nzbyhzz7apzzqz4rgmrl7n4997-ypcb-ddr3-bitstream-seed-27/ypcb_00338_1p1_ddr3_openxc7.bit,artifacts/hardware/phased-invalid-recovery-classified-heldout-gate1/phased-invalid-recovery-classified-heldout-seed27.json,artifacts/hardware/phased-invalid-recovery-classified-heldout-gate1/phased-invalid-recovery-classified-heldout-seed27.log,0,pass
phased-invalid-recovery-classified-heldout-seed3,3,phased-invalid-recovery-classified,/nix/store/qpidgqvmn8yqxby0l50pgdzhkkllvhbh-ypcb-ddr3-bitstream-seed-3/ypcb_00338_1p1_ddr3_openxc7.bit,artifacts/hardware/phased-invalid-recovery-classified-heldout-gate1/phased-invalid-recovery-classified-heldout-seed3.json,artifacts/hardware/phased-invalid-recovery-classified-heldout-gate1/phased-invalid-recovery-classified-heldout-seed3.log,0,pass
