experiment_id,seed,variant,rtl_commit,bitstream_file,bitstream_store_path,role
phased-invalid-recovery-classified-heldout-seed12,12,phased-invalid-recovery-classified,16beffe,/nix/store/p4cz2x1yriqrlpv0kqpfq9pxx37w5rr2-ypcb-ddr3-bitstream-seed-12/ypcb_00338_1p1_ddr3_openxc7.bit,/nix/store/p4cz2x1yriqrlpv0kqpfq9pxx37w5rr2-ypcb-ddr3-bitstream-seed-12,explicit_state_reason6_shared_bucket
phased-invalid-recovery-classified-heldout-seed16,16,phased-invalid-recovery-classified,16beffe,/nix/store/s7ppr3bdgy4fg4sjj29hz2wcpka6mzmv-ypcb-ddr3-bitstream-seed-16/ypcb_00338_1p1_ddr3_openxc7.bit,/nix/store/s7ppr3bdgy4fg4sjj29hz2wcpka6mzmv-ypcb-ddr3-bitstream-seed-16,explicit_state_reason6_shared_bucket
phased-invalid-recovery-classified-heldout-seed20,20,phased-invalid-recovery-classified,16beffe,/nix/store/sq1qh7axsl1n0rn8l8r412hv2qpjz8j7-ypcb-ddr3-bitstream-seed-20/ypcb_00338_1p1_ddr3_openxc7.bit,/nix/store/sq1qh7axsl1n0rn8l8r412hv2qpjz8j7-ypcb-ddr3-bitstream-seed-20,explicit_state_reason6_shared_bucket
phased-invalid-recovery-classified-heldout-seed5,5,phased-invalid-recovery-classified,16beffe,/nix/store/g10c9wmxvqaiyqgss5i0j08rhvrf12i1-ypcb-ddr3-bitstream-seed-5/ypcb_00338_1p1_ddr3_openxc7.bit,/nix/store/g10c9wmxvqaiyqgss5i0j08rhvrf12i1-ypcb-ddr3-bitstream-seed-5,known_pass_regression_control
phased-invalid-recovery-classified-heldout-seed6,6,phased-invalid-recovery-classified,16beffe,/nix/store/hsp9ck8g61y1hf80qicwm9gywzndnlgr-ypcb-ddr3-bitstream-seed-6/ypcb_00338_1p1_ddr3_openxc7.bit,/nix/store/hsp9ck8g61y1hf80qicwm9gywzndnlgr-ypcb-ddr3-bitstream-seed-6,so009_regression_control
phased-invalid-recovery-classified-heldout-seed27,27,phased-invalid-recovery-classified,16beffe,/nix/store/yym889nzbyhzz7apzzqz4rgmrl7n4997-ypcb-ddr3-bitstream-seed-27/ypcb_00338_1p1_ddr3_openxc7.bit,/nix/store/yym889nzbyhzz7apzzqz4rgmrl7n4997-ypcb-ddr3-bitstream-seed-27,so009_regression_control
phased-invalid-recovery-classified-heldout-seed3,3,phased-invalid-recovery-classified,16beffe,/nix/store/qpidgqvmn8yqxby0l50pgdzhkkllvhbh-ypcb-ddr3-bitstream-seed-3/ypcb_00338_1p1_ddr3_openxc7.bit,/nix/store/qpidgqvmn8yqxby0l50pgdzhkkllvhbh-ypcb-ddr3-bitstream-seed-3,known_pass_control
