x,delta,fail_to_pass_delta,pass_to_fail_delta,other_delta,transition,seed,feature
2.9892,-569.0,,,-569.0,fail_to_fail,12,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
3.0756,-293.0,,,-293.0,fail_to_fail,16,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
3.0018,57.0,,,57.0,fail_to_fail,23,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
2.9406,143.0,,,143.0,fail_to_fail,41,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
3.027,-662.0,,,-662.0,fail_to_fail,45,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
2.946,-15.0,,,-15.0,fail_to_fail,60,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
1.0432,14.0,14.0,,,fail_to_pass,2,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
0.9496,-529.0,-529.0,,,fail_to_pass,6,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
0.9226,643.0,643.0,,,fail_to_pass,11,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
0.982,-294.0,-294.0,,,fail_to_pass,20,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
1.0882,477.0,477.0,,,fail_to_pass,27,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
0.9946,507.0,507.0,,,fail_to_pass,31,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
1.0612,-210.0,-210.0,,,fail_to_pass,32,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
1.0144,-106.0,-106.0,,,fail_to_pass,34,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
