x,delta,fail_to_pass_delta,pass_to_fail_delta,other_delta,transition,seed,feature
0.9604,-560.0,-560.0,,,fail_to_pass,44,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq11__ctrl_0__dqs_vs_dq_bit__value_ps
0.9802,-326.0,-326.0,,,fail_to_pass,47,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq11__ctrl_0__dqs_vs_dq_bit__value_ps
1.0864,376.0,376.0,,,fail_to_pass,54,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq11__ctrl_0__dqs_vs_dq_bit__value_ps
0.973,-113.0,-113.0,,,fail_to_pass,55,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq11__ctrl_0__dqs_vs_dq_bit__value_ps
0.9262,126.0,126.0,,,fail_to_pass,57,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq11__ctrl_0__dqs_vs_dq_bit__value_ps
0.9928,386.0,386.0,,,fail_to_pass,58,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq11__ctrl_0__dqs_vs_dq_bit__value_ps
1.9748,1074.0,,1074.0,,pass_to_fail,28,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq11__ctrl_0__dqs_vs_dq_bit__value_ps
1.928,-398.0,,-398.0,,pass_to_fail,30,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq11__ctrl_0__dqs_vs_dq_bit__value_ps
1.9478,-559.0,,-559.0,,pass_to_fail,33,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq11__ctrl_0__dqs_vs_dq_bit__value_ps
1.9676,-407.0,,-407.0,,pass_to_fail,36,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq11__ctrl_0__dqs_vs_dq_bit__value_ps
1.9874,18.0,,18.0,,pass_to_fail,39,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq11__ctrl_0__dqs_vs_dq_bit__value_ps
2.0468,-573.0,,-573.0,,pass_to_fail,48,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq11__ctrl_0__dqs_vs_dq_bit__value_ps
2.0,-385.0,,-385.0,,pass_to_fail,50,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq11__ctrl_0__dqs_vs_dq_bit__value_ps
2.0666,-768.0,,-768.0,,pass_to_fail,51,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq11__ctrl_0__dqs_vs_dq_bit__value_ps
1.9532,39.0,,39.0,,pass_to_fail,52,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq11__ctrl_0__dqs_vs_dq_bit__value_ps
2.0198,153.0,,153.0,,pass_to_fail,53,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq11__ctrl_0__dqs_vs_dq_bit__value_ps
3.9766,368.0,,,368.0,pass_to_pass,1,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq11__ctrl_0__dqs_vs_dq_bit__value_ps
3.9298,1241.0,,,1241.0,pass_to_pass,3,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq11__ctrl_0__dqs_vs_dq_bit__value_ps
4.063,957.0,,,957.0,pass_to_pass,5,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq11__ctrl_0__dqs_vs_dq_bit__value_ps
4.081,495.0,,,495.0,pass_to_pass,35,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq11__ctrl_0__dqs_vs_dq_bit__value_ps
4.0738,-471.0,,,-471.0,pass_to_pass,43,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq11__ctrl_0__dqs_vs_dq_bit__value_ps
3.9136,1061.0,,,1061.0,pass_to_pass,46,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq11__ctrl_0__dqs_vs_dq_bit__value_ps
3.9334,81.0,,,81.0,pass_to_pass,49,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq11__ctrl_0__dqs_vs_dq_bit__value_ps
4.0396,-264.0,,,-264.0,pass_to_pass,56,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq11__ctrl_0__dqs_vs_dq_bit__value_ps
4.0594,519.0,,,519.0,pass_to_pass,59,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq11__ctrl_0__dqs_vs_dq_bit__value_ps
