x,delta,fail_to_pass_delta,pass_to_fail_delta,other_delta,transition,seed,feature
1.9478,448.0,,448.0,,pass_to_fail,33,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
1.9676,602.0,,602.0,,pass_to_fail,36,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
1.9874,480.0,,480.0,,pass_to_fail,39,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
2.0468,-249.0,,-249.0,,pass_to_fail,48,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
2.0,-27.0,,-27.0,,pass_to_fail,50,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
2.0666,300.0,,300.0,,pass_to_fail,51,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
1.9532,231.0,,231.0,,pass_to_fail,52,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
2.0198,661.0,,661.0,,pass_to_fail,53,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
3.9766,213.0,,,213.0,pass_to_pass,1,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
3.9298,534.0,,,534.0,pass_to_pass,3,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
4.063,945.0,,,945.0,pass_to_pass,5,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
4.081,365.0,,,365.0,pass_to_pass,35,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
4.0738,-372.0,,,-372.0,pass_to_pass,43,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
3.9136,765.0,,,765.0,pass_to_pass,46,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
3.9334,114.0,,,114.0,pass_to_pass,49,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
4.0396,-5.0,,,-5.0,pass_to_pass,56,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
4.0594,-522.0,,,-522.0,pass_to_pass,59,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
