x,delta,fail_to_pass_delta,pass_to_fail_delta,other_delta,transition,seed,feature
2.9892,-569.0,,,-569.0,fail_to_fail,12,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
3.0756,293.0,,,293.0,fail_to_fail,16,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
3.0018,723.0,,,723.0,fail_to_fail,23,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
2.9406,765.0,,,765.0,fail_to_fail,41,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
3.027,-1324.0,,,-1324.0,fail_to_fail,45,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
2.946,-199.0,,,-199.0,fail_to_fail,60,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
1.0432,-594.0,-594.0,,,fail_to_pass,2,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
0.9496,1397.0,1397.0,,,fail_to_pass,6,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
0.9226,643.0,643.0,,,fail_to_pass,11,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
0.982,460.0,460.0,,,fail_to_pass,20,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
1.0882,497.0,497.0,,,fail_to_pass,27,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
0.9946,-717.0,-717.0,,,fail_to_pass,31,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
1.0612,-318.0,-318.0,,,fail_to_pass,32,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
1.0144,106.0,106.0,,,fail_to_pass,34,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
1.0342,-379.0,-379.0,,,fail_to_pass,37,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
0.9208,-1090.0,-1090.0,,,fail_to_pass,38,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
1.054,-518.0,-518.0,,,fail_to_pass,40,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
1.0072,-1188.0,-1188.0,,,fail_to_pass,42,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
0.9604,335.0,335.0,,,fail_to_pass,44,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
0.9802,-388.0,-388.0,,,fail_to_pass,47,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
1.0864,566.0,566.0,,,fail_to_pass,54,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
0.973,-76.0,-76.0,,,fail_to_pass,55,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
0.9262,388.0,388.0,,,fail_to_pass,57,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
0.9928,871.0,871.0,,,fail_to_pass,58,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
1.9748,1190.0,,1190.0,,pass_to_fail,28,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
1.928,-493.0,,-493.0,,pass_to_fail,30,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_2__dqs_vs_dq_bit__value_ps
