x,delta,fail_to_pass_delta,pass_to_fail_delta,other_delta,transition,seed,feature
2.9892,-714.0,,,-714.0,fail_to_fail,12,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_0__endpoint__value_ps
3.0756,-274.0,,,-274.0,fail_to_fail,16,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_0__endpoint__value_ps
3.0018,66.0,,,66.0,fail_to_fail,23,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_0__endpoint__value_ps
2.9406,165.0,,,165.0,fail_to_fail,41,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_0__endpoint__value_ps
3.027,-939.0,,,-939.0,fail_to_fail,45,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_0__endpoint__value_ps
2.946,-493.0,,,-493.0,fail_to_fail,60,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_0__endpoint__value_ps
1.0432,-500.0,-500.0,,,fail_to_pass,2,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_0__endpoint__value_ps
0.9496,-669.0,-669.0,,,fail_to_pass,6,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_0__endpoint__value_ps
0.9226,127.0,127.0,,,fail_to_pass,11,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_0__endpoint__value_ps
0.982,-1020.0,-1020.0,,,fail_to_pass,20,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_0__endpoint__value_ps
1.0882,-290.0,-290.0,,,fail_to_pass,27,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_0__endpoint__value_ps
0.9946,-314.0,-314.0,,,fail_to_pass,31,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_0__endpoint__value_ps
1.0612,-772.0,-772.0,,,fail_to_pass,32,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_0__endpoint__value_ps
1.0144,-719.0,-719.0,,,fail_to_pass,34,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_0__endpoint__value_ps
1.0342,315.0,315.0,,,fail_to_pass,37,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_0__endpoint__value_ps
0.9208,-185.0,-185.0,,,fail_to_pass,38,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_0__endpoint__value_ps
1.054,12.0,12.0,,,fail_to_pass,40,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_0__endpoint__value_ps
1.0072,56.0,56.0,,,fail_to_pass,42,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_0__endpoint__value_ps
0.9604,-591.0,-591.0,,,fail_to_pass,44,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_0__endpoint__value_ps
0.9802,645.0,645.0,,,fail_to_pass,47,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_0__endpoint__value_ps
1.0864,-643.0,-643.0,,,fail_to_pass,54,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_0__endpoint__value_ps
0.973,143.0,143.0,,,fail_to_pass,55,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_0__endpoint__value_ps
0.9262,-411.0,-411.0,,,fail_to_pass,57,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_0__endpoint__value_ps
0.9928,-647.0,-647.0,,,fail_to_pass,58,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_0__endpoint__value_ps
1.9748,-571.0,,-571.0,,pass_to_fail,28,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_0__endpoint__value_ps
1.928,117.0,,117.0,,pass_to_fail,30,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_0__endpoint__value_ps
1.9478,411.0,,411.0,,pass_to_fail,33,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_0__endpoint__value_ps
1.9676,77.0,,77.0,,pass_to_fail,36,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_0__endpoint__value_ps
1.9874,515.0,,515.0,,pass_to_fail,39,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_0__endpoint__value_ps
2.0468,-822.0,,-822.0,,pass_to_fail,48,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_0__endpoint__value_ps
2.0,-81.0,,-81.0,,pass_to_fail,50,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_0__endpoint__value_ps
2.0666,-368.0,,-368.0,,pass_to_fail,51,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_0__endpoint__value_ps
1.9532,133.0,,133.0,,pass_to_fail,52,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_0__endpoint__value_ps
2.0198,633.0,,633.0,,pass_to_fail,53,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_0__endpoint__value_ps
3.9766,-502.0,,,-502.0,pass_to_pass,1,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_0__endpoint__value_ps
3.9298,-971.0,,,-971.0,pass_to_pass,3,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_0__endpoint__value_ps
4.063,-944.0,,,-944.0,pass_to_pass,5,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_0__endpoint__value_ps
4.081,-732.0,,,-732.0,pass_to_pass,35,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_0__endpoint__value_ps
4.0738,-405.0,,,-405.0,pass_to_pass,43,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_0__endpoint__value_ps
3.9136,-708.0,,,-708.0,pass_to_pass,46,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_0__endpoint__value_ps
3.9334,-40.0,,,-40.0,pass_to_pass,49,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_0__endpoint__value_ps
4.0396,230.0,,,230.0,pass_to_pass,56,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_0__endpoint__value_ps
4.0594,-647.0,,,-647.0,pass_to_pass,59,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_0__endpoint__value_ps
