x,delta,fail_to_pass_delta,pass_to_fail_delta,other_delta,transition,seed,feature
2.9892,-706.0,,,-706.0,fail_to_fail,12,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_4__endpoint__value_ps
3.0756,-664.0,,,-664.0,fail_to_fail,16,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_4__endpoint__value_ps
3.0018,-237.0,,,-237.0,fail_to_fail,23,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_4__endpoint__value_ps
2.9406,242.0,,,242.0,fail_to_fail,41,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_4__endpoint__value_ps
3.027,-720.0,,,-720.0,fail_to_fail,45,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_4__endpoint__value_ps
2.946,-415.0,,,-415.0,fail_to_fail,60,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_4__endpoint__value_ps
1.0432,199.0,199.0,,,fail_to_pass,2,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_4__endpoint__value_ps
0.9496,-773.0,-773.0,,,fail_to_pass,6,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_4__endpoint__value_ps
0.9226,-207.0,-207.0,,,fail_to_pass,11,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_4__endpoint__value_ps
0.982,-468.0,-468.0,,,fail_to_pass,20,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_4__endpoint__value_ps
1.0882,-133.0,-133.0,,,fail_to_pass,27,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_4__endpoint__value_ps
0.9946,-253.0,-253.0,,,fail_to_pass,31,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_4__endpoint__value_ps
1.0612,-766.0,-766.0,,,fail_to_pass,32,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_4__endpoint__value_ps
1.0144,-344.0,-344.0,,,fail_to_pass,34,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_4__endpoint__value_ps
1.0342,232.0,232.0,,,fail_to_pass,37,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_4__endpoint__value_ps
0.9208,273.0,273.0,,,fail_to_pass,38,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_4__endpoint__value_ps
1.054,92.0,92.0,,,fail_to_pass,40,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_4__endpoint__value_ps
1.0072,413.0,413.0,,,fail_to_pass,42,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_4__endpoint__value_ps
0.9604,-199.0,-199.0,,,fail_to_pass,44,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_4__endpoint__value_ps
0.9802,908.0,908.0,,,fail_to_pass,47,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_4__endpoint__value_ps
1.0864,-766.0,-766.0,,,fail_to_pass,54,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_4__endpoint__value_ps
0.973,493.0,493.0,,,fail_to_pass,55,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_4__endpoint__value_ps
0.9262,498.0,498.0,,,fail_to_pass,57,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_4__endpoint__value_ps
0.9928,-193.0,-193.0,,,fail_to_pass,58,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_4__endpoint__value_ps
1.9748,275.0,,275.0,,pass_to_fail,28,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_4__endpoint__value_ps
1.928,419.0,,419.0,,pass_to_fail,30,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_4__endpoint__value_ps
1.9478,166.0,,166.0,,pass_to_fail,33,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_4__endpoint__value_ps
1.9676,421.0,,421.0,,pass_to_fail,36,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_4__endpoint__value_ps
1.9874,439.0,,439.0,,pass_to_fail,39,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_4__endpoint__value_ps
2.0468,-852.0,,-852.0,,pass_to_fail,48,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_4__endpoint__value_ps
2.0,-492.0,,-492.0,,pass_to_fail,50,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_4__endpoint__value_ps
2.0666,-517.0,,-517.0,,pass_to_fail,51,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_4__endpoint__value_ps
1.9532,597.0,,597.0,,pass_to_fail,52,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_4__endpoint__value_ps
2.0198,-78.0,,-78.0,,pass_to_fail,53,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_4__endpoint__value_ps
3.9766,-721.0,,,-721.0,pass_to_pass,1,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_4__endpoint__value_ps
3.9298,-51.0,,,-51.0,pass_to_pass,3,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_4__endpoint__value_ps
4.063,-334.0,,,-334.0,pass_to_pass,5,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_4__endpoint__value_ps
4.081,-440.0,,,-440.0,pass_to_pass,35,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_4__endpoint__value_ps
4.0738,-249.0,,,-249.0,pass_to_pass,43,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_4__endpoint__value_ps
3.9136,-720.0,,,-720.0,pass_to_pass,46,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_4__endpoint__value_ps
3.9334,-185.0,,,-185.0,pass_to_pass,49,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_4__endpoint__value_ps
4.0396,375.0,,,375.0,pass_to_pass,56,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_4__endpoint__value_ps
4.0594,-192.0,,,-192.0,pass_to_pass,59,direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_4__endpoint__value_ps
