sample,status,metric,family,lane,bit,control_bit,scope,count,min_ps,median_ps,p95_ps,max_ps,spread_ps,value_ps
cntvaluein3-skew-locked-seed16-long-poll,fail,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq11,,dq11,5,728.0,792.0,1184.0,1184.0,456.0,456.0
cntvaluein3-skew-locked-seed20,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq11,,dq11,5,648.0,726.0,1577.0,1577.0,929.0,929.0
cntvaluein3-skew-locked-seed23-long-poll,fail,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq11,,dq11,5,639.0,777.0,1600.0,1600.0,961.0,961.0
cntvaluein3-skew-locked-seed27,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq11,,dq11,5,1203.0,1667.0,1809.0,1809.0,606.0,606.0
cntvaluein3-skew-locked-seed28-long-poll,fail,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq11,,dq11,5,675.0,898.0,1299.0,1299.0,624.0,624.0
cntvaluein3-skew-locked-seed30-long-poll,fail,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq11,,dq11,5,1149.0,1580.0,1656.0,1656.0,507.0,507.0
cntvaluein3-skew-locked-seed5,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq11,,dq11,5,740.0,843.0,1621.0,1621.0,881.0,881.0
cntvaluein3-skew-locked-seed6,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq11,,dq11,5,446.0,648.0,1837.0,1837.0,1391.0,1391.0
cntvaluein3-skew-locked-seed1,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq12,,dq12,5,751.0,864.0,1675.0,1675.0,924.0,924.0
cntvaluein3-skew-locked-seed11,pass,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq12,,dq12,5,759.0,1228.0,1748.0,1748.0,989.0,989.0
cntvaluein3-skew-locked-seed12-long-poll,fail,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq12,,dq12,5,736.0,865.0,1674.0,1674.0,938.0,938.0
