family,constant_edge,delta_ps,baseline_ps,variant_ps,key,baseline_text,variant_text
dq_dqs_input,True,0.0,1055.0,1055.0,INTERCONNECT:$iopadmap$ypcb_00338_1p1_ddr3.ddr3_dq[61]$subcell$OBUFT.TRI,(INTERCONNECT \$PACKER_VCC_DRV.Y \$iopadmap\$ypcb_00338_1p1_ddr3\.ddr3_dq\[61\]\$subcell\$OBUFT.TRI (1055:1055:1055) (1055:1055:1055)),(INTERCONNECT \$PACKER_VCC_DRV.Y \$iopadmap\$ypcb_00338_1p1_ddr3\.ddr3_dq\[61\]\$subcell\$OBUFT.TRI (1055:1055:1055) (1055:1055:1055))
dq_dqs_input,True,0.0,1055.0,1055.0,INTERCONNECT:$iopadmap$ypcb_00338_1p1_ddr3.ddr3_dq[62]$subcell$OBUFT.TRI,(INTERCONNECT \$PACKER_VCC_DRV.Y \$iopadmap\$ypcb_00338_1p1_ddr3\.ddr3_dq\[62\]\$subcell\$OBUFT.TRI (1055:1055:1055) (1055:1055:1055)),(INTERCONNECT \$PACKER_VCC_DRV.Y \$iopadmap\$ypcb_00338_1p1_ddr3\.ddr3_dq\[62\]\$subcell\$OBUFT.TRI (1055:1055:1055) (1055:1055:1055))
dq_dqs_input,True,0.0,1055.0,1055.0,INTERCONNECT:$iopadmap$ypcb_00338_1p1_ddr3.ddr3_dq[63]$subcell$OBUFT.TRI,(INTERCONNECT \$PACKER_VCC_DRV.Y \$iopadmap\$ypcb_00338_1p1_ddr3\.ddr3_dq\[63\]\$subcell\$OBUFT.TRI (1055:1055:1055) (1055:1055:1055)),(INTERCONNECT \$PACKER_VCC_DRV.Y \$iopadmap\$ypcb_00338_1p1_ddr3\.ddr3_dq\[63\]\$subcell\$OBUFT.TRI (1055:1055:1055) (1055:1055:1055))
dq_dqs_input,True,0.0,1055.0,1055.0,INTERCONNECT:$iopadmap$ypcb_00338_1p1_ddr3.ddr3_dqs_n[2]$subcell$OBUFT.TRI,(INTERCONNECT \$PACKER_VCC_DRV.Y \$iopadmap\$ypcb_00338_1p1_ddr3\.ddr3_dqs_n\[2\]\$subcell\$OBUFT.TRI (1055:1055:1055) (1055:1055:1055)),(INTERCONNECT \$PACKER_VCC_DRV.Y \$iopadmap\$ypcb_00338_1p1_ddr3\.ddr3_dqs_n\[2\]\$subcell\$OBUFT.TRI (1055:1055:1055) (1055:1055:1055))
dq_dqs_input,True,0.0,1055.0,1055.0,INTERCONNECT:$iopadmap$ypcb_00338_1p1_ddr3.ddr3_dqs_n[3]$subcell$OBUFT.TRI,(INTERCONNECT \$PACKER_VCC_DRV.Y \$iopadmap\$ypcb_00338_1p1_ddr3\.ddr3_dqs_n\[3\]\$subcell\$OBUFT.TRI (1055:1055:1055) (1055:1055:1055)),(INTERCONNECT \$PACKER_VCC_DRV.Y \$iopadmap\$ypcb_00338_1p1_ddr3\.ddr3_dqs_n\[3\]\$subcell\$OBUFT.TRI (1055:1055:1055) (1055:1055:1055))
dq_dqs_input,True,0.0,1055.0,1055.0,INTERCONNECT:$iopadmap$ypcb_00338_1p1_ddr3.ddr3_dqs_n[4]$subcell$OBUFT.TRI,(INTERCONNECT \$PACKER_VCC_DRV.Y \$iopadmap\$ypcb_00338_1p1_ddr3\.ddr3_dqs_n\[4\]\$subcell\$OBUFT.TRI (1055:1055:1055) (1055:1055:1055)),(INTERCONNECT \$PACKER_VCC_DRV.Y \$iopadmap\$ypcb_00338_1p1_ddr3\.ddr3_dqs_n\[4\]\$subcell\$OBUFT.TRI (1055:1055:1055) (1055:1055:1055))
dq_dqs_input,True,0.0,1055.0,1055.0,INTERCONNECT:$iopadmap$ypcb_00338_1p1_ddr3.ddr3_dqs_n[5]$subcell$OBUFT.TRI,(INTERCONNECT \$PACKER_VCC_DRV.Y \$iopadmap\$ypcb_00338_1p1_ddr3\.ddr3_dqs_n\[5\]\$subcell\$OBUFT.TRI (1055:1055:1055) (1055:1055:1055)),(INTERCONNECT \$PACKER_VCC_DRV.Y \$iopadmap\$ypcb_00338_1p1_ddr3\.ddr3_dqs_n\[5\]\$subcell\$OBUFT.TRI (1055:1055:1055) (1055:1055:1055))
dq_dqs_input,True,0.0,1055.0,1055.0,INTERCONNECT:$iopadmap$ypcb_00338_1p1_ddr3.ddr3_dqs_n[6]$subcell$OBUFT.TRI,(INTERCONNECT \$PACKER_VCC_DRV.Y \$iopadmap\$ypcb_00338_1p1_ddr3\.ddr3_dqs_n\[6\]\$subcell\$OBUFT.TRI (1055:1055:1055) (1055:1055:1055)),(INTERCONNECT \$PACKER_VCC_DRV.Y \$iopadmap\$ypcb_00338_1p1_ddr3\.ddr3_dqs_n\[6\]\$subcell\$OBUFT.TRI (1055:1055:1055) (1055:1055:1055))
dq_dqs_input,True,0.0,1055.0,1055.0,INTERCONNECT:$iopadmap$ypcb_00338_1p1_ddr3.ddr3_dqs_n[7]$subcell$OBUFT.TRI,(INTERCONNECT \$PACKER_VCC_DRV.Y \$iopadmap\$ypcb_00338_1p1_ddr3\.ddr3_dqs_n\[7\]\$subcell\$OBUFT.TRI (1055:1055:1055) (1055:1055:1055)),(INTERCONNECT \$PACKER_VCC_DRV.Y \$iopadmap\$ypcb_00338_1p1_ddr3\.ddr3_dqs_n\[7\]\$subcell\$OBUFT.TRI (1055:1055:1055) (1055:1055:1055))
dq_dqs_input,True,0.0,1055.0,1055.0,INTERCONNECT:$iopadmap$ypcb_00338_1p1_ddr3.ddr3_dqs_p[2]$subcell$OBUFT.TRI,(INTERCONNECT \$PACKER_VCC_DRV.Y \$iopadmap\$ypcb_00338_1p1_ddr3\.ddr3_dqs_p\[2\]\$subcell\$OBUFT.TRI (1055:1055:1055) (1055:1055:1055)),(INTERCONNECT \$PACKER_VCC_DRV.Y \$iopadmap\$ypcb_00338_1p1_ddr3\.ddr3_dqs_p\[2\]\$subcell\$OBUFT.TRI (1055:1055:1055) (1055:1055:1055))
