family,constant_edge,delta_ps,baseline_ps,variant_ps,key,baseline_text,variant_text
dq_dqs_input,False,0.0,0.0,0.0,INTERCONNECT:ddr3_dq[58].PAD,(INTERCONNECT \$iopadmap\$ypcb_00338_1p1_ddr3\.ddr3_dq\[58\]\$subcell\$OBUFT.OUT ddr3_dq\[58\].PAD (0:0:0) (0:0:0)),(INTERCONNECT \$iopadmap\$ypcb_00338_1p1_ddr3\.ddr3_dq\[58\]\$subcell\$OBUFT.OUT ddr3_dq\[58\].PAD (0:0:0) (0:0:0))
dq_dqs_input,False,0.0,0.0,0.0,INTERCONNECT:ddr3_dq[59].PAD,(INTERCONNECT \$iopadmap\$ypcb_00338_1p1_ddr3\.ddr3_dq\[59\]\$subcell\$OBUFT.OUT ddr3_dq\[59\].PAD (0:0:0) (0:0:0)),(INTERCONNECT \$iopadmap\$ypcb_00338_1p1_ddr3\.ddr3_dq\[59\]\$subcell\$OBUFT.OUT ddr3_dq\[59\].PAD (0:0:0) (0:0:0))
dq_dqs_input,False,0.0,0.0,0.0,INTERCONNECT:ddr3_dq[5].PAD,(INTERCONNECT ddr3_top_inst\.ddr3_phy_inst\.genblk5\[5\]\.genblk1\.IOBUF_data\$subcell\$OBUFT.OUT ddr3_dq\[5\].PAD (0:0:0) (0:0:0)),(INTERCONNECT ddr3_top_inst\.ddr3_phy_inst\.genblk5\[5\]\.genblk1\.IOBUF_data\$subcell\$OBUFT.OUT ddr3_dq\[5\].PAD (0:0:0) (0:0:0))
dq_dqs_input,False,0.0,0.0,0.0,INTERCONNECT:ddr3_dq[60].PAD,(INTERCONNECT \$iopadmap\$ypcb_00338_1p1_ddr3\.ddr3_dq\[60\]\$subcell\$OBUFT.OUT ddr3_dq\[60\].PAD (0:0:0) (0:0:0)),(INTERCONNECT \$iopadmap\$ypcb_00338_1p1_ddr3\.ddr3_dq\[60\]\$subcell\$OBUFT.OUT ddr3_dq\[60\].PAD (0:0:0) (0:0:0))
dq_dqs_input,False,0.0,0.0,0.0,INTERCONNECT:ddr3_dq[61].PAD,(INTERCONNECT \$iopadmap\$ypcb_00338_1p1_ddr3\.ddr3_dq\[61\]\$subcell\$OBUFT.OUT ddr3_dq\[61\].PAD (0:0:0) (0:0:0)),(INTERCONNECT \$iopadmap\$ypcb_00338_1p1_ddr3\.ddr3_dq\[61\]\$subcell\$OBUFT.OUT ddr3_dq\[61\].PAD (0:0:0) (0:0:0))
dq_dqs_input,False,0.0,0.0,0.0,INTERCONNECT:ddr3_dq[62].PAD,(INTERCONNECT \$iopadmap\$ypcb_00338_1p1_ddr3\.ddr3_dq\[62\]\$subcell\$OBUFT.OUT ddr3_dq\[62\].PAD (0:0:0) (0:0:0)),(INTERCONNECT \$iopadmap\$ypcb_00338_1p1_ddr3\.ddr3_dq\[62\]\$subcell\$OBUFT.OUT ddr3_dq\[62\].PAD (0:0:0) (0:0:0))
dq_dqs_input,False,0.0,0.0,0.0,INTERCONNECT:ddr3_dq[63].PAD,(INTERCONNECT \$iopadmap\$ypcb_00338_1p1_ddr3\.ddr3_dq\[63\]\$subcell\$OBUFT.OUT ddr3_dq\[63\].PAD (0:0:0) (0:0:0)),(INTERCONNECT \$iopadmap\$ypcb_00338_1p1_ddr3\.ddr3_dq\[63\]\$subcell\$OBUFT.OUT ddr3_dq\[63\].PAD (0:0:0) (0:0:0))
dq_dqs_input,False,0.0,0.0,0.0,INTERCONNECT:ddr3_dq[6].PAD,(INTERCONNECT ddr3_top_inst\.ddr3_phy_inst\.genblk5\[6\]\.genblk1\.IOBUF_data\$subcell\$OBUFT.OUT ddr3_dq\[6\].PAD (0:0:0) (0:0:0)),(INTERCONNECT ddr3_top_inst\.ddr3_phy_inst\.genblk5\[6\]\.genblk1\.IOBUF_data\$subcell\$OBUFT.OUT ddr3_dq\[6\].PAD (0:0:0) (0:0:0))
dq_dqs_input,False,0.0,0.0,0.0,INTERCONNECT:ddr3_dq[7].PAD,(INTERCONNECT ddr3_top_inst\.ddr3_phy_inst\.genblk5\[7\]\.genblk1\.IOBUF_data\$subcell\$OBUFT.OUT ddr3_dq\[7\].PAD (0:0:0) (0:0:0)),(INTERCONNECT ddr3_top_inst\.ddr3_phy_inst\.genblk5\[7\]\.genblk1\.IOBUF_data\$subcell\$OBUFT.OUT ddr3_dq\[7\].PAD (0:0:0) (0:0:0))
dq_dqs_input,False,0.0,0.0,0.0,INTERCONNECT:ddr3_dq[8].PAD,(INTERCONNECT ddr3_top_inst\.ddr3_phy_inst\.genblk5\[8\]\.genblk1\.IOBUF_data\$subcell\$OBUFT.OUT ddr3_dq\[8\].PAD (0:0:0) (0:0:0)),(INTERCONNECT ddr3_top_inst\.ddr3_phy_inst\.genblk5\[8\]\.genblk1\.IOBUF_data\$subcell\$OBUFT.OUT ddr3_dq\[8\].PAD (0:0:0) (0:0:0))
dq_dqs_input,False,0.0,0.0,0.0,INTERCONNECT:ddr3_dq[9].PAD,(INTERCONNECT ddr3_top_inst\.ddr3_phy_inst\.genblk5\[9\]\.genblk1\.IOBUF_data\$subcell\$OBUFT.OUT ddr3_dq\[9\].PAD (0:0:0) (0:0:0)),(INTERCONNECT ddr3_top_inst\.ddr3_phy_inst\.genblk5\[9\]\.genblk1\.IOBUF_data\$subcell\$OBUFT.OUT ddr3_dq\[9\].PAD (0:0:0) (0:0:0))
dq_dqs_input,False,0.0,0.0,0.0,INTERCONNECT:ddr3_dqs_n[0].PAD,(INTERCONNECT ddr3_top_inst\.ddr3_phy_inst\.genblk7\[0\]\.genblk1\.IOBUFDS_dqs\$subcell\$OBUFTDS\$subcell\$N.OUT ddr3_dqs_n\[0\].PAD (0:0:0) (0:0:0)),(INTERCONNECT ddr3_top_inst\.ddr3_phy_inst\.genblk7\[0\]\.genblk1\.IOBUFDS_dqs\$subcell\$OBUFTDS\$subcell\$N.OUT ddr3_dqs_n\[0\].PAD (0:0:0) (0:0:0))
dq_dqs_input,False,0.0,0.0,0.0,INTERCONNECT:ddr3_dqs_n[1].PAD,(INTERCONNECT ddr3_top_inst\.ddr3_phy_inst\.genblk7\[1\]\.genblk1\.IOBUFDS_dqs\$subcell\$OBUFTDS\$subcell\$N.OUT ddr3_dqs_n\[1\].PAD (0:0:0) (0:0:0)),(INTERCONNECT ddr3_top_inst\.ddr3_phy_inst\.genblk7\[1\]\.genblk1\.IOBUFDS_dqs\$subcell\$OBUFTDS\$subcell\$N.OUT ddr3_dqs_n\[1\].PAD (0:0:0) (0:0:0))
dq_dqs_input,False,0.0,0.0,0.0,INTERCONNECT:ddr3_dqs_n[2].PAD,(INTERCONNECT \$iopadmap\$ypcb_00338_1p1_ddr3\.ddr3_dqs_n\[2\]\$subcell\$OBUFT.OUT ddr3_dqs_n\[2\].PAD (0:0:0) (0:0:0)),(INTERCONNECT \$iopadmap\$ypcb_00338_1p1_ddr3\.ddr3_dqs_n\[2\]\$subcell\$OBUFT.OUT ddr3_dqs_n\[2\].PAD (0:0:0) (0:0:0))
dq_dqs_input,False,0.0,0.0,0.0,INTERCONNECT:ddr3_dqs_n[3].PAD,(INTERCONNECT \$iopadmap\$ypcb_00338_1p1_ddr3\.ddr3_dqs_n\[3\]\$subcell\$OBUFT.OUT ddr3_dqs_n\[3\].PAD (0:0:0) (0:0:0)),(INTERCONNECT \$iopadmap\$ypcb_00338_1p1_ddr3\.ddr3_dqs_n\[3\]\$subcell\$OBUFT.OUT ddr3_dqs_n\[3\].PAD (0:0:0) (0:0:0))
dq_dqs_input,False,0.0,0.0,0.0,INTERCONNECT:ddr3_dqs_n[4].PAD,(INTERCONNECT \$iopadmap\$ypcb_00338_1p1_ddr3\.ddr3_dqs_n\[4\]\$subcell\$OBUFT.OUT ddr3_dqs_n\[4\].PAD (0:0:0) (0:0:0)),(INTERCONNECT \$iopadmap\$ypcb_00338_1p1_ddr3\.ddr3_dqs_n\[4\]\$subcell\$OBUFT.OUT ddr3_dqs_n\[4\].PAD (0:0:0) (0:0:0))
