delta_ps,good_ps,bad_ps,bad_lane,bad_bit,bad_families,key,good_text,bad_text
10722.0,528.0,11250.0,all,,['calibration_fsm'],INTERCONNECT:ddr3_top_inst.ddr3_controller_inst.calib_addr[4]$LUT$N.A1,(INTERCONNECT \$auto\$ff\.cc\:266\:slice\$42777.Q ddr3_top_inst\.ddr3_controller_inst\.calib_addr\[4\]\$LUT\$20.A1 (528:528:528) (528:528:528)),(INTERCONNECT \$PACKER_GND_DRV.Y ddr3_top_inst\.ddr3_controller_inst\.calib_addr\[4\]\$LUT\$20.A1 (11250:11250:11250) (11250:11250:11250))
10722.0,453.0,11175.0,all,,['other'],INTERCONNECT:ddr3_top_inst.ddr3_controller_inst.write_test_address_counter[15]$LUT$N.A1,(INTERCONNECT \$auto\$ff\.cc\:266\:slice\$43214.Q ddr3_top_inst\.ddr3_controller_inst\.write_test_address_counter\[15\]\$LUT\$320.A1 (453:453:453) (453:453:453)),(INTERCONNECT \$PACKER_GND_DRV.Y ddr3_top_inst\.ddr3_controller_inst\.write_test_address_counter\[15\]\$LUT\$320.A1 (11175:11175:11175) (11175:11175:11175))
10721.0,499.0,11220.0,all,,['calibration_fsm'],INTERCONNECT:ddr3_top_inst.ddr3_controller_inst.calib_addr[6]$LUT$N.A1,(INTERCONNECT \$auto\$ff\.cc\:266\:slice\$42779.Q ddr3_top_inst\.ddr3_controller_inst\.calib_addr\[6\]\$LUT\$28.A1 (499:499:499) (499:499:499)),(INTERCONNECT \$PACKER_GND_DRV.Y ddr3_top_inst\.ddr3_controller_inst\.calib_addr\[6\]\$LUT\$28.A1 (11220:11220:11220) (11220:11220:11220))
10706.0,559.0,11265.0,all,,['calibration_fsm'],INTERCONNECT:ddr3_top_inst.ddr3_controller_inst.calib_data_randomized[123]$LUT$N.A1,(INTERCONNECT \$auto\$ff\.cc\:266\:slice\$43202.Q ddr3_top_inst\.ddr3_controller_inst\.calib_data_randomized\[123\]\$LUT\$272.A1 (559:559:559) (559:559:559)),(INTERCONNECT \$PACKER_GND_DRV.Y ddr3_top_inst\.ddr3_controller_inst\.calib_data_randomized\[123\]\$LUT\$272.A1 (11265:11265:11265) (11265:11265:11265))
10674.0,546.0,11220.0,all,,['calibration_fsm'],INTERCONNECT:ddr3_top_inst.ddr3_controller_inst.calib_addr[7]$LUT$N.A1,(INTERCONNECT \$auto\$ff\.cc\:266\:slice\$42780.Q ddr3_top_inst\.ddr3_controller_inst\.calib_addr\[7\]\$LUT\$32.A1 (546:546:546) (546:546:546)),(INTERCONNECT \$PACKER_GND_DRV.Y ddr3_top_inst\.ddr3_controller_inst\.calib_addr\[7\]\$LUT\$32.A1 (11220:11220:11220) (11220:11220:11220))
10263.0,476.0,10739.0,all,,['calibration_fsm'],INTERCONNECT:ddr3_top_inst.o_debug_calib_gate[8]$LUT$N.A1,(INTERCONNECT \$auto\$ff\.cc\:266\:slice\$38329.Q ddr3_top_inst\.o_debug_calib_gate\[8\]\$LUT\$810.A1 (476:476:476) (476:476:476)),(INTERCONNECT \$PACKER_GND_DRV.Y ddr3_top_inst\.o_debug_calib_gate\[8\]\$LUT\$810.A1 (10739:10739:10739) (10739:10739:10739))
10164.0,500.0,10664.0,all,,['other'],INTERCONNECT:ddr3_top_inst.ddr3_controller_inst.read_test_address_counter[22]$LUT$N.A1,(INTERCONNECT \$auto\$ff\.cc\:266\:slice\$43196.Q ddr3_top_inst\.ddr3_controller_inst\.read_test_address_counter\[22\]\$LUT\$458.A1 (500:500:500) (500:500:500)),(INTERCONNECT \$PACKER_GND_DRV.Y ddr3_top_inst\.ddr3_controller_inst\.read_test_address_counter\[22\]\$LUT\$458.A1 (10664:10664:10664) (10664:10664:10664))
8417.0,192.0,8609.0,all,,['other'],INTERCONNECT:$abc$$lut$flattenddr3_top_inst.ddr3_controller_inst.$procmux$N_Y[0].A6,(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$procmux\$14616_Y\[0\].A6 (192:192:192) (192:192:192)),(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$procmux\$14616_Y\[0\].A6 (8609:8609:8609) (8609:8609:8609))
8222.0,192.0,8414.0,all,,['other'],INTERCONNECT:$abc$$lut$flattenddr3_top_inst.ddr3_controller_inst.$shiftx$rtl/ddr3_controller.v:0$N.buffer[85].A6,(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$shiftx\$rtl/ddr3_controller\.v\:0\$9080\.buffer\[85\].A6 (192:192:192) (192:192:192)),(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$shiftx\$rtl/ddr3_controller\.v\:0\$9080\.buffer\[85\].A6 (8414:8414:8414) (8414:8414:8414))
8207.0,192.0,8399.0,all,,['other'],INTERCONNECT:$abc$$lut$flattenddr3_top_inst.ddr3_controller_inst.$procmux$N.Y[51].A6,(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$procmux\$14265\.Y\[51\].A6 (192:192:192) (192:192:192)),(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$procmux\$14265\.Y\[51\].A6 (8399:8399:8399) (8399:8399:8399))
8177.0,192.0,8369.0,all,,['other'],INTERCONNECT:$abc$$lut$flattenddr3_top_inst.ddr3_controller_inst.$procmux$N.Y[49].A6,(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$procmux\$14265\.Y\[49\].A6 (192:192:192) (192:192:192)),(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$procmux\$14265\.Y\[49\].A6 (8369:8369:8369) (8369:8369:8369))
8132.0,192.0,8324.0,all,,['other'],INTERCONNECT:$abc$$lut$flattenddr3_top_inst.ddr3_controller_inst.$shiftx$rtl/ddr3_controller.v:0$N.buffer[103].A6,(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$shiftx\$rtl/ddr3_controller\.v\:0\$9080\.buffer\[103\].A6 (192:192:192) (192:192:192)),(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$shiftx\$rtl/ddr3_controller\.v\:0\$9080\.buffer\[103\].A6 (8324:8324:8324) (8324:8324:8324))
8103.0,192.0,8295.0,all,,['other'],INTERCONNECT:$abc$$lut$flattenddr3_top_inst.ddr3_phy_inst.$ternary$rtl/ddr3_phy.v:1304$N_Y[5].A6,(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_phy_inst\.\$ternary\$rtl/ddr3_phy\.v\:1304\$7467_Y\[5\].A6 (192:192:192) (192:192:192)),(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_phy_inst\.\$ternary\$rtl/ddr3_phy\.v\:1304\$7436_Y\[5\].A6 (8295:8295:8295) (8295:8295:8295))
8073.0,192.0,8265.0,all,,['other'],INTERCONNECT:$abc$$lut$flattenddr3_top_inst.ddr3_phy_inst.$ternary$rtl/ddr3_phy.v:1304$N_Y[4].A6,(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_phy_inst\.\$ternary\$rtl/ddr3_phy\.v\:1304\$7467_Y\[4\].A6 (192:192:192) (192:192:192)),(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_phy_inst\.\$ternary\$rtl/ddr3_phy\.v\:1304\$7436_Y\[4\].A6 (8265:8265:8265) (8265:8265:8265))
7953.0,192.0,8145.0,all,,['other'],INTERCONNECT:$abc$$lut$flattenddr3_top_inst.ddr3_controller_inst.$shiftx$rtl/ddr3_controller.v:0$N.buffer[54].A6,(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$shiftx\$rtl/ddr3_controller\.v\:0\$9080\.buffer\[54\].A6 (192:192:192) (192:192:192)),(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$shiftx\$rtl/ddr3_controller\.v\:0\$9080\.buffer\[54\].A6 (8145:8145:8145) (8145:8145:8145))
7847.0,192.0,8039.0,all,,['other'],INTERCONNECT:$abc$$lut$flattenddr3_top_inst.ddr3_controller_inst.$shiftx$rtl/ddr3_controller.v:0$N.buffer[65].A6,(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$shiftx\$rtl/ddr3_controller\.v\:0\$9080\.buffer\[65\].A6 (192:192:192) (192:192:192)),(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$shiftx\$rtl/ddr3_controller\.v\:0\$9080\.buffer\[65\].A6 (8039:8039:8039) (8039:8039:8039))
7773.0,192.0,7965.0,all,,['other'],INTERCONNECT:$abc$$lut$flattenddr3_top_inst.ddr3_controller_inst.$shiftx$rtl/ddr3_controller.v:0$N.buffer[70].A6,(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$shiftx\$rtl/ddr3_controller\.v\:0\$9080\.buffer\[70\].A6 (192:192:192) (192:192:192)),(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$shiftx\$rtl/ddr3_controller\.v\:0\$9080\.buffer\[70\].A6 (7965:7965:7965) (7965:7965:7965))
7513.0,407.0,7920.0,all,,['other'],INTERCONNECT:bist_counts[6]$LUT$N.A1,(INTERCONNECT \$auto\$ff\.cc\:266\:slice\$42621.Q bist_counts\[6\]\$LUT\$536.A1 (407:407:407) (407:407:407)),(INTERCONNECT \$PACKER_GND_DRV.Y bist_counts\[6\]\$LUT\$536.A1 (7920:7920:7920) (7920:7920:7920))
7474.0,326.0,7800.0,all,,['other'],INTERCONNECT:bist_counts[23]$LUT$N.A1,(INTERCONNECT \$auto\$ff\.cc\:266\:slice\$42638.Q bist_counts\[23\]\$LUT\$604.A1 (326:326:326) (326:326:326)),(INTERCONNECT \$PACKER_GND_DRV.Y bist_counts\[23\]\$LUT\$604.A1 (7800:7800:7800) (7800:7800:7800))
7458.0,192.0,7650.0,all,,"['dqs_input', 'idelay_control']",INTERCONNECT:$abc$$lutddr3_top_inst.ddr3_phy_inst.i_controller_idelay_dqs_cntvaluein[4].A6,(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\\ddr3_top_inst\.ddr3_phy_inst\.i_controller_idelay_dqs_cntvaluein\[4\].A6 (192:192:192) (192:192:192)),(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\\ddr3_top_inst\.ddr3_phy_inst\.i_controller_idelay_dqs_cntvaluein\[4\].A6 (7650:7650:7650) (7650:7650:7650))
7260.0,540.0,7800.0,all,,['other'],INTERCONNECT:bist_counts[21]$LUT$N.A3,(INTERCONNECT \$auto\$ff\.cc\:266\:slice\$42636.Q bist_counts\[21\]\$LUT\$596.A3 (540:540:540) (540:540:540)),(INTERCONNECT \$PACKER_GND_DRV.Y bist_counts\[21\]\$LUT\$596.A3 (7800:7800:7800) (7800:7800:7800))
7213.0,556.0,7769.0,all,,['other'],INTERCONNECT:bist_counts[27]$LUT$N.A1,(INTERCONNECT \$auto\$ff\.cc\:266\:slice\$42642.Q bist_counts\[27\]\$LUT\$620.A1 (556:556:556) (556:556:556)),(INTERCONNECT \$PACKER_GND_DRV.Y bist_counts\[27\]\$LUT\$620.A1 (7769:7769:7769) (7769:7769:7769))
7133.0,216.0,7349.0,all,,['other'],INTERCONNECT:bist_counts[46]$LUT$N.A1,(INTERCONNECT \$auto\$ff\.cc\:266\:slice\$42661.Q bist_counts\[46\]\$LUT\$696.A1 (216:216:216) (216:216:216)),(INTERCONNECT \$PACKER_GND_DRV.Y bist_counts\[46\]\$LUT\$696.A1 (7349:7349:7349) (7349:7349:7349))
7127.0,612.0,7739.0,all,,['other'],INTERCONNECT:bist_counts[31]$LUT$N.A1,(INTERCONNECT \$auto\$ff\.cc\:266\:slice\$42646.Q bist_counts\[31\]\$LUT\$636.A1 (612:612:612) (612:612:612)),(INTERCONNECT \$PACKER_GND_DRV.Y bist_counts\[31\]\$LUT\$636.A1 (7739:7739:7739) (7739:7739:7739))
7052.0,192.0,7244.0,all,,['other'],INTERCONNECT:$abc$$lut$flattenddr3_top_inst.ddr3_controller_inst.$procmux$N.Y[3].A6,(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$procmux\$13907\.Y\[3\].A6 (192:192:192) (192:192:192)),(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$procmux\$13907\.Y\[3\].A6 (7244:7244:7244) (7244:7244:7244))
7038.0,192.0,7230.0,all,,['other'],INTERCONNECT:$abc$$lut$flattenddr3_top_inst.ddr3_controller_inst.$procmux$N.Y[5].A6,(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$procmux\$13907\.Y\[5\].A6 (192:192:192) (192:192:192)),(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$procmux\$13907\.Y\[5\].A6 (7230:7230:7230) (7230:7230:7230))
6992.0,192.0,7184.0,all,,['other'],INTERCONNECT:$abc$$lut$flattenddr3_top_inst.ddr3_controller_inst.$procmux$N.Y[12].A6,(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$procmux\$13907\.Y\[12\].A6 (192:192:192) (192:192:192)),(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$procmux\$13907\.Y\[12\].A6 (7184:7184:7184) (7184:7184:7184))
6992.0,192.0,7184.0,all,,['other'],INTERCONNECT:$abc$$lut$flattenddr3_top_inst.ddr3_controller_inst.$procmux$N.Y[20].A6,(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$procmux\$13907\.Y\[20\].A6 (192:192:192) (192:192:192)),(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$procmux\$13907\.Y\[20\].A6 (7184:7184:7184) (7184:7184:7184))
6933.0,192.0,7125.0,all,,['other'],INTERCONNECT:$abc$$lut$flattenddr3_top_inst.ddr3_controller_inst.$procmux$N.Y[14].A6,(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$procmux\$13907\.Y\[14\].A6 (192:192:192) (192:192:192)),(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$procmux\$13907\.Y\[14\].A6 (7125:7125:7125) (7125:7125:7125))
6887.0,192.0,7079.0,all,,['other'],INTERCONNECT:$abc$$lutddr3_top_inst.ddr3_controller_inst.cmd_d[0][12].A6,(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\\ddr3_top_inst\.ddr3_controller_inst\.cmd_d\[0\]\[12\].A6 (192:192:192) (192:192:192)),(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\\ddr3_top_inst\.ddr3_controller_inst\.cmd_d\[0\]\[12\].A6 (7079:7079:7079) (7079:7079:7079))
6886.0,5864.0,12750.0,all,,['calibration_fsm'],INTERCONNECT:ddr3_top_inst.ddr3_controller_inst.dqs_start_index[2]$LUT$N.A1,(INTERCONNECT \$PACKER_GND_DRV.Y ddr3_top_inst\.ddr3_controller_inst\.dqs_start_index\[2\]\$LUT\$192.A1 (5864:5864:5864) (5864:5864:5864)),(INTERCONNECT \$PACKER_GND_DRV.Y ddr3_top_inst\.ddr3_controller_inst\.dqs_start_index\[2\]\$LUT\$192.A1 (12750:12750:12750) (12750:12750:12750))
6879.0,381.0,7260.0,all,,['other'],INTERCONNECT:bist_counts[59]$LUT$N.A1,(INTERCONNECT \$auto\$ff\.cc\:266\:slice\$42674.Q bist_counts\[59\]\$LUT\$748.A1 (381:381:381) (381:381:381)),(INTERCONNECT \$PACKER_GND_DRV.Y bist_counts\[59\]\$LUT\$748.A1 (7260:7260:7260) (7260:7260:7260))
6842.0,192.0,7034.0,all,,['other'],INTERCONNECT:$abc$$lutddr3_top_inst.ddr3_controller_inst.delay_before_read_counter_d[0][0].A6,(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\\ddr3_top_inst\.ddr3_controller_inst\.delay_before_read_counter_d\[0\]\[0\].A6 (192:192:192) (192:192:192)),(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\\ddr3_top_inst\.ddr3_controller_inst\.delay_before_read_counter_d\[0\]\[0\].A6 (7034:7034:7034) (7034:7034:7034))
6840.0,540.0,7380.0,all,,['other'],INTERCONNECT:bist_counts[42]$LUT$N.A3,(INTERCONNECT \$auto\$ff\.cc\:266\:slice\$42657.Q bist_counts\[42\]\$LUT\$680.A3 (540:540:540) (540:540:540)),(INTERCONNECT \$PACKER_GND_DRV.Y bist_counts\[42\]\$LUT\$680.A3 (7380:7380:7380) (7380:7380:7380))
6807.0,453.0,7260.0,all,,['other'],INTERCONNECT:bist_counts[58]$LUT$N.A1,(INTERCONNECT \$auto\$ff\.cc\:266\:slice\$42673.Q bist_counts\[58\]\$LUT\$744.A1 (453:453:453) (453:453:453)),(INTERCONNECT \$PACKER_GND_DRV.Y bist_counts\[58\]\$LUT\$744.A1 (7260:7260:7260) (7260:7260:7260))
6656.0,574.0,7230.0,all,,['other'],INTERCONNECT:bist_counts[63]$LUT$N.A1,(INTERCONNECT \$auto\$ff\.cc\:266\:slice\$42678.Q bist_counts\[63\]\$LUT\$764.A1 (574:574:574) (574:574:574)),(INTERCONNECT \$PACKER_GND_DRV.Y bist_counts\[63\]\$LUT\$764.A1 (7230:7230:7230) (7230:7230:7230))
6527.0,192.0,6719.0,all,,['other'],INTERCONNECT:$abc$$lutddr3_top_inst.ddr3_controller_inst.cmd_d[3][16].A6,(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\\ddr3_top_inst\.ddr3_controller_inst\.cmd_d\[3\]\[16\].A6 (192:192:192) (192:192:192)),(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\\ddr3_top_inst\.ddr3_controller_inst\.cmd_d\[3\]\[16\].A6 (6719:6719:6719) (6719:6719:6719))
6511.0,4664.0,11175.0,all,,['other'],INTERCONNECT:ddr3_top_inst.ddr3_controller_inst.write_test_address_counter[14]$LUT$N.A1,(INTERCONNECT \$PACKER_GND_DRV.Y ddr3_top_inst\.ddr3_controller_inst\.write_test_address_counter\[14\]\$LUT\$316.A1 (4664:4664:4664) (4664:4664:4664)),(INTERCONNECT \$PACKER_GND_DRV.Y ddr3_top_inst\.ddr3_controller_inst\.write_test_address_counter\[14\]\$LUT\$316.A1 (11175:11175:11175) (11175:11175:11175))
6510.0,4755.0,11265.0,all,,['calibration_fsm'],INTERCONNECT:ddr3_top_inst.ddr3_controller_inst.calib_data_randomized[114]$LUT$N.A1,(INTERCONNECT \$PACKER_GND_DRV.Y ddr3_top_inst\.ddr3_controller_inst\.calib_data_randomized\[114\]\$LUT\$268.A1 (4755:4755:4755) (4755:4755:4755)),(INTERCONNECT \$PACKER_GND_DRV.Y ddr3_top_inst\.ddr3_controller_inst\.calib_data_randomized\[114\]\$LUT\$268.A1 (11265:11265:11265) (11265:11265:11265))
6510.0,4724.0,11234.0,all,,['calibration_fsm'],INTERCONNECT:ddr3_top_inst.ddr3_controller_inst.calib_data_randomized[118]$LUT$N.A1,(INTERCONNECT \$PACKER_GND_DRV.Y ddr3_top_inst\.ddr3_controller_inst\.calib_data_randomized\[118\]\$LUT\$284.A1 (4724:4724:4724) (4724:4724:4724)),(INTERCONNECT \$PACKER_GND_DRV.Y ddr3_top_inst\.ddr3_controller_inst\.calib_data_randomized\[118\]\$LUT\$284.A1 (11234:11234:11234) (11234:11234:11234))
6510.0,4724.0,11234.0,all,,['other'],INTERCONNECT:ddr3_top_inst.ddr3_controller_inst.write_test_address_counter[8]$LUT$N.A3,(INTERCONNECT \$PACKER_GND_DRV.Y ddr3_top_inst\.ddr3_controller_inst\.write_test_address_counter\[8\]\$LUT\$292.A3 (4724:4724:4724) (4724:4724:4724)),(INTERCONNECT \$PACKER_GND_DRV.Y ddr3_top_inst\.ddr3_controller_inst\.write_test_address_counter\[8\]\$LUT\$292.A3 (11234:11234:11234) (11234:11234:11234))
