metric,family,lane,bit,control_bit,scope,fail_count,fail_min_ps,fail_median_ps,fail_max_ps,pass_count,pass_min_ps,pass_median_ps,pass_max_ps,robust_count,robust_min_ps,robust_median_ps,robust_max_ps,fail_minus_pass_median_ps,fail_min_minus_pass_max_ps,robust_minus_fail_median_ps
direct_max,idelay_data_cntvaluein,lane0,dq3,2,endpoint,2,1855.0,1983.5,2112.0,1,1769.0,1769.0,1769.0,2,1238.0,1512.0,1786.0,214.5,86.0,-471.5
direct_max,idelay_data_cntvaluein,lane0,dq1,2,endpoint,2,2006.0,2121.0,2236.0,1,1919.0,1919.0,1919.0,2,1358.0,1685.5,2013.0,202.0,87.0,-435.5
direct_max,idelay_data_cntvaluein,lane0,dq0,4,endpoint,2,1699.0,1857.5,2016.0,1,1664.0,1664.0,1664.0,2,1875.0,2214.0,2553.0,193.5,35.0,356.5
lane_spread,idelay_ld,lane1,,,lane,2,350.0,525.0,700.0,1,339.0,339.0,339.0,2,232.0,298.0,364.0,186.0,11.0,-227.0
direct_max,idelay_data_cntvaluein,lane1,dq11,2,endpoint,2,1590.0,1685.5,1781.0,1,1504.0,1504.0,1504.0,2,1164.0,1377.0,1590.0,181.5,86.0,-308.5
direct_max,idelay_ld,lane0,dq3,,endpoint,2,1998.0,2027.0,2056.0,1,1858.0,1858.0,1858.0,2,1210.0,1341.5,1473.0,169.0,140.0,-685.5
direct_max,idelay_ld,lane0,dq6,,endpoint,2,2063.0,2077.0,2091.0,1,1911.0,1911.0,1911.0,2,1253.0,1336.0,1419.0,166.0,152.0,-741.0
control_fanout_spread,idelay_data_cntvaluein,lane1,,0,lane_control_bit,2,413.0,519.0,625.0,1,355.0,355.0,355.0,2,408.0,424.5,441.0,164.0,58.0,-94.5
control_fanout_spread,idelay_data_cntvaluein,lane0,,0,lane_control_bit,2,400.0,483.5,567.0,1,320.0,320.0,320.0,2,306.0,369.5,433.0,163.5,80.0,-114.0
direct_max,idelay_data_cntvaluein,lane1,dq14,1,endpoint,2,1396.0,1494.0,1592.0,1,1340.0,1340.0,1340.0,2,1457.0,1482.5,1508.0,154.0,56.0,-11.5
direct_max,idelay_ld,lane0,dq1,,endpoint,2,2276.0,2279.5,2283.0,1,2137.0,2137.0,2137.0,2,1074.0,1152.0,1230.0,142.5,139.0,-1127.5
cntvaluein_bus_skew,idelay_dqs_cntvaluein,lane0,dqs0,,dqs0,2,732.0,762.5,793.0,1,620.0,620.0,620.0,2,359.0,470.5,582.0,142.5,112.0,-292.0
lane_spread,idelay_dqs_cntvaluein,lane0,,,lane,2,732.0,762.5,793.0,1,620.0,620.0,620.0,2,359.0,470.5,582.0,142.5,112.0,-292.0
control_fanout_spread,idelay_data_cntvaluein,lane0,,3,lane_control_bit,2,444.0,503.0,562.0,1,365.0,365.0,365.0,2,260.0,265.5,271.0,138.0,79.0,-237.5
direct_max,idelay_ld,lane0,dqs0,,endpoint,2,2000.0,2072.0,2144.0,1,1937.0,1937.0,1937.0,2,1347.0,1410.0,1473.0,135.0,63.0,-662.0
direct_max,idelay_dqs_cntvaluein,lane1,dqs1,3,endpoint,2,1268.0,1314.0,1360.0,1,1194.0,1194.0,1194.0,2,1156.0,1285.0,1414.0,120.0,74.0,-29.0
cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq1,,dq1,2,589.0,676.5,764.0,1,572.0,572.0,572.0,2,658.0,1026.0,1394.0,104.5,17.0,349.5
cntvaluein_bus_skew,idelay_dqs_cntvaluein,lane1,dqs1,,dqs1,2,623.0,669.0,715.0,1,571.0,571.0,571.0,2,272.0,379.5,487.0,98.0,52.0,-289.5
lane_spread,idelay_dqs_cntvaluein,lane1,,,lane,2,623.0,669.0,715.0,1,571.0,571.0,571.0,2,272.0,379.5,487.0,98.0,52.0,-289.5
lane_spread,idelay_data_cntvaluein,lane1,,,lane,2,886.0,894.5,903.0,1,811.0,811.0,811.0,2,703.0,980.0,1257.0,83.5,75.0,85.5
direct_max,idelay_data_cntvaluein,lane1,dq11,1,endpoint,2,1490.0,1495.0,1500.0,1,1425.0,1425.0,1425.0,2,1078.0,1290.5,1503.0,70.0,65.0,-204.5
direct_max,idelay_data_cntvaluein,lane1,dq13,1,endpoint,2,1585.0,1585.0,1585.0,1,1516.0,1516.0,1516.0,2,1203.0,1398.0,1593.0,69.0,69.0,-187.0
direct_max,idelay_ld,lane0,dq0,,endpoint,2,2186.0,2192.0,2198.0,1,2131.0,2131.0,2131.0,2,1166.0,1181.5,1197.0,61.0,55.0,-1010.5
cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq6,,dq6,2,634.0,648.5,663.0,1,589.0,589.0,589.0,2,766.0,1115.5,1465.0,59.5,45.0,467.0
cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq12,,dq12,2,566.0,590.0,614.0,1,551.0,551.0,551.0,2,431.0,687.5,944.0,39.0,15.0,97.5
