feature,metric,family,lane,bit,control_bit,scope,n_pass,n_fail,pass_min_ps,pass_median_ps,pass_max_ps,fail_min_ps,fail_median_ps,fail_max_ps,fail_minus_pass_median_ps,fail_min_minus_pass_max_ps,pass_min_minus_fail_max_ps,auc_fail_higher,auc_best_direction,auc_best,cliffs_delta_fail_higher,strict_separation,strict_margin_ps
direct_max__idelay_data_cntvaluein__lane0__dq2__ctrl_0__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane0,dq2,0,endpoint,6,1,805.0,1149.0,2086.0,769.0,769.0,769.0,-380.0,-1317.0,36.0,0.0,fail_lower,1.0,-1.0,fail_lower,36.0
direct_max__idelay_data_cntvaluein__lane0__dq1__ctrl_0__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane0,dq1,0,endpoint,6,1,977.0,1251.0,2005.0,873.0,873.0,873.0,-378.0,-1132.0,104.0,0.0,fail_lower,1.0,-1.0,fail_lower,104.0
direct_max__idelay_data_cntvaluein__lane0__dq2__ctrl_4__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane0,dq2,4,endpoint,6,1,1057.0,1341.5,1945.0,964.0,964.0,964.0,-377.5,-981.0,93.0,0.0,fail_lower,1.0,-1.0,fail_lower,93.0
direct_max__idelay_data_cntvaluein__lane1__dq9__ctrl_0__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane1,dq9,0,endpoint,6,1,614.0,886.0,1577.0,513.0,513.0,513.0,-373.0,-1064.0,101.0,0.0,fail_lower,1.0,-1.0,fail_lower,101.0
direct_max__idelay_dqs_cntvaluein__lane0__dqs0__ctrl_1__endpoint__value_ps,direct_max,idelay_dqs_cntvaluein,lane0,dqs0,1,endpoint,6,1,1411.0,1715.0,2049.0,1345.0,1345.0,1345.0,-370.0,-704.0,66.0,0.0,fail_lower,1.0,-1.0,fail_lower,66.0
direct_max__idelay_data_cntvaluein__lane1__dq15__ctrl_2__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane1,dq15,2,endpoint,6,1,583.0,770.5,1110.0,412.0,412.0,412.0,-358.5,-698.0,171.0,0.0,fail_lower,1.0,-1.0,fail_lower,171.0
direct_max__idelay_ld__lane1__dq9__ctrl_none__endpoint__value_ps,direct_max,idelay_ld,lane1,dq9,,endpoint,6,1,986.0,1130.0,1432.0,776.0,776.0,776.0,-354.0,-656.0,210.0,0.0,fail_lower,1.0,-1.0,fail_lower,210.0
direct_max__idelay_dqs_cntvaluein__lane1__dqs1__ctrl_1__endpoint__value_ps,direct_max,idelay_dqs_cntvaluein,lane1,dqs1,1,endpoint,6,1,1139.0,1380.5,1735.0,1031.0,1031.0,1031.0,-349.5,-704.0,108.0,0.0,fail_lower,1.0,-1.0,fail_lower,108.0
direct_max__idelay_ld__lane1__dq8__ctrl_none__endpoint__value_ps,direct_max,idelay_ld,lane1,dq8,,endpoint,6,1,1098.0,1352.0,1613.0,1011.0,1011.0,1011.0,-341.0,-602.0,87.0,0.0,fail_lower,1.0,-1.0,fail_lower,87.0
direct_max__idelay_data_cntvaluein__lane0__dq0__ctrl_4__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane0,dq0,4,endpoint,6,1,875.0,1206.5,1738.0,870.0,870.0,870.0,-336.5,-868.0,5.0,0.0,fail_lower,1.0,-1.0,fail_lower,5.0
direct_max__idelay_data_cntvaluein__lane0__dq5__ctrl_4__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane0,dq5,4,endpoint,6,1,869.0,1138.5,2081.0,805.0,805.0,805.0,-333.5,-1276.0,64.0,0.0,fail_lower,1.0,-1.0,fail_lower,64.0
direct_max__dq_iologic__lane1__dq11__ctrl_none__endpoint__value_ps,direct_max,dq_iologic,lane1,dq11,,endpoint,6,1,2009.0,2143.5,2420.0,2476.0,2476.0,2476.0,332.5,56.0,-467.0,1.0,fail_higher,1.0,1.0,fail_higher,56.0
lane_spread__dq_iologic__lane0__no_bit__ctrl_none__lane__value_ps,lane_spread,dq_iologic,lane0,,,lane,6,1,2357.0,2463.5,2723.0,2795.0,2795.0,2795.0,331.5,72.0,-438.0,1.0,fail_higher,1.0,1.0,fail_higher,72.0
direct_max__idelay_data_cntvaluein__lane1__dq9__ctrl_4__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane1,dq9,4,endpoint,6,1,600.0,831.0,1899.0,504.0,504.0,504.0,-327.0,-1395.0,96.0,0.0,fail_lower,1.0,-1.0,fail_lower,96.0
direct_max__idelay_data_cntvaluein__lane1__dq15__ctrl_4__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane1,dq15,4,endpoint,6,1,512.0,743.0,1810.0,418.0,418.0,418.0,-325.0,-1392.0,94.0,0.0,fail_lower,1.0,-1.0,fail_lower,94.0
direct_max__idelay_ld__lane1__dq11__ctrl_none__endpoint__value_ps,direct_max,idelay_ld,lane1,dq11,,endpoint,6,1,1008.0,1290.0,1613.0,966.0,966.0,966.0,-324.0,-647.0,42.0,0.0,fail_lower,1.0,-1.0,fail_lower,42.0
direct_max__idelay_ld__lane1__dq10__ctrl_none__endpoint__value_ps,direct_max,idelay_ld,lane1,dq10,,endpoint,6,1,1184.0,1433.0,1620.0,1128.0,1128.0,1128.0,-305.0,-492.0,56.0,0.0,fail_lower,1.0,-1.0,fail_lower,56.0
direct_max__idelay_data_cntvaluein__lane0__dq6__ctrl_2__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane0,dq6,2,endpoint,6,1,1065.0,1221.5,1649.0,935.0,935.0,935.0,-286.5,-714.0,130.0,0.0,fail_lower,1.0,-1.0,fail_lower,130.0
direct_max__idelay_data_cntvaluein__lane1__dq9__ctrl_2__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane1,dq9,2,endpoint,6,1,531.0,774.0,1195.0,503.0,503.0,503.0,-271.0,-692.0,28.0,0.0,fail_lower,1.0,-1.0,fail_lower,28.0
direct_max__idelay_dqs_cntvaluein__lane1__dqs1__ctrl_4__endpoint__value_ps,direct_max,idelay_dqs_cntvaluein,lane1,dqs1,4,endpoint,6,1,1269.0,1417.5,1664.0,1154.0,1154.0,1154.0,-263.5,-510.0,115.0,0.0,fail_lower,1.0,-1.0,fail_lower,115.0
direct_max__idelay_data_cntvaluein__lane0__dq0__ctrl_2__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane0,dq0,2,endpoint,6,1,1032.0,1169.5,1554.0,962.0,962.0,962.0,-207.5,-592.0,70.0,0.0,fail_lower,1.0,-1.0,fail_lower,70.0
direct_max__idelay_data_cntvaluein__lane1__dq15__ctrl_1__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane1,dq15,1,endpoint,6,1,617.0,820.5,1585.0,615.0,615.0,615.0,-205.5,-970.0,2.0,0.0,fail_lower,1.0,-1.0,fail_lower,2.0
direct_max__idelay_data_cntvaluein__lane0__dq4__ctrl_2__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane0,dq4,2,endpoint,6,1,1131.0,1246.0,1476.0,1054.0,1054.0,1054.0,-192.0,-422.0,77.0,0.0,fail_lower,1.0,-1.0,fail_lower,77.0
direct_max__idelay_ld__lane0__dqs0__ctrl_none__endpoint__value_ps,direct_max,idelay_ld,lane0,dqs0,,endpoint,6,1,1182.0,1342.5,1496.0,1524.0,1524.0,1524.0,181.5,28.0,-342.0,1.0,fail_higher,1.0,1.0,fail_higher,28.0
direct_max__idelay_data_cntvaluein__lane0__dq1__ctrl_1__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane0,dq1,1,endpoint,6,1,1046.0,1201.5,2308.0,1024.0,1024.0,1024.0,-177.5,-1284.0,22.0,0.0,fail_lower,1.0,-1.0,fail_lower,22.0
direct_max__idelay_data_cntvaluein__lane0__dq0__ctrl_1__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane0,dq0,1,endpoint,6,1,1013.0,1110.5,2223.0,934.0,934.0,934.0,-176.5,-1289.0,79.0,0.0,fail_lower,1.0,-1.0,fail_lower,79.0
direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_1__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane1,dq10,1,endpoint,6,1,675.0,798.5,1950.0,654.0,654.0,654.0,-144.5,-1296.0,21.0,0.0,fail_lower,1.0,-1.0,fail_lower,21.0
control_fanout_spread__idelay_data_cntvaluein__lane0__no_bit__ctrl_2__lane_control_bit__value_ps,control_fanout_spread,idelay_data_cntvaluein,lane0,,2,lane_control_bit,6,1,242.0,352.5,487.0,213.0,213.0,213.0,-139.5,-274.0,29.0,0.0,fail_lower,1.0,-1.0,fail_lower,29.0
direct_max__idelay_data_cntvaluein__lane1__dq11__ctrl_1__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane1,dq11,1,endpoint,6,1,607.0,784.5,1804.0,607.0,607.0,607.0,-177.5,-1197.0,0.0,0.083333,fail_lower,0.916667,-0.833333,overlap,0.0
direct_max__idelay_data_cntvaluein__lane1__dq13__ctrl_1__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane1,dq13,1,endpoint,6,1,689.0,786.5,1858.0,689.0,689.0,689.0,-97.5,-1169.0,0.0,0.083333,fail_lower,0.916667,-0.833333,overlap,0.0
