index,seed,value_ps,pass_value_ps,fail_value_ps,status,failure_class,run_group,variant,experiment_id
53,36,31.0,,31.0,fail,fail_abort2_lane0,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed-36
54,37,903.0,,903.0,fail,fail_abort2_lane0,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,baseline-no-lock-seed-37
55,37,405.0,405.0,,pass,pass,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed-37
56,38,462.0,,462.0,fail,fail_abort2_lane0,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,baseline-no-lock-seed-38
57,38,362.0,362.0,,pass,pass,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed-38
58,39,265.0,265.0,,pass,pass,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,baseline-no-lock-seed-39
59,39,227.0,,227.0,fail,fail_abort2_lane0,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed-39
60,40,1066.0,,1066.0,fail,fail_abort2_lane0,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,baseline-no-lock-seed-40
61,40,863.0,863.0,,pass,pass,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed-40
62,41,742.0,,742.0,fail,fail_abort2_lane0,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,baseline-no-lock-seed-41
63,41,351.0,,351.0,fail,fail_abort2_lane0,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed-41
64,42,0.0,,0.0,fail,fail_no_abort_or_startup,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,baseline-no-lock-seed-42
65,42,643.0,643.0,,pass,pass,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed-42
66,43,198.0,198.0,,pass,pass,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,baseline-no-lock-seed-43
67,43,212.0,212.0,,pass,pass,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed-43
68,44,492.0,,492.0,fail,fail_no_abort_or_startup,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,baseline-no-lock-seed-44
69,44,186.0,186.0,,pass,pass,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed-44
70,45,291.0,,291.0,fail,fail_abort2_lane0,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,baseline-no-lock-seed-45
71,45,379.0,,379.0,fail,fail_abort2_lane0,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed-45
72,46,426.0,426.0,,pass,pass,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,baseline-no-lock-seed-46
73,46,431.0,431.0,,pass,pass,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed-46
74,47,156.0,,156.0,fail,fail_abort2_lane0,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,baseline-no-lock-seed-47
75,47,391.0,391.0,,pass,pass,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed-47
76,48,91.0,91.0,,pass,pass,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,baseline-no-lock-seed-48
77,48,220.0,,220.0,fail,fail_no_abort_or_startup,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed-48
78,49,143.0,143.0,,pass,pass,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,baseline-no-lock-seed-49
79,49,314.0,314.0,,pass,pass,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed-49
80,50,297.0,297.0,,pass,pass,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,baseline-no-lock-seed-50
81,50,151.0,,151.0,fail,fail_abort2_lane0,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed-50
82,51,31.0,31.0,,pass,pass,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,baseline-no-lock-seed-51
83,51,232.0,,232.0,fail,fail_no_abort_or_startup,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed-51
84,52,566.0,566.0,,pass,pass,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,baseline-no-lock-seed-52
85,52,51.0,,51.0,fail,fail_abort2_lane0,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed-52
86,53,651.0,651.0,,pass,pass,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,baseline-no-lock-seed-53
87,53,48.0,,48.0,fail,fail_abort2_lane0,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed-53
88,54,296.0,,296.0,fail,fail_abort2_lane0,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,baseline-no-lock-seed-54
89,54,712.0,712.0,,pass,pass,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed-54
90,55,559.0,,559.0,fail,fail_abort2_lane0,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,baseline-no-lock-seed-55
91,55,476.0,476.0,,pass,pass,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed-55
92,56,484.0,484.0,,pass,pass,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,baseline-no-lock-seed-56
93,56,352.0,352.0,,pass,pass,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed-56
94,57,569.0,,569.0,fail,fail_no_abort_or_startup,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,baseline-no-lock-seed-57
95,57,311.0,311.0,,pass,pass,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed-57
96,58,588.0,,588.0,fail,fail_abort2_lane0,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,baseline-no-lock-seed-58
97,58,535.0,535.0,,pass,pass,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed-58
98,59,106.0,106.0,,pass,pass,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,baseline-no-lock-seed-59
99,59,16.0,16.0,,pass,pass,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed-59
100,60,151.0,,151.0,fail,fail_abort2_lane0,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,baseline-no-lock-seed-60
101,60,390.0,,390.0,fail,fail_abort2_lane0,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed-60
102,2,538.0,538.0,,pass,pass,split_idelay_skew_seed2_seed3,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed2
103,3,1092.0,1092.0,,pass,pass,split_idelay_skew_seed2_seed3,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed3
