metric,family,lane,bit,control_bit,scope,fail_count,fail_min_ps,fail_median_ps,fail_max_ps,pass_count,pass_min_ps,pass_median_ps,pass_max_ps,robust_count,robust_min_ps,robust_median_ps,robust_max_ps,fail_minus_pass_median_ps,fail_min_minus_pass_max_ps,robust_minus_fail_median_ps
direct_max,idelay_data_cntvaluein,lane0,dq7,2,endpoint,16,1292.0,1629.5,2325.0,14,1236.0,2031.0,2316.0,0,,,,-401.5,-1024.0,
direct_max,idelay_data_cntvaluein,lane0,dq1,2,endpoint,16,1269.0,1548.0,2210.0,14,1388.0,1896.5,2415.0,0,,,,-348.5,-1146.0,
direct_max,idelay_data_cntvaluein,lane0,dq2,2,endpoint,16,1202.0,1636.5,2240.0,14,1248.0,1967.5,2233.0,0,,,,-331.0,-1031.0,
direct_max,idelay_data_cntvaluein,lane0,dq0,2,endpoint,16,1286.0,1549.5,2220.0,14,1335.0,1868.0,2240.0,0,,,,-318.5,-954.0,
direct_max,idelay_data_cntvaluein,lane0,dq5,2,endpoint,16,1192.0,1511.0,2216.0,14,1095.0,1817.5,2121.0,0,,,,-306.5,-929.0,
direct_max,idelay_data_cntvaluein,lane1,dq8,2,endpoint,16,1159.0,1395.0,2223.0,14,958.0,1678.5,2078.0,0,,,,-283.5,-919.0,
direct_max,idelay_data_cntvaluein,lane0,dq4,2,endpoint,16,1284.0,1679.5,2190.0,14,1330.0,1947.0,2323.0,0,,,,-267.5,-1039.0,
direct_max,idelay_dqs_cntvaluein,lane0,dqs0,4,endpoint,16,792.0,1431.0,2769.0,14,981.0,1692.0,2243.0,0,,,,-261.0,-1451.0,
direct_max,idelay_data_cntvaluein,lane0,dq6,2,endpoint,16,1205.0,1623.5,2335.0,14,1317.0,1872.0,2401.0,0,,,,-248.5,-1196.0,
direct_max,idelay_data_cntvaluein,lane1,dq14,2,endpoint,16,1082.0,1434.5,2131.0,14,1046.0,1665.5,1896.0,0,,,,-231.0,-814.0,
direct_max,idelay_data_cntvaluein,lane1,dq11,2,endpoint,16,892.0,1291.5,2042.0,14,961.0,1521.0,1996.0,0,,,,-229.5,-1104.0,
direct_max,idelay_dqs_cntvaluein,lane0,dqs0,2,endpoint,16,975.0,1683.0,2421.0,14,1054.0,1461.0,2204.0,0,,,,222.0,-1229.0,
direct_max,idelay_data_cntvaluein,lane0,dq5,0,endpoint,16,1223.0,1743.5,2045.0,14,1261.0,1526.5,1993.0,0,,,,217.0,-770.0,
direct_max,idelay_data_cntvaluein,lane1,dq10,2,endpoint,16,996.0,1435.5,2095.0,14,1138.0,1651.5,1891.0,0,,,,-216.0,-895.0,
direct_max,idelay_data_cntvaluein,lane1,dq12,2,endpoint,16,1082.0,1459.5,2039.0,14,1194.0,1674.0,1861.0,0,,,,-214.5,-779.0,
cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq8,,dq8,16,165.0,422.5,806.0,14,222.0,628.5,912.0,0,,,,-206.0,-747.0,
direct_max,idelay_data_cntvaluein,lane1,dq15,4,endpoint,16,669.0,1327.0,1684.0,14,827.0,1139.5,1638.0,0,,,,187.5,-969.0,
direct_max,idelay_ld,lane0,dq5,,endpoint,16,1345.0,1704.5,2292.0,14,1157.0,1518.5,2118.0,0,,,,186.0,-773.0,
lane_spread,idelay_data_cntvaluein,lane1,,,lane,16,435.0,783.5,1028.0,14,595.0,969.5,1180.0,0,,,,-186.0,-745.0,
cntvaluein_bus_skew,idelay_dqs_cntvaluein,lane0,dqs0,,dqs0,16,147.0,795.0,1581.0,14,390.0,625.0,1188.0,0,,,,170.0,-1041.0,
lane_spread,idelay_dqs_cntvaluein,lane0,,,lane,16,147.0,795.0,1581.0,14,390.0,625.0,1188.0,0,,,,170.0,-1041.0,
direct_max,idelay_data_cntvaluein,lane0,dq6,0,endpoint,16,1101.0,1842.5,2273.0,14,1187.0,1675.5,2177.0,0,,,,167.0,-1076.0,
direct_max,idelay_data_cntvaluein,lane0,dq4,4,endpoint,16,1151.0,1700.0,2382.0,14,1220.0,1536.5,2359.0,0,,,,163.5,-1208.0,
direct_max,idelay_dqs_cntvaluein,lane0,dqs0,0,endpoint,16,889.0,1445.0,2365.0,14,972.0,1608.0,2260.0,0,,,,-163.0,-1371.0,
direct_max,dq_iologic,lane0,dq0,,endpoint,16,1743.0,2027.0,3352.0,14,1815.0,2187.5,2897.0,0,,,,-160.5,-1154.0,
direct_max,idelay_dqs_cntvaluein,lane0,dqs0,1,endpoint,16,1036.0,1580.0,2276.0,14,1027.0,1420.5,2224.0,0,,,,159.5,-1188.0,
