metric,family,lane,bit,control_bit,scope,fail_count,fail_min_ps,fail_median_ps,fail_max_ps,pass_count,pass_min_ps,pass_median_ps,pass_max_ps,robust_count,robust_min_ps,robust_median_ps,robust_max_ps,fail_minus_pass_median_ps,fail_min_minus_pass_max_ps,robust_minus_fail_median_ps
direct_max,dq_iologic,lane0,dq7,,endpoint,1,2499.0,2499.0,2499.0,2,2107.0,2336.0,2565.0,0,,,,163.0,-66.0,
direct_max,dq_iologic,lane0,dq6,,endpoint,1,2414.0,2414.0,2414.0,2,2025.0,2253.5,2482.0,0,,,,160.5,-68.0,
cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq9,,dq9,1,472.0,472.0,472.0,2,314.0,320.0,326.0,0,,,,152.0,146.0,
cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq6,,dq6,1,584.0,584.0,584.0,2,446.0,449.5,453.0,0,,,,134.5,131.0,
direct_max,idelay_ld,lane0,dq2,,endpoint,1,1786.0,1786.0,1786.0,2,1276.0,1652.0,2028.0,0,,,,134.0,-242.0,
direct_max,idelay_dqs_cntvaluein,lane1,dqs1,1,endpoint,1,1649.0,1649.0,1649.0,2,1467.0,1518.0,1569.0,0,,,,131.0,80.0,
direct_max,idelay_data_cntvaluein,lane1,dq11,3,endpoint,1,1516.0,1516.0,1516.0,2,1322.0,1387.0,1452.0,0,,,,129.0,64.0,
cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq4,,dq4,1,491.0,491.0,491.0,2,279.0,366.0,453.0,0,,,,125.0,38.0,
direct_max,dq_iologic,lane0,dq0,,endpoint,1,2342.0,2342.0,2342.0,2,2183.0,2219.5,2256.0,0,,,,122.5,86.0,
direct_max,idelay_ld,lane0,dq0,,endpoint,1,1819.0,1819.0,1819.0,2,1271.0,1702.5,2134.0,0,,,,116.5,-315.0,
lane_spread,idelay_ld,lane0,,,lane,1,501.0,501.0,501.0,2,352.0,384.5,417.0,0,,,,116.5,84.0,
control_fanout_spread,idelay_data_cntvaluein,lane0,,1,lane_control_bit,1,419.0,419.0,419.0,2,262.0,307.0,352.0,0,,,,112.0,67.0,
direct_max,idelay_data_cntvaluein,lane1,dq10,3,endpoint,1,1583.0,1583.0,1583.0,2,1368.0,1474.0,1580.0,0,,,,109.0,3.0,
direct_max,idelay_data_cntvaluein,lane1,dq12,3,endpoint,1,1666.0,1666.0,1666.0,2,1452.0,1559.0,1666.0,0,,,,107.0,0.0,
direct_max,idelay_data_cntvaluein,lane1,dq8,3,endpoint,1,1848.0,1848.0,1848.0,2,1634.0,1741.0,1848.0,0,,,,107.0,0.0,
direct_max,idelay_data_cntvaluein,lane1,dq14,3,endpoint,1,1756.0,1756.0,1756.0,2,1544.0,1650.0,1756.0,0,,,,106.0,0.0,
direct_max,dq_iologic,lane0,dq4,,endpoint,1,2338.0,2338.0,2338.0,2,2130.0,2232.5,2335.0,0,,,,105.5,3.0,
direct_max,idelay_data_cntvaluein,lane1,dq13,0,endpoint,1,1597.0,1597.0,1597.0,2,1343.0,1500.0,1657.0,0,,,,97.0,-60.0,
cntvaluein_bus_skew,idelay_dqs_cntvaluein,lane0,dqs0,,dqs0,1,691.0,691.0,691.0,2,471.0,602.5,734.0,0,,,,88.5,-43.0,
lane_spread,idelay_dqs_cntvaluein,lane0,,,lane,1,691.0,691.0,691.0,2,471.0,602.5,734.0,0,,,,88.5,-43.0,
direct_max,idelay_data_cntvaluein,lane1,dq13,4,endpoint,1,1549.0,1549.0,1549.0,2,1138.0,1471.5,1805.0,0,,,,77.5,-256.0,
direct_max,idelay_data_cntvaluein,lane1,dq14,4,endpoint,1,1587.0,1587.0,1587.0,2,1180.0,1513.5,1847.0,0,,,,73.5,-260.0,
direct_max,idelay_data_cntvaluein,lane1,dq10,4,endpoint,1,1491.0,1491.0,1491.0,2,1085.0,1419.0,1753.0,0,,,,72.0,-262.0,
direct_max,idelay_dqs_cntvaluein,lane0,dqs0,0,endpoint,1,1677.0,1677.0,1677.0,2,1605.0,1616.5,1628.0,0,,,,60.5,49.0,
direct_max,dq_iologic,lane1,dq15,,endpoint,1,2374.0,2374.0,2374.0,2,2167.0,2321.5,2476.0,0,,,,52.5,-102.0,
direct_max,idelay_data_cntvaluein,lane1,dq11,4,endpoint,1,1465.0,1465.0,1465.0,2,1131.0,1425.5,1720.0,0,,,,39.5,-255.0,
direct_max,idelay_data_cntvaluein,lane1,dq12,4,endpoint,1,1504.0,1504.0,1504.0,2,1169.0,1465.0,1761.0,0,,,,39.0,-257.0,
direct_max,idelay_ld,lane1,dq12,,endpoint,1,1735.0,1735.0,1735.0,2,1629.0,1698.5,1768.0,0,,,,36.5,-33.0,
cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq15,,dq15,1,462.0,462.0,462.0,2,348.0,431.0,514.0,0,,,,31.0,-52.0,
direct_max,idelay_ld,lane1,dq13,,endpoint,1,1677.0,1677.0,1677.0,2,1508.0,1649.5,1791.0,0,,,,27.5,-114.0,
direct_max,idelay_ld,lane1,dq8,,endpoint,1,1705.0,1705.0,1705.0,2,1675.0,1680.0,1685.0,0,,,,25.0,20.0,
direct_max,idelay_data_cntvaluein,lane0,dq5,4,endpoint,1,1463.0,1463.0,1463.0,2,1125.0,1443.0,1761.0,0,,,,20.0,-298.0,
direct_max,idelay_data_cntvaluein,lane1,dq11,0,endpoint,1,1544.0,1544.0,1544.0,2,1432.0,1526.5,1621.0,0,,,,17.5,-77.0,
cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq7,,dq7,1,495.0,495.0,495.0,2,371.0,478.0,585.0,0,,,,17.0,-90.0,
cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq8,,dq8,1,472.0,472.0,472.0,2,277.0,458.5,640.0,0,,,,13.5,-168.0,
cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq0,,dq0,1,490.0,490.0,490.0,2,393.0,478.0,563.0,0,,,,12.0,-73.0,
direct_max,idelay_data_cntvaluein,lane0,dq0,3,endpoint,1,1937.0,1937.0,1937.0,2,1751.0,1926.0,2101.0,0,,,,11.0,-164.0,
direct_max,idelay_data_cntvaluein,lane1,dq15,0,endpoint,1,1337.0,1337.0,1337.0,2,1129.0,1332.5,1536.0,0,,,,4.5,-199.0,
lane_spread,dq_iologic,lane0,,,lane,1,2499.0,2499.0,2499.0,2,2430.0,2497.5,2565.0,0,,,,1.5,-66.0,
