experiment_id,seed,variant,hardware_pass,abort_reason,abort_reason_name,abort_lane,dq14_delay_ps,dqs1_delay_ps,signed_dqs1_minus_dq14_ps,abs_dqs1_minus_dq14_ps,dq14_from_pin,dq14_to_pin,dqs1_from_pin,dqs1_to_pin,dq14_from_cell,dq14_to_cell,dqs1_from_cell,dqs1_to_cell,dq14_from_bel,dq14_to_bel,dqs1_from_bel,dqs1_to_bel,dq14_from_site,dq14_to_site,dqs1_from_site,dqs1_to_site,source_dqs1_minus_dq14_same_site_type,source_dqs1_minus_dq14_dx,source_dqs1_minus_dq14_dy,source_dqs1_minus_dq14_manhattan,sink_dqs1_minus_dq14_same_site_type,sink_dqs1_minus_dq14_dx,sink_dqs1_minus_dq14_dy,sink_dqs1_minus_dq14_manhattan
idelay-stable-before-ld-seed2,2,idelay-stable-before-ld,True,0,,,1506.0,1322.0,-184.0,184.0,$auto$ff.cc:266:slice$34413.Q,ddr3_top_inst.ddr3_phy_inst.genblk5[14].IDELAYE2_data.CNTVALUEIN3,$auto$ff.cc:266:slice$34401.Q,ddr3_top_inst.ddr3_phy_inst.genblk7[1].IDELAYE2_dqs.CNTVALUEIN3,$auto$ff.cc:266:slice$34413,ddr3_top_inst.ddr3_phy_inst.genblk5[14].IDELAYE2_data,$auto$ff.cc:266:slice$34401,ddr3_top_inst.ddr3_phy_inst.genblk7[1].IDELAYE2_dqs,SLICE_X1Y56/B5FF,IDELAY_X0Y27/IDELAYE2,SLICE_X2Y57/DFF,IDELAY_X0Y32/IDELAYE2,SLICE_X1Y56,IDELAY_X0Y27,SLICE_X2Y57,IDELAY_X0Y32,True,1,1,2,True,0,5,5
idelay-stable-before-ld-seed3,3,idelay-stable-before-ld,False,2,,,1292.0,1514.0,222.0,222.0,$auto$ff.cc:266:slice$34413.Q,ddr3_top_inst.ddr3_phy_inst.genblk5[14].IDELAYE2_data.CNTVALUEIN3,$auto$ff.cc:266:slice$34401.Q,ddr3_top_inst.ddr3_phy_inst.genblk7[1].IDELAYE2_dqs.CNTVALUEIN3,$auto$ff.cc:266:slice$34413,ddr3_top_inst.ddr3_phy_inst.genblk5[14].IDELAYE2_data,$auto$ff.cc:266:slice$34401,ddr3_top_inst.ddr3_phy_inst.genblk7[1].IDELAYE2_dqs,SLICE_X3Y81/C5FF,IDELAY_X0Y27/IDELAYE2,SLICE_X3Y90/CFF,IDELAY_X0Y32/IDELAYE2,SLICE_X3Y81,IDELAY_X0Y27,SLICE_X3Y90,IDELAY_X0Y32,True,0,9,9,True,0,5,5
cntvaluein3-skew-locked-seed2,2,cntvaluein3-skew-locked,True,0,,,1588.0,1751.0,163.0,163.0,$abc$192400$lut\ddr3_top_inst.ddr3_phy_inst.phy_idelay_data_cntvaluein[3].O6,ddr3_top_inst.ddr3_phy_inst.genblk5[14].IDELAYE2_data.CNTVALUEIN3,$abc$192400$lut\ddr3_top_inst.ddr3_phy_inst.phy_idelay_dqs_cntvaluein[3].O6,ddr3_top_inst.ddr3_phy_inst.genblk7[1].IDELAYE2_dqs.CNTVALUEIN3,$abc$192400$lut\ddr3_top_inst.ddr3_phy_inst.phy_idelay_data_cntvaluein[3],ddr3_top_inst.ddr3_phy_inst.genblk5[14].IDELAYE2_data,$abc$192400$lut\ddr3_top_inst.ddr3_phy_inst.phy_idelay_dqs_cntvaluein[3],ddr3_top_inst.ddr3_phy_inst.genblk7[1].IDELAYE2_dqs,SLICE_X1Y72/A6LUT,IDELAY_X0Y27/IDELAYE2,SLICE_X1Y75/B6LUT,IDELAY_X0Y32/IDELAYE2,SLICE_X1Y72,IDELAY_X0Y27,SLICE_X1Y75,IDELAY_X0Y32,True,0,3,3,True,0,5,5
cntvaluein3-skew-locked-seed3,3,cntvaluein3-skew-locked,True,0,,,1909.0,1376.0,-533.0,533.0,$abc$192400$lut\ddr3_top_inst.ddr3_phy_inst.phy_idelay_data_cntvaluein[3].O6,ddr3_top_inst.ddr3_phy_inst.genblk5[14].IDELAYE2_data.CNTVALUEIN3,$abc$192400$lut\ddr3_top_inst.ddr3_phy_inst.phy_idelay_dqs_cntvaluein[3].O6,ddr3_top_inst.ddr3_phy_inst.genblk7[1].IDELAYE2_dqs.CNTVALUEIN3,$abc$192400$lut\ddr3_top_inst.ddr3_phy_inst.phy_idelay_data_cntvaluein[3],ddr3_top_inst.ddr3_phy_inst.genblk5[14].IDELAYE2_data,$abc$192400$lut\ddr3_top_inst.ddr3_phy_inst.phy_idelay_dqs_cntvaluein[3],ddr3_top_inst.ddr3_phy_inst.genblk7[1].IDELAYE2_dqs,SLICE_X1Y72/A6LUT,IDELAY_X0Y27/IDELAYE2,SLICE_X1Y75/B6LUT,IDELAY_X0Y32/IDELAYE2,SLICE_X1Y72,IDELAY_X0Y27,SLICE_X1Y75,IDELAY_X0Y32,True,0,3,3,True,0,5,5
