comparison,feature_layer,feature,metric,family,lane,bit,control_bit,scope,n_pass,n_fail,pass_min_ps,pass_median_ps,pass_max_ps,fail_min_ps,fail_median_ps,fail_max_ps,fail_minus_pass_median_ps,auc_fail_higher,auc_best_direction,auc_best,cliffs_delta_fail_higher,strict_separation,strict_margin_ps,support_score
locked_abort2_vs_pass,direct,control_fanout_spread__idelay_data_cntvaluein__lane1__no_bit__ctrl_4__lane_control_bit__value_ps,control_fanout_spread,idelay_data_cntvaluein,lane1,,4,lane_control_bit,27,13,175.0,469.0,847.0,158.0,429.0,653.0,-40.0,0.387464,fail_lower,0.612536,-0.225071,overlap,0.0,2.108354
locked_abort2_vs_pass,skew,dq_lane_range__idelay_cntvaluein_skew__lane1__no_bit__ctrl_4__dq_lane__value_ps,dq_lane_range,idelay_cntvaluein_skew,lane1,,4,dq_lane,27,13,175.0,469.0,847.0,158.0,429.0,653.0,-40.0,0.387464,fail_lower,0.612536,-0.225071,overlap,0.0,2.108354
locked_abort2_vs_pass,skew,signed_dqs_bus_skew_minus_dq_median__idelay_cntvaluein_skew__lane1__dqs1__ctrl_none__dqs_vs_dq_bus_skew__value_ps,signed_dqs_bus_skew_minus_dq_median,idelay_cntvaluein_skew,lane1,dqs1,,dqs_vs_dq_bus_skew,27,13,-955.0,-24.5,951.0,-642.0,-1.5,717.0,23.0,0.612536,fail_higher,0.612536,0.225071,overlap,0.0,2.108354
locked_abort2_vs_pass,skew,abs_dqs_minus_dq_median__idelay_cntvaluein_skew__lane1__dqs1__ctrl_2__dqs_vs_dq_lane__value_ps,abs_dqs_minus_dq_median,idelay_cntvaluein_skew,lane1,dqs1,2,dqs_vs_dq_lane,27,13,18.0,296.5,1070.0,4.0,282.5,816.0,-14.0,0.387464,fail_lower,0.612536,-0.225071,overlap,0.0,2.108354
locked_abort2_vs_pass,skew,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq8__ctrl_2__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq8,2,dqs_vs_dq_bit,27,13,15.0,383.0,1159.0,17.0,181.0,836.0,-202.0,0.388889,fail_lower,0.611111,-0.222222,overlap,0.0,2.081666
locked_abort2_vs_pass,direct,direct_max__idelay_data_cntvaluein__lane0__dq4__ctrl_2__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane0,dq4,2,endpoint,27,13,921.0,1379.0,2151.0,994.0,1625.0,2158.0,246.0,0.609687,fail_higher,0.609687,0.219373,overlap,0.0,2.054978
locked_abort2_vs_pass,direct,direct_max__idelay_data_cntvaluein__lane0__dq5__ctrl_0__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane0,dq5,0,endpoint,27,13,764.0,1203.0,1998.0,865.0,1440.0,2062.0,237.0,0.609687,fail_higher,0.609687,0.219373,overlap,0.0,2.054978
locked_abort2_vs_pass,skew,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_3__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq4,3,dqs_vs_dq_bit,27,13,-828.0,-20.0,567.0,-638.0,76.0,1164.0,96.0,0.609687,fail_higher,0.609687,0.219373,overlap,0.0,2.054978
locked_abort2_vs_pass,skew,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq10__ctrl_0__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq10,0,dqs_vs_dq_bit,27,13,19.0,277.0,1027.0,6.0,211.0,810.0,-66.0,0.390313,fail_lower,0.609687,-0.219373,overlap,0.0,2.054978
locked_abort2_vs_pass,direct,direct_max__idelay_data_cntvaluein__lane0__dq6__ctrl_0__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane0,dq6,0,endpoint,27,13,802.0,1463.0,2339.0,1141.0,1671.0,2382.0,208.0,0.608262,fail_higher,0.608262,0.216524,overlap,0.0,2.02829
locked_abort2_vs_pass,direct,direct_max__idelay_data_cntvaluein__lane1__dq9__ctrl_2__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane1,dq9,2,endpoint,27,13,428.0,959.0,1687.0,509.0,1167.0,1455.0,208.0,0.608262,fail_higher,0.608262,0.216524,overlap,0.0,2.02829
locked_abort2_vs_pass,skew,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq13__ctrl_3__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq13,3,dqs_vs_dq_bit,27,13,-515.0,-76.0,658.0,-357.0,99.0,875.0,175.0,0.608262,fail_higher,0.608262,0.216524,overlap,0.0,2.02829
locked_abort2_vs_pass,direct,direct_max__idelay_data_cntvaluein__lane0__dq4__ctrl_0__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane0,dq4,0,endpoint,27,13,925.0,1457.0,2237.0,1049.0,1552.0,2280.0,95.0,0.608262,fail_higher,0.608262,0.216524,overlap,0.0,2.02829
locked_abort2_vs_pass,skew,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq5__ctrl_3__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq5,3,dqs_vs_dq_bit,27,13,36.0,268.0,685.0,94.0,361.0,1100.0,93.0,0.606838,fail_higher,0.606838,0.213675,overlap,0.0,2.001602
locked_abort2_vs_pass,skew,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq10__ctrl_3__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq10,3,dqs_vs_dq_bit,27,13,-608.0,-53.0,633.0,-398.0,24.0,939.0,77.0,0.606838,fail_higher,0.606838,0.213675,overlap,0.0,2.001602
locked_abort2_vs_pass,skew,signed_lane1_minus_lane0_dqs__idelay_cntvaluein_skew__all__no_bit__ctrl_4__lane1_vs_lane0_dqs__value_ps,signed_lane1_minus_lane0_dqs,idelay_cntvaluein_skew,all,,4,lane1_vs_lane0_dqs,27,13,-582.0,-301.0,342.0,-450.0,-275.0,23.0,26.0,0.606838,fail_higher,0.606838,0.213675,overlap,0.0,2.001602
