comparison,feature_layer,feature,metric,family,lane,bit,control_bit,scope,n_pass,n_fail,pass_min_ps,pass_median_ps,pass_max_ps,fail_min_ps,fail_median_ps,fail_max_ps,fail_minus_pass_median_ps,auc_fail_higher,auc_best_direction,auc_best,cliffs_delta_fail_higher,strict_separation,strict_margin_ps,support_score
baseline_seed_1_30,skew,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq1__ctrl_4__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq1,4,dqs_vs_dq_bit,22,8,8.0,422.5,896.0,8.0,148.5,754.0,-274.0,0.309659,fail_lower,0.690341,-0.380682,overlap,0.0,2.525158
baseline_seed_1_30,skew,abs_ld_minus_cntvaluein_dq_median__idelay_ld_cntvaluein_skew__lane0__no_bit__ctrl_0__ld_vs_cntvaluein_dq_lane__value_ps,abs_ld_minus_cntvaluein_dq_median,idelay_ld_cntvaluein_skew,lane0,,0,ld_vs_cntvaluein_dq_lane,22,8,18.0,175.5,682.0,154.5,266.5,554.5,91.0,0.690341,fail_higher,0.690341,0.380682,overlap,0.0,2.525158
baseline_seed_1_30,direct,direct_max__idelay_data_cntvaluein__lane0__dq3__ctrl_4__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane0,dq3,4,endpoint,22,8,1011.0,1435.0,2206.0,1077.0,1739.5,2134.0,304.5,0.6875,fail_higher,0.6875,0.375,overlap,0.0,2.487469
baseline_seed_1_30,skew,abs_dqs_minus_dq_median__idelay_cntvaluein_skew__lane0__dqs0__ctrl_4__dqs_vs_dq_lane__value_ps,abs_dqs_minus_dq_median,idelay_cntvaluein_skew,lane0,dqs0,4,dqs_vs_dq_lane,22,8,9.5,459.0,812.0,11.5,188.25,796.0,-270.75,0.3125,fail_lower,0.6875,-0.375,overlap,0.0,2.487469
baseline_seed_1_30,skew,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq2__ctrl_4__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq2,4,dqs_vs_dq_bit,22,8,2.0,494.5,863.0,11.0,227.0,744.0,-267.5,0.3125,fail_lower,0.6875,-0.375,overlap,0.0,2.487469
baseline_seed_1_30,skew,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq9__ctrl_3__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq9,3,dqs_vs_dq_bit,22,8,-536.0,73.0,551.0,-299.0,248.0,804.0,175.0,0.6875,fail_higher,0.6875,0.375,overlap,0.0,2.487469
baseline_seed_1_30,skew,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq11__ctrl_4__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq11,4,dqs_vs_dq_bit,22,8,10.0,277.5,803.0,18.0,164.0,422.0,-113.5,0.3125,fail_lower,0.6875,-0.375,overlap,0.0,2.487469
baseline_seed_1_30,skew,signed_ld_dqs_minus_dq_median__idelay_ld_skew__lane0__dqs0__ctrl_none__dqs_vs_dq_lane__value_ps,signed_ld_dqs_minus_dq_median,idelay_ld_skew,lane0,dqs0,,dqs_vs_dq_lane,22,8,-308.5,-14.5,236.5,-220.5,-120.25,106.5,-105.75,0.315341,fail_lower,0.684659,-0.369318,overlap,0.0,2.44978
baseline_seed_1_30,skew,signed_ld_minus_cntvaluein_dqs__idelay_ld_cntvaluein_skew__lane0__dqs0__ctrl_0__ld_vs_cntvaluein_dqs__value_ps,signed_ld_minus_cntvaluein_dqs,idelay_ld_cntvaluein_skew,lane0,dqs0,0,ld_vs_cntvaluein_dqs,22,8,-537.0,14.5,977.0,-1009.0,-320.5,474.0,-335.0,0.318182,fail_lower,0.681818,-0.363636,overlap,0.0,2.412091
baseline_seed_1_30,skew,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq2__ctrl_0__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq2,0,dqs_vs_dq_bit,22,8,-1005.0,-69.0,778.0,-254.0,125.5,779.0,194.5,0.681818,fail_higher,0.681818,0.363636,overlap,0.0,2.412091
baseline_seed_1_30,direct,direct_max__idelay_data_cntvaluein__lane1__dq11__ctrl_4__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane1,dq11,4,endpoint,22,8,785.0,1270.0,1950.0,936.0,1463.0,1809.0,193.0,0.681818,fail_higher,0.681818,0.363636,overlap,0.0,2.412091
baseline_seed_1_30,skew,dq_lane_range__iologic_skew__lane1__no_bit__ctrl_none__dq_lane__value_ps,dq_lane_range,iologic_skew,lane1,,,dq_lane,22,8,284.0,515.5,1152.0,385.0,695.5,1162.0,180.0,0.681818,fail_higher,0.681818,0.363636,overlap,0.0,2.412091
baseline_seed_1_30,skew,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq1__ctrl_3__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq1,3,dqs_vs_dq_bit,22,8,12.0,227.0,804.0,41.0,406.5,875.0,179.5,0.681818,fail_higher,0.681818,0.363636,overlap,0.0,2.412091
baseline_seed_1_30,direct,direct_max__idelay_ld__lane0__dq2__ctrl_none__endpoint__value_ps,direct_max,idelay_ld,lane0,dq2,,endpoint,22,8,1338.0,1714.0,2115.0,1437.0,1559.5,2217.0,-154.5,0.318182,fail_lower,0.681818,-0.363636,overlap,0.0,2.412091
baseline_seed_1_30,skew,dq_bus_skew_range__idelay_cntvaluein_skew__lane1__no_bit__ctrl_none__dq_lane_bus_skew__value_ps,dq_bus_skew_range,idelay_cntvaluein_skew,lane1,,,dq_lane_bus_skew,22,8,202.0,416.5,761.0,273.0,357.5,525.0,-59.0,0.318182,fail_lower,0.681818,-0.363636,overlap,0.0,2.412091
baseline_seed_1_30,direct,direct_max__idelay_data_cntvaluein__lane1__dq8__ctrl_4__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane1,dq8,4,endpoint,22,8,989.0,1359.0,2331.0,1192.0,1632.5,1886.0,273.5,0.676136,fail_higher,0.676136,0.352273,overlap,0.0,2.336713
