comparison,feature_layer,feature,metric,family,lane,bit,control_bit,scope,n_pass,n_fail,pass_min_ps,pass_median_ps,pass_max_ps,fail_min_ps,fail_median_ps,fail_max_ps,fail_minus_pass_median_ps,auc_fail_higher,auc_best_direction,auc_best,cliffs_delta_fail_higher,strict_separation,strict_margin_ps,support_score
baseline_seed_31_60,skew,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq15__ctrl_0__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq15,0,dqs_vs_dq_bit,14,16,43.0,250.0,751.0,10.0,78.5,711.0,-171.5,0.214286,fail_lower,0.785714,-0.571429,overlap,0.0,4.27618
baseline_seed_31_60,direct,direct_max__idelay_data_cntvaluein__lane0__dq6__ctrl_2__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane0,dq6,2,endpoint,14,16,1317.0,1872.0,2401.0,1205.0,1623.5,2335.0,-248.5,0.245536,fail_lower,0.754464,-0.508929,overlap,0.0,3.808473
baseline_seed_31_60,skew,signed_lane1_minus_lane0_dqs__idelay_cntvaluein_skew__all__no_bit__ctrl_4__lane1_vs_lane0_dqs__value_ps,signed_lane1_minus_lane0_dqs,idelay_cntvaluein_skew,all,,4,lane1_vs_lane0_dqs,14,16,-583.0,-284.0,0.0,-556.0,-193.0,33.0,91.0,0.752232,fail_higher,0.752232,0.504464,overlap,0.0,3.775065
baseline_seed_31_60,direct,direct_max__idelay_data_cntvaluein__lane0__dq1__ctrl_2__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane0,dq1,2,endpoint,14,16,1388.0,1896.5,2415.0,1269.0,1548.0,2210.0,-348.5,0.25,fail_lower,0.75,-0.5,overlap,0.0,3.741657
baseline_seed_31_60,skew,abs_lane1_minus_lane0_dqs__idelay_cntvaluein_skew__all__no_bit__ctrl_4__lane1_vs_lane0_dqs__value_ps,abs_lane1_minus_lane0_dqs,idelay_cntvaluein_skew,all,,4,lane1_vs_lane0_dqs,14,16,0.0,284.0,583.0,0.0,193.0,556.0,-91.0,0.252232,fail_lower,0.747768,-0.495536,overlap,0.0,3.70825
baseline_seed_31_60,skew,signed_ld_minus_cntvaluein_dqs__idelay_ld_cntvaluein_skew__lane0__dqs0__ctrl_4__ld_vs_cntvaluein_dqs__value_ps,signed_ld_minus_cntvaluein_dqs,idelay_ld_cntvaluein_skew,lane0,dqs0,4,ld_vs_cntvaluein_dqs,14,16,-331.0,-137.5,761.0,-1041.0,204.5,1171.0,342.0,0.745536,fail_higher,0.745536,0.491071,overlap,0.0,3.674842
baseline_seed_31_60,skew,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq2__ctrl_4__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq2,4,dqs_vs_dq_bit,14,16,1.0,155.0,610.0,8.0,356.0,1219.0,201.0,0.736607,fail_higher,0.736607,0.473214,overlap,0.0,3.541211
baseline_seed_31_60,direct,cntvaluein_bus_skew__idelay_data_cntvaluein__lane1__dq9__ctrl_none__dq9__value_ps,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq9,,dq9,14,16,227.0,425.0,827.0,130.0,359.0,1028.0,-66.0,0.265625,fail_lower,0.734375,-0.46875,overlap,0.0,3.507804
baseline_seed_31_60,skew,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq10__ctrl_4__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq10,4,dqs_vs_dq_bit,14,16,15.0,144.0,639.0,71.0,301.5,635.0,157.5,0.732143,fail_higher,0.732143,0.464286,overlap,0.0,3.474396
baseline_seed_31_60,direct,direct_max__idelay_data_cntvaluein__lane0__dq7__ctrl_2__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane0,dq7,2,endpoint,14,16,1236.0,2031.0,2316.0,1292.0,1629.5,2325.0,-401.5,0.272321,fail_lower,0.727679,-0.455357,overlap,0.0,3.407581
