x,category_x,value_ps,pass_value_ps,fail_value_ps,category,failure_class,seed,run_group,variant,experiment_id
0.93422,1,645.0,645.0,,pass,pass,1,baseline_no_lock_seed_1_30,baseline-no-lock,baseline-no-lock-seed-1
1.01166,1,906.0,906.0,,pass,pass,1,cntvaluein3_lock_heldout_seed_batch,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed1
1.01804,1,-149.0,-149.0,,pass,pass,2,split_idelay_skew_seed2_seed3,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed2
0.94434,1,-624.0,-624.0,,pass,pass,3,baseline_no_lock_seed_1_30,baseline-no-lock,baseline-no-lock-seed-3
1.02442,1,-198.0,-198.0,,pass,pass,3,split_idelay_skew_seed2_seed3,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed3
0.9494,1,-244.0,-244.0,,pass,pass,4,baseline_no_lock_seed_1_30,baseline-no-lock,baseline-no-lock-seed-4
0.95446,1,-418.0,-418.0,,pass,pass,5,baseline_no_lock_seed_1_30,baseline-no-lock,baseline-no-lock-seed-5
1.03718,1,524.0,524.0,,pass,pass,5,cntvaluein3_lock_heldout_seed_batch,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed5
1.04356,1,429.0,429.0,,pass,pass,6,cntvaluein3_lock_heldout_seed_batch,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed6
0.96458,1,-26.0,-26.0,,pass,pass,7,baseline_no_lock_seed_1_30,baseline-no-lock,baseline-no-lock-seed-7
0.96964,1,-301.0,-301.0,,pass,pass,8,baseline_no_lock_seed_1_30,baseline-no-lock,baseline-no-lock-seed-8
0.9747,1,-184.0,-184.0,,pass,pass,9,baseline_no_lock_seed_1_30,baseline-no-lock,baseline-no-lock-seed-9
0.96766,1,288.0,288.0,,pass,pass,10,baseline_no_lock_seed_1_30,baseline-no-lock,baseline-no-lock-seed-10
0.89506,1,880.0,880.0,,pass,pass,11,cntvaluein3_lock_heldout_seed_batch,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed11
0.9835,1,293.0,293.0,,pass,pass,13,baseline_no_lock_seed_1_30,baseline-no-lock,baseline-no-lock-seed-13
0.98878,1,-493.0,-493.0,,pass,pass,14,baseline_no_lock_seed_1_30,baseline-no-lock,baseline-no-lock-seed-14
0.99406,1,250.0,250.0,,pass,pass,15,baseline_no_lock_seed_1_30,baseline-no-lock,baseline-no-lock-seed-15
1.00462,1,-592.0,-592.0,,pass,pass,17,baseline_no_lock_seed_1_30,baseline-no-lock,baseline-no-lock-seed-17
1.0099,1,-94.0,-94.0,,pass,pass,18,baseline_no_lock_seed_1_30,baseline-no-lock,baseline-no-lock-seed-18
1.01518,1,-220.0,-220.0,,pass,pass,19,baseline_no_lock_seed_1_30,baseline-no-lock,baseline-no-lock-seed-19
0.89484,1,45.0,45.0,,pass,pass,20,cntvaluein3_lock_heldout_seed_batch,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed20
0.978,1,-186.0,-186.0,,pass,pass,21,baseline_no_lock_seed_1_30,baseline-no-lock,baseline-no-lock-seed-21
0.98328,1,-520.0,-520.0,,pass,pass,22,baseline_no_lock_seed_1_30,baseline-no-lock,baseline-no-lock-seed-22
0.99384,1,-123.0,-123.0,,pass,pass,24,baseline_no_lock_seed_1_30,baseline-no-lock,baseline-no-lock-seed-24
0.99912,1,-322.0,-322.0,,pass,pass,25,baseline_no_lock_seed_1_30,baseline-no-lock,baseline-no-lock-seed-25
1.0044,1,702.0,702.0,,pass,pass,26,baseline_no_lock_seed_1_30,baseline-no-lock,baseline-no-lock-seed-26
0.94104,1,314.0,314.0,,pass,pass,27,cntvaluein3_lock_heldout_seed_batch,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed27
1.01496,1,-735.0,-735.0,,pass,pass,28,baseline_no_lock_seed_1_30,baseline-no-lock,baseline-no-lock-seed-28
1.02024,1,-393.0,-393.0,,pass,pass,29,baseline_no_lock_seed_1_30,baseline-no-lock,baseline-no-lock-seed-29
0.97778,1,245.0,245.0,,pass,pass,30,baseline_no_lock_seed_1_30,baseline-no-lock,baseline-no-lock-seed-30
0.99692,1,-786.0,-786.0,,pass,pass,31,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed-31
1.00374,1,-46.0,-46.0,,pass,pass,32,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed-32
0.99362,1,-498.0,-498.0,,pass,pass,33,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,baseline-no-lock-seed-33
1.01738,1,-517.0,-517.0,,pass,pass,34,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed-34
1.00418,1,-498.0,-498.0,,pass,pass,35,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,baseline-no-lock-seed-35
1.0242,1,141.0,141.0,,pass,pass,35,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed-35
1.00946,1,-243.0,-243.0,,pass,pass,36,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,baseline-no-lock-seed-36
1.03784,1,-938.0,-938.0,,pass,pass,37,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed-37
1.04466,1,-744.0,-744.0,,pass,pass,38,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed-38
1.0253,1,-810.0,-810.0,,pass,pass,39,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,baseline-no-lock-seed-39
0.9967,1,-548.0,-548.0,,pass,pass,40,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed-40
1.01034,1,11.0,11.0,,pass,pass,42,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed-42
0.99868,1,116.0,116.0,,pass,pass,43,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,baseline-no-lock-seed-43
1.01716,1,50.0,50.0,,pass,pass,43,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed-43
1.02398,1,311.0,311.0,,pass,pass,44,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed-44
1.01452,1,-580.0,-580.0,,pass,pass,46,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,baseline-no-lock-seed-46
1.03762,1,186.0,186.0,,pass,pass,46,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed-46
1.04444,1,-740.0,-740.0,,pass,pass,47,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed-47
1.02508,1,-237.0,-237.0,,pass,pass,48,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,baseline-no-lock-seed-48
1.03036,1,336.0,336.0,,pass,pass,49,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,baseline-no-lock-seed-49
1.05808,1,441.0,441.0,,pass,pass,49,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed-49
0.9879,1,-847.0,-847.0,,pass,pass,50,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,baseline-no-lock-seed-50
0.99318,1,-218.0,-218.0,,pass,pass,51,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,baseline-no-lock-seed-51
0.99846,1,-842.0,-842.0,,pass,pass,52,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,baseline-no-lock-seed-52
1.00374,1,-873.0,-873.0,,pass,pass,53,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,baseline-no-lock-seed-53
1.03058,1,823.0,823.0,,pass,pass,54,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed-54
1.0374,1,-482.0,-482.0,,pass,pass,55,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed-55
1.01958,1,574.0,574.0,,pass,pass,56,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,baseline-no-lock-seed-56
1.04422,1,429.0,429.0,,pass,pass,56,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed-56
1.05104,1,-197.0,-197.0,,pass,pass,57,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed-57
1.05786,1,531.0,531.0,,pass,pass,58,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed-58
1.03542,1,436.0,436.0,,pass,pass,59,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,baseline-no-lock-seed-59
1.06468,1,110.0,110.0,,pass,pass,59,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed-59
1.93928,2,194.0,,194.0,fail-reason-2,fail_abort2_lane1,2,baseline_no_lock_seed_1_30,baseline-no-lock,baseline-no-lock-seed-2
1.95952,2,-653.0,,-653.0,fail-reason-2,fail_abort2_lane0,6,baseline_no_lock_seed_1_30,baseline-no-lock,baseline-no-lock-seed-6
1.97294,2,-25.0,,-25.0,fail-reason-2,fail_abort2_lane0,11,baseline_no_lock_seed_1_30,baseline-no-lock,baseline-no-lock-seed-11
1.97822,2,794.0,,794.0,fail-reason-2,fail_abort2_lane0,12,baseline_no_lock_seed_1_30,baseline-no-lock,baseline-no-lock-seed-12
2.01012,2,-15.0,,-15.0,fail-reason-2,fail_abort2_lane0,16,cntvaluein3_lock_heldout_long_poll_500,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed16-long-poll
1.97272,2,-277.0,,-277.0,fail-reason-2,fail_abort2_lane0,20,baseline_no_lock_seed_1_30,baseline-no-lock,baseline-no-lock-seed-20
1.98856,2,-204.0,,-204.0,fail-reason-2,fail_abort2_lane0,23,baseline_no_lock_seed_1_30,baseline-no-lock,baseline-no-lock-seed-23
1.9967,2,408.0,,408.0,fail-reason-2,fail_abort2_lane0,23,cntvaluein3_lock_heldout_long_poll_500,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed23-long-poll
2.00968,2,296.0,,296.0,fail-reason-2,fail_abort2_lane0,27,baseline_no_lock_seed_1_30,baseline-no-lock,baseline-no-lock-seed-27
2.0297,2,569.0,,569.0,fail-reason-2,fail_abort2_lane0,28,cntvaluein3_lock_heldout_long_poll_500,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed28-long-poll
1.98328,2,-375.0,,-375.0,fail-reason-2,fail_abort2_lane0,30,cntvaluein3_lock_heldout_long_poll_500,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed30-long-poll
1.98834,2,86.0,,86.0,fail-reason-2,fail_abort2_lane0,32,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,baseline-no-lock-seed-32
2.01056,2,319.0,,319.0,fail-reason-2,fail_abort2_lane0,33,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed-33
1.9989,2,-526.0,,-526.0,fail-reason-2,fail_abort2_lane0,34,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,baseline-no-lock-seed-34
2.03102,2,-188.0,,-188.0,fail-reason-2,fail_abort2_lane0,36,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed-36
2.01474,2,-607.0,,-607.0,fail-reason-2,fail_abort2_lane0,37,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,baseline-no-lock-seed-37
2.02002,2,436.0,,436.0,fail-reason-2,fail_abort2_lane0,38,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,baseline-no-lock-seed-38
2.05148,2,-144.0,,-144.0,fail-reason-2,fail_abort2_lane0,39,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed-39
1.98284,2,235.0,,235.0,fail-reason-2,fail_abort2_lane0,40,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,baseline-no-lock-seed-40
1.98812,2,-123.0,,-123.0,fail-reason-2,fail_abort2_lane0,41,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,baseline-no-lock-seed-41
2.00352,2,592.0,,592.0,fail-reason-2,fail_abort2_lane0,41,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed-41
2.00924,2,1011.0,,1011.0,fail-reason-2,fail_abort2_lane0,45,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,baseline-no-lock-seed-45
2.0308,2,64.0,,64.0,fail-reason-2,fail_abort2_lane0,45,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed-45
2.0198,2,-288.0,,-288.0,fail-reason-2,fail_abort2_lane0,47,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,baseline-no-lock-seed-47
2.0033,2,-782.0,,-782.0,fail-reason-2,fail_abort2_lane0,50,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed-50
2.01694,2,-982.0,,-982.0,fail-reason-2,fail_abort2_lane0,52,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed-52
2.02376,2,-355.0,,-355.0,fail-reason-2,fail_abort2_lane0,53,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed-53
2.00902,2,372.0,,372.0,fail-reason-2,fail_abort2_lane0,54,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,baseline-no-lock-seed-54
2.0143,2,-406.0,,-406.0,fail-reason-2,fail_abort2_lane0,55,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,baseline-no-lock-seed-55
2.03014,2,-324.0,,-324.0,fail-reason-2,fail_abort2_lane0,58,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,baseline-no-lock-seed-58
1.99296,2,212.0,,212.0,fail-reason-2,fail_abort2_lane0,60,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,baseline-no-lock-seed-60
2.0099,2,-263.0,,-263.0,fail-reason-2,fail_abort2_lane0,60,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed-60
2.98372,3,347.0,,347.0,no-abort,fail_no_abort_or_startup,12,cntvaluein3_lock_heldout_long_poll_500,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed12-long-poll
2.99934,3,-416.0,,-416.0,no-abort,fail_no_abort_or_startup,16,baseline_no_lock_seed_1_30,baseline-no-lock,baseline-no-lock-seed-16
2.98306,3,10.0,,10.0,no-abort,fail_no_abort_or_startup,31,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,baseline-no-lock-seed-31
2.9934,3,941.0,,941.0,no-abort,fail_no_abort_or_startup,42,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,baseline-no-lock-seed-42
3.00396,3,13.0,,13.0,no-abort,fail_no_abort_or_startup,44,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,baseline-no-lock-seed-44
3.05126,3,-89.0,,-89.0,no-abort,fail_no_abort_or_startup,48,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed-48
3.01012,3,281.0,,281.0,no-abort,fail_no_abort_or_startup,51,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,cntvaluein3-skew-locked-seed-51
3.02486,3,-521.0,,-521.0,no-abort,fail_no_abort_or_startup,57,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,baseline-no-lock-seed-57
