x_ps,y_ps,pass_x_ps,pass_y_ps,fail_x_ps,fail_y_ps,seed,run_group,variant,abort_reason,experiment_id
48.0,36.0,48.0,36.0,,,35,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,0,baseline-no-lock-seed-35
453.0,97.0,453.0,97.0,,,36,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,0,baseline-no-lock-seed-36
64.0,475.0,,,64.0,475.0,37,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,2,baseline-no-lock-seed-37
192.0,174.0,,,192.0,174.0,38,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,2,baseline-no-lock-seed-38
126.0,38.0,126.0,38.0,,,39,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,0,baseline-no-lock-seed-39
889.0,502.0,,,889.0,502.0,40,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,2,baseline-no-lock-seed-40
500.5,340.0,,,500.5,340.0,41,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,2,baseline-no-lock-seed-41
404.0,345.0,,,404.0,345.0,42,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,0,baseline-no-lock-seed-42
614.0,176.0,614.0,176.0,,,43,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,0,baseline-no-lock-seed-43
237.5,352.0,,,237.5,352.0,44,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,0,baseline-no-lock-seed-44
6.5,46.0,,,6.5,46.0,45,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,2,baseline-no-lock-seed-45
550.0,455.0,550.0,455.0,,,46,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,0,baseline-no-lock-seed-46
226.0,194.0,,,226.0,194.0,47,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,2,baseline-no-lock-seed-47
117.0,150.0,117.0,150.0,,,48,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,0,baseline-no-lock-seed-48
520.5,87.0,520.5,87.0,,,49,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,0,baseline-no-lock-seed-49
452.5,423.0,452.5,423.0,,,50,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,0,baseline-no-lock-seed-50
184.5,136.0,184.5,136.0,,,51,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,0,baseline-no-lock-seed-51
36.0,129.0,36.0,129.0,,,52,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,0,baseline-no-lock-seed-52
219.0,642.0,219.0,642.0,,,53,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,0,baseline-no-lock-seed-53
79.0,31.0,,,79.0,31.0,54,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,2,baseline-no-lock-seed-54
442.0,379.0,,,442.0,379.0,55,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,2,baseline-no-lock-seed-55
92.5,232.0,92.5,232.0,,,56,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,0,baseline-no-lock-seed-56
318.5,156.0,,,318.5,156.0,57,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,0,baseline-no-lock-seed-57
498.5,444.0,,,498.5,444.0,58,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,2,baseline-no-lock-seed-58
329.0,337.0,329.0,337.0,,,59,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,0,baseline-no-lock-seed-59
35.0,118.0,,,35.0,118.0,60,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,2,baseline-no-lock-seed-60
247.5,334.0,247.5,334.0,,,31,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-31
384.0,301.0,384.0,301.0,,,32,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-32
80.5,178.0,,,80.5,178.0,33,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,2,cntvaluein3-skew-locked-seed-33
73.0,429.0,73.0,429.0,,,34,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-34
489.5,25.0,489.5,25.0,,,35,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-35
224.5,18.0,,,224.5,18.0,36,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,2,cntvaluein3-skew-locked-seed-36
213.0,541.0,213.0,541.0,,,37,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-37
356.5,441.0,356.5,441.0,,,38,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-38
89.0,298.0,,,89.0,298.0,39,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,2,cntvaluein3-skew-locked-seed-39
773.0,398.0,773.0,398.0,,,40,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-40
43.0,2.0,,,43.0,2.0,41,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,2,cntvaluein3-skew-locked-seed-41
111.0,521.0,111.0,521.0,,,42,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-42
468.5,270.0,468.5,270.0,,,43,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-43
504.5,37.0,504.5,37.0,,,44,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-44
453.0,24.0,,,453.0,24.0,45,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,2,cntvaluein3-skew-locked-seed-45
376.5,600.0,376.5,600.0,,,46,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-46
716.0,317.0,716.0,317.0,,,47,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-47
213.0,160.0,,,213.0,160.0,48,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-48
278.0,141.0,278.0,141.0,,,49,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-49
37.0,59.0,,,37.0,59.0,50,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,2,cntvaluein3-skew-locked-seed-50
194.0,356.0,,,194.0,356.0,51,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-51
998.5,268.0,,,998.5,268.0,52,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,2,cntvaluein3-skew-locked-seed-52
174.5,138.0,,,174.5,138.0,53,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,2,cntvaluein3-skew-locked-seed-53
689.0,804.0,689.0,804.0,,,54,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-54
167.0,418.0,167.0,418.0,,,55,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-55
740.0,250.0,740.0,250.0,,,56,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-56
324.0,245.0,324.0,245.0,,,57,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-57
41.5,198.0,41.5,198.0,,,58,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-58
335.0,123.0,335.0,123.0,,,59,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-59
186.5,561.0,,,186.5,561.0,60,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,2,cntvaluein3-skew-locked-seed-60
271.5,737.0,271.5,737.0,,,1,cntvaluein3_lock_heldout_seed_batch,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed1
317.0,436.0,317.0,436.0,,,11,cntvaluein3_lock_heldout_seed_batch,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed11
266.5,271.0,,,266.5,271.0,12,cntvaluein3_lock_heldout_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed12-long-poll
277.0,51.0,,,277.0,51.0,16,cntvaluein3_lock_heldout_long_poll_500,cntvaluein3-skew-locked,2,cntvaluein3-skew-locked-seed16-long-poll
114.5,74.0,114.5,74.0,,,20,cntvaluein3_lock_heldout_seed_batch,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed20
105.0,233.0,,,105.0,233.0,23,cntvaluein3_lock_heldout_long_poll_500,cntvaluein3-skew-locked,2,cntvaluein3-skew-locked-seed23-long-poll
685.5,90.0,685.5,90.0,,,27,cntvaluein3_lock_heldout_seed_batch,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed27
127.0,345.0,,,127.0,345.0,28,cntvaluein3_lock_heldout_long_poll_500,cntvaluein3-skew-locked,2,cntvaluein3-skew-locked-seed28-long-poll
230.5,126.0,,,230.5,126.0,30,cntvaluein3_lock_heldout_long_poll_500,cntvaluein3-skew-locked,2,cntvaluein3-skew-locked-seed30-long-poll
684.5,227.0,684.5,227.0,,,5,cntvaluein3_lock_heldout_seed_batch,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed5
286.0,564.0,286.0,564.0,,,6,cntvaluein3_lock_heldout_seed_batch,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed6
444.0,147.0,444.0,147.0,,,2,split_idelay_skew_seed2_seed3,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed2
392.0,586.0,392.0,586.0,,,3,split_idelay_skew_seed2_seed3,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed3
