x_ps,y_ps,pass_x_ps,pass_y_ps,fail_x_ps,fail_y_ps,seed,run_group,variant,abort_reason,experiment_id
-375.0,80.0,,,-375.0,80.0,31,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,0,baseline-no-lock-seed-31
-117.0,145.0,,,-117.0,145.0,32,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,2,baseline-no-lock-seed-32
-243.0,105.0,-243.0,105.0,,,33,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,0,baseline-no-lock-seed-33
-301.5,178.0,,,-301.5,178.0,34,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,2,baseline-no-lock-seed-34
-274.5,219.0,-274.5,219.0,,,35,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,0,baseline-no-lock-seed-35
-124.0,243.0,-124.0,243.0,,,36,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,0,baseline-no-lock-seed-36
-329.5,518.0,,,-329.5,518.0,37,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,2,baseline-no-lock-seed-37
-182.5,123.0,,,-182.5,123.0,38,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,2,baseline-no-lock-seed-38
-690.0,516.0,-690.0,516.0,,,39,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,0,baseline-no-lock-seed-39
-213.0,793.0,,,-213.0,793.0,40,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,2,baseline-no-lock-seed-40
-319.0,332.0,,,-319.0,332.0,41,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,2,baseline-no-lock-seed-41
-11.5,359.0,,,-11.5,359.0,42,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,0,baseline-no-lock-seed-42
-303.5,255.0,-303.5,255.0,,,43,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,0,baseline-no-lock-seed-43
-288.0,135.0,,,-288.0,135.0,44,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,0,baseline-no-lock-seed-44
-164.5,360.0,,,-164.5,360.0,45,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,2,baseline-no-lock-seed-45
-281.5,204.0,-281.5,204.0,,,46,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,0,baseline-no-lock-seed-46
-346.5,491.0,,,-346.5,491.0,47,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,2,baseline-no-lock-seed-47
-430.5,69.0,-430.5,69.0,,,48,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,0,baseline-no-lock-seed-48
-243.5,140.0,-243.5,140.0,,,49,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,0,baseline-no-lock-seed-49
-388.0,187.0,-388.0,187.0,,,50,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,0,baseline-no-lock-seed-50
-330.5,311.0,-330.5,311.0,,,51,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,0,baseline-no-lock-seed-51
-402.5,301.0,-402.5,301.0,,,52,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,0,baseline-no-lock-seed-52
-294.5,910.0,-294.5,910.0,,,53,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,0,baseline-no-lock-seed-53
-361.0,752.0,,,-361.0,752.0,54,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,2,baseline-no-lock-seed-54
-299.0,510.0,,,-299.0,510.0,55,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,2,baseline-no-lock-seed-55
-281.5,484.0,-281.5,484.0,,,56,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,0,baseline-no-lock-seed-56
-222.0,181.0,,,-222.0,181.0,57,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,0,baseline-no-lock-seed-57
-223.0,61.0,,,-223.0,61.0,58,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,2,baseline-no-lock-seed-58
-167.5,181.0,-167.5,181.0,,,59,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,0,baseline-no-lock-seed-59
-32.5,166.0,,,-32.5,166.0,60,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,2,baseline-no-lock-seed-60
-360.5,599.0,-360.5,599.0,,,31,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-31
-337.5,162.0,-337.5,162.0,,,32,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-32
-328.0,46.0,,,-328.0,46.0,33,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,2,cntvaluein3-skew-locked-seed-33
-509.0,459.0,-509.0,459.0,,,34,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-34
-340.5,136.0,-340.5,136.0,,,35,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-35
297.5,35.0,,,297.5,35.0,36,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,2,cntvaluein3-skew-locked-seed-36
-207.5,30.0,-207.5,30.0,,,37,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-37
-357.5,212.0,-357.5,212.0,,,38,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-38
-2.0,549.0,,,-2.0,549.0,39,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,2,cntvaluein3-skew-locked-seed-39
142.5,99.0,142.5,99.0,,,40,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-40
78.0,446.0,,,78.0,446.0,41,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,2,cntvaluein3-skew-locked-seed-41
-260.0,630.0,-260.0,630.0,,,42,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-42
-318.5,291.0,-318.5,291.0,,,43,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-43
-470.5,18.0,-470.5,18.0,,,44,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-44
-317.5,650.0,,,-317.5,650.0,45,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,2,cntvaluein3-skew-locked-seed-45
-552.5,3.0,-552.5,3.0,,,46,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-46
-458.0,109.0,-458.0,109.0,,,47,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-47
-240.5,337.0,,,-240.5,337.0,48,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-48
-49.5,526.0,-49.5,526.0,,,49,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-49
-268.5,327.0,,,-268.5,327.0,50,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,2,cntvaluein3-skew-locked-seed-50
-316.5,16.0,,,-316.5,16.0,51,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-51
-273.5,763.0,,,-273.5,763.0,52,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,2,cntvaluein3-skew-locked-seed-52
-313.5,159.0,,,-313.5,159.0,53,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,2,cntvaluein3-skew-locked-seed-53
-504.0,505.0,-504.0,505.0,,,54,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-54
-631.5,78.0,-631.5,78.0,,,55,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-55
-50.0,252.0,-50.0,252.0,,,56,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-56
-300.5,783.0,-300.5,783.0,,,57,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-57
50.0,232.0,50.0,232.0,,,58,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-58
-12.0,30.0,-12.0,30.0,,,59,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-59
-428.0,533.0,,,-428.0,533.0,60,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,2,cntvaluein3-skew-locked-seed-60
-256.0,325.0,-256.0,325.0,,,1,cntvaluein3_lock_heldout_seed_batch,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed1
-302.0,146.0,-302.0,146.0,,,11,cntvaluein3_lock_heldout_seed_batch,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed11
-378.0,350.0,,,-378.0,350.0,12,cntvaluein3_lock_heldout_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed12-long-poll
-179.5,508.0,,,-179.5,508.0,16,cntvaluein3_lock_heldout_long_poll_500,cntvaluein3-skew-locked,2,cntvaluein3-skew-locked-seed16-long-poll
-264.0,69.0,-264.0,69.0,,,20,cntvaluein3_lock_heldout_seed_batch,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed20
-170.0,419.0,,,-170.0,419.0,23,cntvaluein3_lock_heldout_long_poll_500,cntvaluein3-skew-locked,2,cntvaluein3-skew-locked-seed23-long-poll
-329.0,629.0,-329.0,629.0,,,27,cntvaluein3_lock_heldout_seed_batch,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed27
-288.5,538.0,,,-288.5,538.0,28,cntvaluein3_lock_heldout_long_poll_500,cntvaluein3-skew-locked,2,cntvaluein3-skew-locked-seed28-long-poll
-194.0,69.0,,,-194.0,69.0,30,cntvaluein3_lock_heldout_long_poll_500,cntvaluein3-skew-locked,2,cntvaluein3-skew-locked-seed30-long-poll
-494.0,355.0,-494.0,355.0,,,5,cntvaluein3_lock_heldout_seed_batch,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed5
-581.5,522.0,-581.5,522.0,,,6,cntvaluein3_lock_heldout_seed_batch,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed6
-175.5,163.0,-175.5,163.0,,,2,split_idelay_skew_seed2_seed3,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed2
-125.5,533.0,-125.5,533.0,,,3,split_idelay_skew_seed2_seed3,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed3
