x_ps,y_ps,pass_x_ps,pass_y_ps,fail_x_ps,fail_y_ps,seed,run_group,variant,abort_reason,experiment_id
-86.0,141.0,-86.0,141.0,,,1,baseline_no_lock_seed_1_30,baseline-no-lock,0,baseline-no-lock-seed-1
-99.0,153.0,-99.0,153.0,,,10,baseline_no_lock_seed_1_30,baseline-no-lock,0,baseline-no-lock-seed-10
-335.5,301.0,,,-335.5,301.0,11,baseline_no_lock_seed_1_30,baseline-no-lock,2,baseline-no-lock-seed-11
-212.0,117.0,,,-212.0,117.0,12,baseline_no_lock_seed_1_30,baseline-no-lock,2,baseline-no-lock-seed-12
-198.5,164.0,-198.5,164.0,,,13,baseline_no_lock_seed_1_30,baseline-no-lock,0,baseline-no-lock-seed-13
-478.0,198.0,-478.0,198.0,,,14,baseline_no_lock_seed_1_30,baseline-no-lock,0,baseline-no-lock-seed-14
-125.5,17.0,-125.5,17.0,,,15,baseline_no_lock_seed_1_30,baseline-no-lock,0,baseline-no-lock-seed-15
-439.5,480.0,,,-439.5,480.0,16,baseline_no_lock_seed_1_30,baseline-no-lock,0,baseline-no-lock-seed-16
-572.0,809.0,-572.0,809.0,,,17,baseline_no_lock_seed_1_30,baseline-no-lock,0,baseline-no-lock-seed-17
-181.0,23.0,-181.0,23.0,,,18,baseline_no_lock_seed_1_30,baseline-no-lock,0,baseline-no-lock-seed-18
-119.0,351.0,-119.0,351.0,,,19,baseline_no_lock_seed_1_30,baseline-no-lock,0,baseline-no-lock-seed-19
-214.5,707.0,,,-214.5,707.0,2,baseline_no_lock_seed_1_30,baseline-no-lock,2,baseline-no-lock-seed-2
-244.0,421.0,,,-244.0,421.0,20,baseline_no_lock_seed_1_30,baseline-no-lock,2,baseline-no-lock-seed-20
-333.0,11.0,-333.0,11.0,,,21,baseline_no_lock_seed_1_30,baseline-no-lock,0,baseline-no-lock-seed-21
-272.0,66.0,-272.0,66.0,,,22,baseline_no_lock_seed_1_30,baseline-no-lock,0,baseline-no-lock-seed-22
-453.5,230.0,,,-453.5,230.0,23,baseline_no_lock_seed_1_30,baseline-no-lock,2,baseline-no-lock-seed-23
-465.0,97.0,-465.0,97.0,,,24,baseline_no_lock_seed_1_30,baseline-no-lock,0,baseline-no-lock-seed-24
-287.5,254.0,-287.5,254.0,,,25,baseline_no_lock_seed_1_30,baseline-no-lock,0,baseline-no-lock-seed-25
-259.0,10.0,-259.0,10.0,,,26,baseline_no_lock_seed_1_30,baseline-no-lock,0,baseline-no-lock-seed-26
-270.5,400.0,,,-270.5,400.0,27,baseline_no_lock_seed_1_30,baseline-no-lock,2,baseline-no-lock-seed-27
-472.5,179.0,-472.5,179.0,,,28,baseline_no_lock_seed_1_30,baseline-no-lock,0,baseline-no-lock-seed-28
-710.0,56.0,-710.0,56.0,,,29,baseline_no_lock_seed_1_30,baseline-no-lock,0,baseline-no-lock-seed-29
-323.5,53.0,-323.5,53.0,,,3,baseline_no_lock_seed_1_30,baseline-no-lock,0,baseline-no-lock-seed-3
-416.5,143.0,-416.5,143.0,,,30,baseline_no_lock_seed_1_30,baseline-no-lock,0,baseline-no-lock-seed-30
-232.0,140.0,-232.0,140.0,,,4,baseline_no_lock_seed_1_30,baseline-no-lock,0,baseline-no-lock-seed-4
-537.5,139.0,-537.5,139.0,,,5,baseline_no_lock_seed_1_30,baseline-no-lock,0,baseline-no-lock-seed-5
-367.5,326.0,,,-367.5,326.0,6,baseline_no_lock_seed_1_30,baseline-no-lock,2,baseline-no-lock-seed-6
-527.5,214.0,-527.5,214.0,,,7,baseline_no_lock_seed_1_30,baseline-no-lock,0,baseline-no-lock-seed-7
-317.5,317.0,-317.5,317.0,,,8,baseline_no_lock_seed_1_30,baseline-no-lock,0,baseline-no-lock-seed-8
-356.0,265.0,-356.0,265.0,,,9,baseline_no_lock_seed_1_30,baseline-no-lock,0,baseline-no-lock-seed-9
