x_ps,y_ps,pass_x_ps,pass_y_ps,fail_x_ps,fail_y_ps,seed,run_group,variant,abort_reason,experiment_id
390.0,278.0,,,390.0,278.0,36,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,2,cntvaluein3-skew-locked-seed-36
358.0,332.0,358.0,332.0,,,37,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-37
493.0,367.0,493.0,367.0,,,38,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-38
623.0,359.0,,,623.0,359.0,39,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,2,cntvaluein3-skew-locked-seed-39
293.0,342.0,293.0,342.0,,,40,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-40
431.0,450.0,,,431.0,450.0,41,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,2,cntvaluein3-skew-locked-seed-41
421.0,276.0,421.0,276.0,,,42,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-42
1452.0,208.0,1452.0,208.0,,,43,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-43
1018.0,403.0,1018.0,403.0,,,44,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-44
786.0,139.0,,,786.0,139.0,45,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,2,cntvaluein3-skew-locked-seed-45
779.0,301.0,779.0,301.0,,,46,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-46
598.0,278.0,598.0,278.0,,,47,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-47
1377.0,212.0,,,1377.0,212.0,48,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-48
961.0,411.0,961.0,411.0,,,49,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-49
444.0,174.0,,,444.0,174.0,50,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,2,cntvaluein3-skew-locked-seed-50
1330.0,365.0,,,1330.0,365.0,51,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-51
768.0,400.0,,,768.0,400.0,52,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,2,cntvaluein3-skew-locked-seed-52
628.0,275.0,,,628.0,275.0,53,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,2,cntvaluein3-skew-locked-seed-53
1097.0,332.0,1097.0,332.0,,,54,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-54
289.0,275.0,289.0,275.0,,,55,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-55
885.0,299.0,885.0,299.0,,,56,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-56
967.0,161.0,967.0,161.0,,,57,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-57
444.0,53.0,444.0,53.0,,,58,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-58
579.0,51.0,579.0,51.0,,,59,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-59
886.0,23.0,,,886.0,23.0,60,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,2,cntvaluein3-skew-locked-seed-60
1007.0,342.0,1007.0,342.0,,,1,cntvaluein3_lock_heldout_seed_batch,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed1
801.0,268.0,801.0,268.0,,,11,cntvaluein3_lock_heldout_seed_batch,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed11
1232.0,184.0,,,1232.0,184.0,12,cntvaluein3_lock_heldout_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed12-long-poll
868.0,168.0,,,868.0,168.0,16,cntvaluein3_lock_heldout_long_poll_500,cntvaluein3-skew-locked,2,cntvaluein3-skew-locked-seed16-long-poll
1191.0,418.0,1191.0,418.0,,,20,cntvaluein3_lock_heldout_seed_batch,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed20
884.0,15.0,,,884.0,15.0,23,cntvaluein3_lock_heldout_long_poll_500,cntvaluein3-skew-locked,2,cntvaluein3-skew-locked-seed23-long-poll
765.0,365.0,765.0,365.0,,,27,cntvaluein3_lock_heldout_seed_batch,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed27
480.0,420.0,,,480.0,420.0,28,cntvaluein3_lock_heldout_long_poll_500,cntvaluein3-skew-locked,2,cntvaluein3-skew-locked-seed28-long-poll
655.0,319.0,,,655.0,319.0,30,cntvaluein3_lock_heldout_long_poll_500,cntvaluein3-skew-locked,2,cntvaluein3-skew-locked-seed30-long-poll
960.0,451.0,960.0,451.0,,,5,cntvaluein3_lock_heldout_seed_batch,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed5
1335.0,432.0,1335.0,432.0,,,6,cntvaluein3_lock_heldout_seed_batch,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed6
734.0,582.0,734.0,582.0,,,2,split_idelay_skew_seed2_seed3,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed2
1278.0,338.0,1278.0,338.0,,,3,split_idelay_skew_seed2_seed3,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed3
