x_ps,y_ps,pass_x_ps,pass_y_ps,fail_x_ps,fail_y_ps,seed,run_group,variant,abort_reason,experiment_id
602.0,359.0,602.0,359.0,,,1,baseline_no_lock_seed_1_30,baseline-no-lock,0,baseline-no-lock-seed-1
615.0,271.0,615.0,271.0,,,10,baseline_no_lock_seed_1_30,baseline-no-lock,0,baseline-no-lock-seed-10
227.0,492.0,,,227.0,492.0,11,baseline_no_lock_seed_1_30,baseline-no-lock,2,baseline-no-lock-seed-11
492.0,278.0,,,492.0,278.0,12,baseline_no_lock_seed_1_30,baseline-no-lock,2,baseline-no-lock-seed-12
518.0,319.0,518.0,319.0,,,13,baseline_no_lock_seed_1_30,baseline-no-lock,0,baseline-no-lock-seed-13
615.0,521.0,615.0,521.0,,,14,baseline_no_lock_seed_1_30,baseline-no-lock,0,baseline-no-lock-seed-14
683.0,364.0,683.0,364.0,,,15,baseline_no_lock_seed_1_30,baseline-no-lock,0,baseline-no-lock-seed-15
701.0,552.0,,,701.0,552.0,16,baseline_no_lock_seed_1_30,baseline-no-lock,0,baseline-no-lock-seed-16
995.0,204.0,995.0,204.0,,,17,baseline_no_lock_seed_1_30,baseline-no-lock,0,baseline-no-lock-seed-17
386.0,27.0,386.0,27.0,,,18,baseline_no_lock_seed_1_30,baseline-no-lock,0,baseline-no-lock-seed-18
324.0,166.0,324.0,166.0,,,19,baseline_no_lock_seed_1_30,baseline-no-lock,0,baseline-no-lock-seed-19
625.0,25.0,,,625.0,25.0,2,baseline_no_lock_seed_1_30,baseline-no-lock,2,baseline-no-lock-seed-2
291.0,204.0,,,291.0,204.0,20,baseline_no_lock_seed_1_30,baseline-no-lock,2,baseline-no-lock-seed-20
544.0,68.0,544.0,68.0,,,21,baseline_no_lock_seed_1_30,baseline-no-lock,0,baseline-no-lock-seed-21
729.0,278.0,729.0,278.0,,,22,baseline_no_lock_seed_1_30,baseline-no-lock,0,baseline-no-lock-seed-22
439.0,278.0,,,439.0,278.0,23,baseline_no_lock_seed_1_30,baseline-no-lock,2,baseline-no-lock-seed-23
408.0,401.0,408.0,401.0,,,24,baseline_no_lock_seed_1_30,baseline-no-lock,0,baseline-no-lock-seed-24
596.0,51.0,596.0,51.0,,,25,baseline_no_lock_seed_1_30,baseline-no-lock,0,baseline-no-lock-seed-25
511.0,276.0,511.0,276.0,,,26,baseline_no_lock_seed_1_30,baseline-no-lock,0,baseline-no-lock-seed-26
314.0,178.0,,,314.0,178.0,27,baseline_no_lock_seed_1_30,baseline-no-lock,2,baseline-no-lock-seed-27
668.0,204.0,668.0,204.0,,,28,baseline_no_lock_seed_1_30,baseline-no-lock,0,baseline-no-lock-seed-28
436.0,204.0,436.0,204.0,,,29,baseline_no_lock_seed_1_30,baseline-no-lock,0,baseline-no-lock-seed-29
1075.0,204.0,1075.0,204.0,,,3,baseline_no_lock_seed_1_30,baseline-no-lock,0,baseline-no-lock-seed-3
552.0,233.0,552.0,233.0,,,30,baseline_no_lock_seed_1_30,baseline-no-lock,0,baseline-no-lock-seed-30
579.0,221.0,579.0,221.0,,,4,baseline_no_lock_seed_1_30,baseline-no-lock,0,baseline-no-lock-seed-4
513.0,413.0,513.0,413.0,,,5,baseline_no_lock_seed_1_30,baseline-no-lock,0,baseline-no-lock-seed-5
808.0,103.0,,,808.0,103.0,6,baseline_no_lock_seed_1_30,baseline-no-lock,2,baseline-no-lock-seed-6
272.0,109.0,272.0,109.0,,,7,baseline_no_lock_seed_1_30,baseline-no-lock,0,baseline-no-lock-seed-7
370.0,477.0,370.0,477.0,,,8,baseline_no_lock_seed_1_30,baseline-no-lock,0,baseline-no-lock-seed-8
824.0,377.0,824.0,377.0,,,9,baseline_no_lock_seed_1_30,baseline-no-lock,0,baseline-no-lock-seed-9
442.0,204.0,,,442.0,204.0,31,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,0,baseline-no-lock-seed-31
606.0,434.0,,,606.0,434.0,32,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,2,baseline-no-lock-seed-32
375.0,450.0,375.0,450.0,,,33,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,0,baseline-no-lock-seed-33
349.0,202.0,,,349.0,202.0,34,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,2,baseline-no-lock-seed-34
696.0,334.0,696.0,334.0,,,35,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,0,baseline-no-lock-seed-35
752.0,290.0,752.0,290.0,,,36,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,0,baseline-no-lock-seed-36
403.0,33.0,,,403.0,33.0,37,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,2,baseline-no-lock-seed-37
719.0,307.0,,,719.0,307.0,38,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,2,baseline-no-lock-seed-38
778.0,278.0,778.0,278.0,,,39,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,0,baseline-no-lock-seed-39
439.0,556.0,,,439.0,556.0,40,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,2,baseline-no-lock-seed-40
548.0,1.0,,,548.0,1.0,41,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,2,baseline-no-lock-seed-41
411.0,102.0,,,411.0,102.0,42,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,0,baseline-no-lock-seed-42
372.0,0.0,372.0,0.0,,,43,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,0,baseline-no-lock-seed-43
865.0,260.0,,,865.0,260.0,44,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,0,baseline-no-lock-seed-44
338.0,199.0,,,338.0,199.0,45,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,2,baseline-no-lock-seed-45
584.0,210.0,584.0,210.0,,,46,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,0,baseline-no-lock-seed-46
552.0,0.0,,,552.0,0.0,47,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,2,baseline-no-lock-seed-47
405.0,204.0,405.0,204.0,,,48,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,0,baseline-no-lock-seed-48
559.0,260.0,559.0,260.0,,,49,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,0,baseline-no-lock-seed-49
651.0,416.0,651.0,416.0,,,50,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,0,baseline-no-lock-seed-50
789.0,278.0,789.0,278.0,,,51,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,0,baseline-no-lock-seed-51
542.0,332.0,542.0,332.0,,,52,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,0,baseline-no-lock-seed-52
765.0,583.0,765.0,583.0,,,53,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,0,baseline-no-lock-seed-53
471.0,25.0,,,471.0,25.0,54,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,2,baseline-no-lock-seed-54
409.0,84.0,,,409.0,84.0,55,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,2,baseline-no-lock-seed-55
514.0,461.0,514.0,461.0,,,56,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,0,baseline-no-lock-seed-56
781.0,3.0,,,781.0,3.0,57,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,0,baseline-no-lock-seed-57
233.0,187.0,,,233.0,187.0,58,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,2,baseline-no-lock-seed-58
322.0,275.0,322.0,275.0,,,59,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,0,baseline-no-lock-seed-59
311.0,390.0,,,311.0,390.0,60,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,baseline-no-lock,2,baseline-no-lock-seed-60
1260.0,278.0,1260.0,278.0,,,31,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-31
1176.0,540.0,1176.0,540.0,,,32,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-32
589.0,275.0,,,589.0,275.0,33,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,2,cntvaluein3-skew-locked-seed-33
1169.0,276.0,1169.0,276.0,,,34,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-34
1289.0,203.0,1289.0,203.0,,,35,seed_31_60_baseline_cntvaluein3_lock_long_poll_500,cntvaluein3-skew-locked,0,cntvaluein3-skew-locked-seed-35
