trial,trial_kind,seed,complete,pass,fail_reasons,state_calibrate,instruction_address,wrong_read_data,abort_reason_name,abort_lane,abort_start_index_check,abort_dq_target_index,result_json,note
3,partial_repeat_reprogram_30s_poll,1,True,True,,23,22,0,none,0,0,0,artifacts/hardware/baseline-no-lock-seed-1-30-repeatability/trial-03/baseline-no-lock-seed-1-trial-03.json,partial trial stopped at user request; excluded from full-matrix determinism classification
3,partial_repeat_reprogram_30s_poll,2,True,False,"calib_incomplete,calib_state_not_done,bist_not_done",0,2,0,check_starting_data_search_exhausted,1,48,33,artifacts/hardware/baseline-no-lock-seed-1-30-repeatability/trial-03/baseline-no-lock-seed-2-trial-03.json,partial trial stopped at user request; excluded from full-matrix determinism classification
3,partial_repeat_reprogram_30s_poll,3,True,True,,23,22,0,none,0,0,0,artifacts/hardware/baseline-no-lock-seed-1-30-repeatability/trial-03/baseline-no-lock-seed-3-trial-03.json,partial trial stopped at user request; excluded from full-matrix determinism classification
3,partial_repeat_reprogram_30s_poll,4,True,True,,23,22,0,none,0,0,0,artifacts/hardware/baseline-no-lock-seed-1-30-repeatability/trial-03/baseline-no-lock-seed-4-trial-03.json,partial trial stopped at user request; excluded from full-matrix determinism classification
3,partial_repeat_reprogram_30s_poll,5,True,True,,23,22,0,none,0,0,0,artifacts/hardware/baseline-no-lock-seed-1-30-repeatability/trial-03/baseline-no-lock-seed-5-trial-03.json,partial trial stopped at user request; excluded from full-matrix determinism classification
