experiment_id,run_group,seed,variant,payload_version,pass,fail_reasons,state_calibrate,instruction_address,calib_complete,bist_done,correct_read_data,wrong_read_data,abort_seen,abort_reason,abort_reason_name,abort_lane,abort_state,abort_instruction,abort_start_index_check,abort_lane_write_dq_late,abort_lane_read_dq_early,abort_dq_target_index,abort_data_start_index,idelay_data_tap_mismatch_seen,idelay_dqs_tap_mismatch_seen,data_mismatch_lane_mask,dqs_mismatch_lane_mask,reset_from_calibrate_ever,reset_from_test_ever,sync_rst_reasserted_after_release,phy_reset_reasserted_after_release,wrong_read_seen,bitstream_sha256,result_json,finished_at,nextpnr_json,cvc_sdf,fasm,interpretation
seed27_late_invalid_window_recovery,analyze-data-invalid-window-recovery-late-only-gate1,27,analyze-data-invalid-window-recovery-late-only,3,True,,23,19,True,True,100663295,0,False,0,none,0,,,0,False,False,0,0,False,False,0,0,False,False,False,False,False,8afb0fabbd6d9bbbda33e796cf6b58f24626136f656889cc6f53d26a4e416d05,artifacts/hardware/analyze-data-invalid-window-recovery-late-only-gate1/seed27_late_invalid_window_recovery.json,2026-05-29T09:49:42.441840+00:00,,,,passes calibration and BIST
seed3_late_invalid_window_recovery_control,analyze-data-invalid-window-recovery-late-only-gate1,3,analyze-data-invalid-window-recovery-late-only,3,True,,23,22,True,True,100663295,0,False,0,none,0,,,0,False,False,0,0,False,False,0,0,False,False,False,False,False,27085657095338b8abf3854f279bd51ac57ce08ab7284272f4c4ff124b7d7df0,artifacts/hardware/analyze-data-invalid-window-recovery-late-only-gate1/seed3_late_invalid_window_recovery_control.json,2026-05-29T09:50:17.674236+00:00,,,,passes calibration and BIST
seed23_late_invalid_window_recovery_control,analyze-data-invalid-window-recovery-late-only-gate1,23,analyze-data-invalid-window-recovery-late-only,3,False,"calib_incomplete,calib_state_not_done,bist_not_done",0,1,False,False,0,0,True,6,analyze_data_invalid_window_exhausted,0,,,0,False,False,60,0,False,False,0,0,True,False,True,True,False,790cba630825987140a4f93a01f4676b0c2b6eb0436cf0b8b50a63dbea470200,artifacts/hardware/analyze-data-invalid-window-recovery-late-only-gate1/seed23_late_invalid_window_recovery_control.json,2026-05-29T09:51:13.913087+00:00,,,,fails after analyze_data_invalid_window_exhausted; final state 0 instruction 1; lane 0 start_index_check=0 dq_target_index=60
