delta_ps,good_ps,bad_ps,bad_lane,bad_bit,bad_families,key,good_text,bad_text
8268.0,192.0,8460.0,all,,['other'],INTERCONNECT:$abc$$lut$flattenddr3_top_inst.ddr3_controller_inst.$shiftx$rtl/ddr3_controller.v:0$N.buffer[86].A6,(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$shiftx\$rtl/ddr3_controller\.v\:0\$9080\.buffer\[86\].A6 (192:192:192) (192:192:192)),(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$shiftx\$rtl/ddr3_controller\.v\:0\$9080\.buffer\[86\].A6 (8460:8460:8460) (8460:8460:8460))
8207.0,192.0,8399.0,all,,['other'],INTERCONNECT:$abc$$lut$flattenddr3_top_inst.ddr3_controller_inst.$shiftx$rtl/ddr3_controller.v:0$N.buffer[5].A6,(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$shiftx\$rtl/ddr3_controller\.v\:0\$9080\.buffer\[5\].A6 (192:192:192) (192:192:192)),(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$shiftx\$rtl/ddr3_controller\.v\:0\$9080\.buffer\[5\].A6 (8399:8399:8399) (8399:8399:8399))
8148.0,192.0,8340.0,all,,['other'],INTERCONNECT:$abc$$lut$flattenddr3_top_inst.ddr3_controller_inst.$shiftx$rtl/ddr3_controller.v:0$N.buffer[21].A6,(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$shiftx\$rtl/ddr3_controller\.v\:0\$9080\.buffer\[21\].A6 (192:192:192) (192:192:192)),(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$shiftx\$rtl/ddr3_controller\.v\:0\$9080\.buffer\[21\].A6 (8340:8340:8340) (8340:8340:8340))
8132.0,192.0,8324.0,all,,['other'],INTERCONNECT:$abc$$lut$flattenddr3_top_inst.ddr3_controller_inst.$shiftx$rtl/ddr3_controller.v:0$N.buffer[103].A6,(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$shiftx\$rtl/ddr3_controller\.v\:0\$9080\.buffer\[103\].A6 (192:192:192) (192:192:192)),(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$shiftx\$rtl/ddr3_controller\.v\:0\$9080\.buffer\[103\].A6 (8324:8324:8324) (8324:8324:8324))
8103.0,192.0,8295.0,all,,['other'],INTERCONNECT:$abc$$lut$flattenddr3_top_inst.ddr3_phy_inst.$ternary$rtl/ddr3_phy.v:1304$N_Y[2].A6,(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_phy_inst\.\$ternary\$rtl/ddr3_phy\.v\:1304\$7436_Y\[2\].A6 (192:192:192) (192:192:192)),(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_phy_inst\.\$ternary\$rtl/ddr3_phy\.v\:1304\$7436_Y\[2\].A6 (8295:8295:8295) (8295:8295:8295))
8073.0,192.0,8265.0,all,,['other'],INTERCONNECT:$abc$$lut$flattenddr3_top_inst.ddr3_phy_inst.$ternary$rtl/ddr3_phy.v:1304$N_Y[4].A6,(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_phy_inst\.\$ternary\$rtl/ddr3_phy\.v\:1304\$7436_Y\[4\].A6 (192:192:192) (192:192:192)),(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_phy_inst\.\$ternary\$rtl/ddr3_phy\.v\:1304\$7436_Y\[4\].A6 (8265:8265:8265) (8265:8265:8265))
7863.0,192.0,8055.0,all,,['other'],INTERCONNECT:$abc$$lut$flattenddr3_top_inst.ddr3_controller_inst.$shiftx$rtl/ddr3_controller.v:0$N.buffer[66].A6,(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$shiftx\$rtl/ddr3_controller\.v\:0\$9080\.buffer\[66\].A6 (192:192:192) (192:192:192)),(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$shiftx\$rtl/ddr3_controller\.v\:0\$9080\.buffer\[66\].A6 (8055:8055:8055) (8055:8055:8055))
7847.0,192.0,8039.0,all,,['other'],INTERCONNECT:$abc$$lut$flattenddr3_top_inst.ddr3_controller_inst.$shiftx$rtl/ddr3_controller.v:0$N.buffer[65].A6,(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$shiftx\$rtl/ddr3_controller\.v\:0\$9080\.buffer\[65\].A6 (192:192:192) (192:192:192)),(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$shiftx\$rtl/ddr3_controller\.v\:0\$9080\.buffer\[65\].A6 (8039:8039:8039) (8039:8039:8039))
7458.0,192.0,7650.0,all,,"['dqs_input', 'idelay_control']",INTERCONNECT:$abc$$lutddr3_top_inst.ddr3_phy_inst.i_controller_idelay_dqs_cntvaluein[4].A6,(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\\ddr3_top_inst\.ddr3_phy_inst\.i_controller_idelay_dqs_cntvaluein\[4\].A6 (192:192:192) (192:192:192)),(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\\ddr3_top_inst\.ddr3_phy_inst\.i_controller_idelay_dqs_cntvaluein\[4\].A6 (7650:7650:7650) (7650:7650:7650))
7422.0,467.0,7889.0,all,,['other'],INTERCONNECT:bist_counts[10]$LUT$N.A1,(INTERCONNECT \$auto\$ff\.cc\:266\:slice\$42625.Q bist_counts\[10\]\$LUT\$552.A1 (467:467:467) (467:467:467)),(INTERCONNECT \$PACKER_GND_DRV.Y bist_counts\[10\]\$LUT\$552.A1 (7889:7889:7889) (7889:7889:7889))
7230.0,150.0,7380.0,all,,['other'],INTERCONNECT:bist_counts[42]$LUT$N.A3,(INTERCONNECT \$auto\$ff\.cc\:266\:slice\$42657.Q bist_counts\[42\]\$LUT\$680.A3 (150:150:150) (150:150:150)),(INTERCONNECT \$PACKER_GND_DRV.Y bist_counts\[42\]\$LUT\$680.A3 (7380:7380:7380) (7380:7380:7380))
7202.0,192.0,7394.0,all,,['other'],INTERCONNECT:$abc$$lutddr3_top_inst.ddr3_controller_inst.delay_before_read_counter_d[1][1].A6,(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\\ddr3_top_inst\.ddr3_controller_inst\.delay_before_read_counter_d\[1\]\[1\].A6 (192:192:192) (192:192:192)),(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\\ddr3_top_inst\.ddr3_controller_inst\.delay_before_read_counter_d\[1\]\[1\].A6 (7394:7394:7394) (7394:7394:7394))
7003.0,437.0,7440.0,all,,['other'],INTERCONNECT:bist_counts[35]$LUT$N.A1,(INTERCONNECT \$auto\$ff\.cc\:266\:slice\$42650.Q bist_counts\[35\]\$LUT\$652.A1 (437:437:437) (437:437:437)),(INTERCONNECT \$PACKER_GND_DRV.Y bist_counts\[35\]\$LUT\$652.A1 (7440:7440:7440) (7440:7440:7440))
6992.0,192.0,7184.0,all,,['other'],INTERCONNECT:$abc$$lut$flattenddr3_top_inst.ddr3_controller_inst.$procmux$N.Y[12].A6,(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$procmux\$13907\.Y\[12\].A6 (192:192:192) (192:192:192)),(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$procmux\$13907\.Y\[12\].A6 (7184:7184:7184) (7184:7184:7184))
6992.0,192.0,7184.0,all,,['other'],INTERCONNECT:$abc$$lut$flattenddr3_top_inst.ddr3_controller_inst.$procmux$N.Y[20].A6,(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$procmux\$13907\.Y\[20\].A6 (192:192:192) (192:192:192)),(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$procmux\$13907\.Y\[20\].A6 (7184:7184:7184) (7184:7184:7184))
6992.0,192.0,7184.0,all,,['other'],INTERCONNECT:$abc$$lut$flattenddr3_top_inst.ddr3_controller_inst.$procmux$N.Y[23].A6,(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$procmux\$13907\.Y\[23\].A6 (192:192:192) (192:192:192)),(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$procmux\$13907\.Y\[23\].A6 (7184:7184:7184) (7184:7184:7184))
6966.0,323.0,7289.0,all,,['other'],INTERCONNECT:bist_counts[55]$LUT$N.A1,(INTERCONNECT \$auto\$ff\.cc\:266\:slice\$42670.Q bist_counts\[55\]\$LUT\$732.A1 (323:323:323) (323:323:323)),(INTERCONNECT \$PACKER_GND_DRV.Y bist_counts\[55\]\$LUT\$732.A1 (7289:7289:7289) (7289:7289:7289))
6933.0,192.0,7125.0,all,,['other'],INTERCONNECT:$abc$$lut$flattenddr3_top_inst.ddr3_controller_inst.$procmux$N.Y[14].A6,(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$procmux\$13907\.Y\[14\].A6 (192:192:192) (192:192:192)),(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$procmux\$13907\.Y\[14\].A6 (7125:7125:7125) (7125:7125:7125))
6933.0,192.0,7125.0,all,,['other'],INTERCONNECT:$abc$$lut$flattenddr3_top_inst.ddr3_controller_inst.$procmux$N.Y[19].A6,(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$procmux\$13907\.Y\[19\].A6 (192:192:192) (192:192:192)),(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$procmux\$13907\.Y\[19\].A6 (7125:7125:7125) (7125:7125:7125))
6933.0,192.0,7125.0,all,,['other'],INTERCONNECT:$abc$$lut$flattenddr3_top_inst.ddr3_controller_inst.$procmux$N.Y[8].A6,(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$procmux\$13907\.Y\[8\].A6 (192:192:192) (192:192:192)),(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$procmux\$13907\.Y\[8\].A6 (7125:7125:7125) (7125:7125:7125))
6887.0,192.0,7079.0,all,,['other'],INTERCONNECT:$abc$$lutddr3_top_inst.ddr3_controller_inst.cmd_d[0][12].A6,(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\\ddr3_top_inst\.ddr3_controller_inst\.cmd_d\[0\]\[12\].A6 (192:192:192) (192:192:192)),(INTERCONNECT \$PACKER_VCC_DRV.Y \$abc\$179448\$lut\\ddr3_top_inst\.ddr3_controller_inst\.cmd_d\[0\]\[12\].A6 (7079:7079:7079) (7079:7079:7079))
6879.0,381.0,7260.0,all,,['other'],INTERCONNECT:bist_counts[59]$LUT$N.A1,(INTERCONNECT \$auto\$ff\.cc\:266\:slice\$42674.Q bist_counts\[59\]\$LUT\$748.A1 (381:381:381) (381:381:381)),(INTERCONNECT \$PACKER_GND_DRV.Y bist_counts\[59\]\$LUT\$748.A1 (7260:7260:7260) (7260:7260:7260))
6615.0,1154.0,7769.0,all,,['other'],INTERCONNECT:bist_counts[24]$LUT$N.A3,(INTERCONNECT \$auto\$ff\.cc\:266\:slice\$42639.Q bist_counts\[24\]\$LUT\$608.A3 (1154:1154:1154) (1154:1154:1154)),(INTERCONNECT \$PACKER_GND_DRV.Y bist_counts\[24\]\$LUT\$608.A3 (7769:7769:7769) (7769:7769:7769))
2400.0,0.0,2400.0,all,,['other'],INTERCONNECT:$abc$$lutddr3_top_inst.ddr3_controller_inst.bank_active_row_d[4][7].A2,(INTERCONNECT \$auto\$ff\.cc\:266\:slice\$43791.Q \$abc\$179448\$lut\\ddr3_top_inst\.ddr3_controller_inst\.bank_active_row_d\[4\]\[7\].A2 (0:0:0) (0:0:0)),(INTERCONNECT \$abc\$179448\$lut\$aiger179447\$6745.O6 \$abc\$179448\$lut\\ddr3_top_inst\.ddr3_controller_inst\.bank_active_row_d\[4\]\[7\].A2 (2400:2400:2400) (2400:2400:2400))
2219.0,150.0,2369.0,all,,['other'],INTERCONNECT:$abc$$lutddr3_top_inst.ddr3_controller_inst.bank_active_row_d[7][7].A2,(INTERCONNECT \$abc\$179448\$lut\$aiger179447\$6862.O6 \$abc\$179448\$lut\\ddr3_top_inst\.ddr3_controller_inst\.bank_active_row_d\[7\]\[7\].A2 (150:150:150) (150:150:150)),(INTERCONNECT \$abc\$179448\$lut\$aiger179447\$6859.O6 \$abc\$179448\$lut\\ddr3_top_inst\.ddr3_controller_inst\.bank_active_row_d\[7\]\[7\].A2 (2369:2369:2369) (2369:2369:2369))
2093.0,324.0,2417.0,all,,['other'],INTERCONNECT:$abc$$lut$flattenddr3_top_inst.ddr3_controller_inst.$procmux$N_Y[6].A2,(INTERCONNECT \$abc\$179448\$lut\$aiger179447\$14610.O5 \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$procmux\$26130_Y\[6\].A2 (324:324:324) (324:324:324)),(INTERCONNECT \$abc\$179448\$lut\$aiger179447\$6038.O6 \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$procmux\$26139_Y\[6\].A2 (2417:2417:2417) (2417:2417:2417))
2043.0,326.0,2369.0,all,,['other'],INTERCONNECT:$abc$$lut$flattenddr3_top_inst.ddr3_controller_inst.$procmux$N_Y[10].A3,(INTERCONNECT \$abc\$179448\$lut\$aiger179447\$16260.O5 \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$procmux\$26130_Y\[10\].A3 (326:326:326) (326:326:326)),(INTERCONNECT \$auto\$ff\.cc\:266\:slice\$43521.Q \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$procmux\$26139_Y\[10\].A3 (2369:2369:2369) (2369:2369:2369))
1980.0,0.0,1980.0,all,,['other'],INTERCONNECT:$abc$$lutddr3_top_inst.ddr3_controller_inst.stage1_next_row_d[5].A2,(INTERCONNECT \$auto\$ff\.cc\:266\:slice\$43688.Q \$abc\$179448\$lut\\ddr3_top_inst\.ddr3_controller_inst\.stage1_next_row_d\[5\].A2 (0:0:0) (0:0:0)),(INTERCONNECT \$auto\$ff\.cc\:266\:slice\$38332.Q \$abc\$179448\$lut\\ddr3_top_inst\.ddr3_controller_inst\.stage1_next_row_d\[5\].A2 (1980:1980:1980) (1980:1980:1980))
1845.0,150.0,1995.0,all,,['other'],INTERCONNECT:$abc$$lut$flattenddr3_top_inst.ddr3_controller_inst.$procmux$N_Y[16].A4,(INTERCONNECT \$abc\$179448\$lut\$aiger179447\$17307.O6 \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$procmux\$26130_Y\[16\].A4 (150:150:150) (150:150:150)),(INTERCONNECT \$abc\$179448\$lut\$aiger179447\$6425.O5 \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$procmux\$26139_Y\[16\].A4 (1995:1995:1995) (1995:1995:1995))
1815.0,734.0,2549.0,all,,['other'],INTERCONNECT:$abc$$lutddr3_top_inst.ddr3_controller_inst.cmd_d[2][4].A3,(INTERCONNECT \$abc\$179448\$lut\$aiger179447\$5927.O6 \$abc\$179448\$lut\\ddr3_top_inst\.ddr3_controller_inst\.cmd_d\[2\]\[4\].A3 (734:734:734) (734:734:734)),(INTERCONNECT \$abc\$179448\$lut\\ddr3_top_inst\.ddr3_controller_inst\.cmd_d\[2\]\[23\].O6 \$abc\$179448\$lut\\ddr3_top_inst\.ddr3_controller_inst\.cmd_d\[2\]\[4\].A3 (2549:2549:2549) (2549:2549:2549))
1785.0,584.0,2369.0,all,,['other'],INTERCONNECT:$abc$$lut$flattenddr3_top_inst.ddr3_controller_inst.$shiftx$rtl/ddr3_controller.v:0$N.buffer[38].A2,(INTERCONNECT \$auto\$ff\.cc\:266\:slice\$42933.Q \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$shiftx\$rtl/ddr3_controller\.v\:0\$9080\.buffer\[38\].A2 (584:584:584) (584:584:584)),(INTERCONNECT \$auto\$ff\.cc\:266\:slice\$42761.Q \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$shiftx\$rtl/ddr3_controller\.v\:0\$9080\.buffer\[38\].A2 (2369:2369:2369) (2369:2369:2369))
1777.0,308.0,2085.0,all,,['other'],INTERCONNECT:$abc$$lut$flattenddr3_top_inst.ddr3_controller_inst.$shiftx$rtl/ddr3_controller.v:0$N.buffer[23].A4,(INTERCONNECT \$auto\$ff\.cc\:266\:slice\$42982.Q \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$shiftx\$rtl/ddr3_controller\.v\:0\$9080\.buffer\[23\].A4 (308:308:308) (308:308:308)),(INTERCONNECT \$auto\$ff\.cc\:266\:slice\$42910.Q \$abc\$179448\$lut\$flatten\\ddr3_top_inst\.\\ddr3_controller_inst\.\$shiftx\$rtl/ddr3_controller\.v\:0\$9080\.buffer\[23\].A4 (2085:2085:2085) (2085:2085:2085))
