experiment_id,seed,variant,rtl_commit,bitstream_file,bitstream_store_path,role
explicit-invalid-sample-state-heldout-seed5,5,explicit-invalid-sample-state,7bd3125,/nix/store/z9066y0c4p9ii2h9cnas7vmwp29hzmfs-ypcb-ddr3-bitstream-seed-5/ypcb_00338_1p1_ddr3_openxc7.bit,/nix/store/z9066y0c4p9ii2h9cnas7vmwp29hzmfs-ypcb-ddr3-bitstream-seed-5,seed5_regression_control
explicit-invalid-sample-state-heldout-seed6,6,explicit-invalid-sample-state,7bd3125,/nix/store/l0iawa7c71id85hj2rf8ab33n92chvyf-ypcb-ddr3-bitstream-seed-6/ypcb_00338_1p1_ddr3_openxc7.bit,/nix/store/l0iawa7c71id85hj2rf8ab33n92chvyf-ypcb-ddr3-bitstream-seed-6,heldout_previous_pass_former_fail_no_abort
explicit-invalid-sample-state-heldout-seed27,27,explicit-invalid-sample-state,7bd3125,/nix/store/g0g287migc51nlz39lkwx0hd3cic83dd-ypcb-ddr3-bitstream-seed-27/ypcb_00338_1p1_ddr3_openxc7.bit,/nix/store/g0g287migc51nlz39lkwx0hd3cic83dd-ypcb-ddr3-bitstream-seed-27,heldout_previous_pass_invalid_window_fail
explicit-invalid-sample-state-heldout-seed2,2,explicit-invalid-sample-state,7bd3125,/nix/store/82azkrfy0l3lbjgish5q7xm8zfihrvsm-ypcb-ddr3-bitstream-seed-2/ypcb_00338_1p1_ddr3_openxc7.bit,/nix/store/82azkrfy0l3lbjgish5q7xm8zfihrvsm-ypcb-ddr3-bitstream-seed-2,heldout_previous_pass_former_fail
explicit-invalid-sample-state-heldout-seed11,11,explicit-invalid-sample-state,7bd3125,/nix/store/5pf81b0baqd9y7ydg3ib2q72gf2vakbz-ypcb-ddr3-bitstream-seed-11/ypcb_00338_1p1_ddr3_openxc7.bit,/nix/store/5pf81b0baqd9y7ydg3ib2q72gf2vakbz-ypcb-ddr3-bitstream-seed-11,heldout_previous_pass_former_fail
explicit-invalid-sample-state-heldout-seed12,12,explicit-invalid-sample-state,7bd3125,/nix/store/imkflmrz06jnw9qwa8g993maijakancg-ypcb-ddr3-bitstream-seed-12/ypcb_00338_1p1_ddr3_openxc7.bit,/nix/store/imkflmrz06jnw9qwa8g993maijakancg-ypcb-ddr3-bitstream-seed-12,heldout_previous_pass_former_fail_no_abort
explicit-invalid-sample-state-heldout-seed16,16,explicit-invalid-sample-state,7bd3125,/nix/store/xbzll75s04md0js3qy7dcy6rks7k9yh6-ypcb-ddr3-bitstream-seed-16/ypcb_00338_1p1_ddr3_openxc7.bit,/nix/store/xbzll75s04md0js3qy7dcy6rks7k9yh6-ypcb-ddr3-bitstream-seed-16,heldout_previous_pass_former_fail
explicit-invalid-sample-state-heldout-seed20,20,explicit-invalid-sample-state,7bd3125,/nix/store/smj0s75c0v9s8b55pcpnmnc8cdbahi3m-ypcb-ddr3-bitstream-seed-20/ypcb_00338_1p1_ddr3_openxc7.bit,/nix/store/smj0s75c0v9s8b55pcpnmnc8cdbahi3m-ypcb-ddr3-bitstream-seed-20,heldout_previous_pass_former_fail
explicit-invalid-sample-state-heldout-seed3,3,explicit-invalid-sample-state,7bd3125,/nix/store/lcdhgrcs44001w8yxnw8mijy62fkp080-ypcb-ddr3-bitstream-seed-3/ypcb_00338_1p1_ddr3_openxc7.bit,/nix/store/lcdhgrcs44001w8yxnw8mijy62fkp080-ypcb-ddr3-bitstream-seed-3,known_pass_control
