feature,metric,family,lane,bit,control_bit,scope,n_total,sign_flip_total,abs_improved_total,abs_worsened_total,fail_to_pass_n,fail_to_pass_median_delta_ps,fail_to_pass_median_delta_abs_ps,fail_to_pass_sign_flip_count,fail_to_pass_abs_improved_count,fail_to_pass_abs_worsened_count,fail_to_fail_n,fail_to_fail_median_delta_ps,fail_to_fail_median_delta_abs_ps,fail_to_fail_sign_flip_count,fail_to_fail_abs_improved_count,fail_to_fail_abs_worsened_count,pass_to_fail_n,pass_to_fail_median_delta_ps,pass_to_fail_median_delta_abs_ps,pass_to_fail_sign_flip_count,pass_to_fail_abs_improved_count,pass_to_fail_abs_worsened_count,pass_to_pass_n,pass_to_pass_median_delta_ps,pass_to_pass_median_delta_abs_ps,pass_to_pass_sign_flip_count,pass_to_pass_abs_improved_count,pass_to_pass_abs_worsened_count,passfail_minus_failpass_median_delta_ps,passfail_minus_failpass_sign_flip_rate,contrast_score
signed_lane1_minus_lane0_dq_median__idelay_cntvaluein_skew__all__no_bit__ctrl_3__lane1_vs_lane0_dq__value_ps,signed_lane1_minus_lane0_dq_median,idelay_cntvaluein_skew,all,,3,lane1_vs_lane0_dq,13,1,10,3,5,202.5,-202.5,0,4,1,3,141,-141,0,2,1,2,295.25,-203.25,1,2,0,3,92.5,-92.5,0,2,1,92.75,0.5,142.75
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq14__ctrl_0__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq14,0,dqs_vs_dq_bit,13,8,5,8,5,272,-178,2,3,2,3,-483,109,2,1,2,2,352.5,-47.5,2,1,1,3,1176,116,2,0,3,80.5,0.6,140.5
signed_ld_minus_cntvaluein_dqs__idelay_ld_cntvaluein_skew__lane1__dqs1__ctrl_3__ld_vs_cntvaluein_dqs__value_ps,signed_ld_minus_cntvaluein_dqs,idelay_ld_cntvaluein_skew,lane1,dqs1,3,ld_vs_cntvaluein_dqs,13,8,7,6,5,-283,-115,4,3,2,3,-400,-3,2,2,1,2,-398.5,12.5,2,1,1,3,-387,156,0,1,2,-115.5,0.2,135.5
signed_ld_dqs_minus_dq_median__idelay_ld_skew__lane0__dqs0__ctrl_none__dqs_vs_dq_lane__value_ps,signed_ld_dqs_minus_dq_median,idelay_ld_skew,lane0,dqs0,,dqs_vs_dq_lane,13,6,6,7,5,-64,11.5,2,1,4,3,321.5,-119.5,2,3,0,2,26.25,48.75,0,0,2,3,-55.5,-42.5,2,2,1,90.25,-0.4,130.25
signed_ld_minus_cntvaluein_dqs__idelay_ld_cntvaluein_skew__lane0__dqs0__ctrl_2__ld_vs_cntvaluein_dqs__value_ps,signed_ld_minus_cntvaluein_dqs,idelay_ld_cntvaluein_skew,lane0,dqs0,2,ld_vs_cntvaluein_dqs,13,9,7,6,5,-482,-47,3,4,1,3,489,-141,3,2,1,2,-587.5,267.5,1,0,2,3,-622,286,2,1,2,-105.5,-0.1,115.5
signed_lane1_minus_lane0_dq_median__idelay_cntvaluein_skew__all__no_bit__ctrl_4__lane1_vs_lane0_dq__value_ps,signed_lane1_minus_lane0_dq_median,idelay_cntvaluein_skew,all,,4,lane1_vs_lane0_dq,13,3,6,7,5,-85.5,85.5,1,1,4,3,152.5,-152.5,0,2,1,2,1.75,-1.75,0,1,1,3,382.5,-341.5,2,2,1,87.25,-0.2,107.25
signed_ld_minus_cntvaluein_dq_median__idelay_ld_cntvaluein_skew__lane1__no_bit__ctrl_0__ld_vs_cntvaluein_dq_lane__value_ps,signed_ld_minus_cntvaluein_dq_median,idelay_ld_cntvaluein_skew,lane1,,0,ld_vs_cntvaluein_dq_lane,13,1,7,6,5,162,-116.5,1,4,1,3,-20,-20,0,2,1,2,242.5,186,0,1,1,3,416,416,0,0,3,80.5,-0.2,100.5
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_0__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq4,0,dqs_vs_dq_bit,13,9,7,6,5,271,83,4,2,3,3,171,-171,0,2,1,2,348,-155,2,2,0,3,609,7,3,1,2,77,0.2,97
signed_ld_dqs_minus_dq_median__idelay_ld_skew__lane1__dqs1__ctrl_none__dqs_vs_dq_lane__value_ps,signed_ld_dqs_minus_dq_median,idelay_ld_skew,lane1,dqs1,,dqs_vs_dq_lane,13,6,7,6,5,112.5,-18,4,5,0,3,-63.5,63.5,0,0,3,2,178.75,122.75,1,0,2,3,221.5,-14.5,1,2,1,66.25,-0.3,96.25
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq0__ctrl_1__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq0,1,dqs_vs_dq_bit,13,10,3,9,5,538,538,3,1,3,3,216,28,3,1,2,2,622,211,1,0,2,3,1062,535,3,1,2,84,-0.1,94
signed_lane1_minus_lane0_dqs__idelay_cntvaluein_skew__all__no_bit__ctrl_3__lane1_vs_lane0_dqs__value_ps,signed_lane1_minus_lane0_dqs,idelay_cntvaluein_skew,all,,3,lane1_vs_lane0_dqs,13,0,8,5,5,-4,4,0,2,3,3,49,-49,0,3,0,2,89,-89,0,2,0,3,-101,101,0,1,2,93,0,93
signed_ld_minus_cntvaluein_dqs__idelay_ld_cntvaluein_skew__lane1__dqs1__ctrl_4__ld_vs_cntvaluein_dqs__value_ps,signed_ld_minus_cntvaluein_dqs,idelay_ld_cntvaluein_skew,lane1,dqs1,4,ld_vs_cntvaluein_dqs,13,8,7,6,5,-114,-13,4,3,2,3,151,166,1,1,2,2,-47.5,-199.5,2,1,1,3,-457,-110,1,2,1,66.5,0.2,86.5
signed_ld_minus_cntvaluein_dq_median__idelay_ld_cntvaluein_skew__lane1__no_bit__ctrl_2__ld_vs_cntvaluein_dq_lane__value_ps,signed_ld_minus_cntvaluein_dq_median,idelay_ld_cntvaluein_skew,lane1,,2,ld_vs_cntvaluein_dq_lane,13,4,4,9,5,185,2.5,2,2,3,3,337,14.5,1,1,2,2,141.5,141.5,0,0,2,3,152.5,3.5,1,1,2,-43.5,-0.4,83.5
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq15__ctrl_2__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq15,2,dqs_vs_dq_bit,13,4,3,10,5,351,299,2,1,4,3,190,190,0,1,2,2,278,211,1,1,1,3,817,557,1,0,3,-73,0.1,83
signed_lane1_minus_lane0_dqs__idelay_cntvaluein_skew__all__no_bit__ctrl_4__lane1_vs_lane0_dqs__value_ps,signed_lane1_minus_lane0_dqs,idelay_cntvaluein_skew,all,,4,lane1_vs_lane0_dqs,13,1,5,8,5,-214,214,1,1,4,3,263,-263,0,3,0,2,-151,151,0,0,2,3,-38,38,0,1,2,63,-0.2,83
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq10__ctrl_0__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq10,0,dqs_vs_dq_bit,13,6,6,7,5,185,62,2,2,3,3,-126,-5,0,2,1,2,205,-111,2,2,0,3,1092,219,2,0,3,20,0.6,80
signed_dqs_minus_dq_median__idelay_cntvaluein_skew__lane1__dqs1__ctrl_2__dqs_vs_dq_lane__value_ps,signed_dqs_minus_dq_median,idelay_cntvaluein_skew,lane1,dqs1,2,dqs_vs_dq_lane,13,8,5,8,5,374,372,3,1,4,3,209.5,-209.5,1,2,1,2,334.75,21.75,2,1,1,3,556,101.5,2,1,2,-39.25,0.4,79.25
signed_lane1_minus_lane0_dq_median__idelay_cntvaluein_skew__all__no_bit__ctrl_1__lane1_vs_lane0_dq__value_ps,signed_lane1_minus_lane0_dq_median,idelay_cntvaluein_skew,all,,1,lane1_vs_lane0_dq,13,0,5,8,5,-182.5,182.5,0,0,5,3,74.5,-74.5,0,2,1,2,-256.75,256.75,0,0,2,3,177,-177,0,3,0,-74.25,0,74.25
signed_ld_minus_cntvaluein_dqs__idelay_ld_cntvaluein_skew__lane1__dqs1__ctrl_0__ld_vs_cntvaluein_dqs__value_ps,signed_ld_minus_cntvaluein_dqs,idelay_ld_cntvaluein_skew,lane1,dqs1,0,ld_vs_cntvaluein_dqs,13,6,9,4,5,118,-118,1,4,1,3,313,-82,2,2,1,2,79,-405,1,2,0,3,-273,88,2,1,2,-39,0.3,69
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq7__ctrl_2__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq7,2,dqs_vs_dq_bit,13,8,7,6,5,416,82,4,2,3,3,564,-564,1,3,0,2,454,-5,2,1,1,3,481,110,1,1,2,38,0.2,58
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq12__ctrl_2__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq12,2,dqs_vs_dq_bit,13,7,7,6,5,419,291,3,1,4,3,231,-231,1,3,0,2,372,-105,1,2,0,3,559,2,2,1,2,-47,-0.1,57
signed_lane1_minus_lane0_dq_median__idelay_cntvaluein_skew__all__no_bit__ctrl_0__lane1_vs_lane0_dq__value_ps,signed_lane1_minus_lane0_dq_median,idelay_cntvaluein_skew,all,,0,lane1_vs_lane0_dq,13,1,7,6,5,-164.5,164.5,0,2,3,3,221.5,-221.5,1,2,1,2,-207.5,207.5,0,1,1,3,29,-29,0,2,1,-43,0,43
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq11__ctrl_2__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq11,2,dqs_vs_dq_bit,13,9,5,8,5,416,329,3,1,4,3,166,-44,2,2,1,2,414,61,2,1,1,3,609,217,2,1,2,-2,0.4,42
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq6__ctrl_2__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq6,2,dqs_vs_dq_bit,13,8,7,6,5,322,-45,4,3,2,3,401,-401,1,2,1,2,342,-18,2,1,1,3,426,106,1,1,2,20,0.2,40
signed_lane1_minus_lane0_dqs__idelay_cntvaluein_skew__all__no_bit__ctrl_1__lane1_vs_lane0_dqs__value_ps,signed_lane1_minus_lane0_dqs,idelay_cntvaluein_skew,all,,1,lane1_vs_lane0_dqs,13,1,5,7,5,-111,111,0,2,3,3,0,0,1,1,1,2,-139.5,139.5,0,0,2,3,17,-17,0,2,1,-28.5,0,28.5
