feature,metric,family,lane,bit,control_bit,scope,n_pass,n_fail,pass_min_ps,pass_median_ps,pass_max_ps,fail_min_ps,fail_median_ps,fail_max_ps,fail_minus_pass_median_ps,fail_min_minus_pass_max_ps,pass_min_minus_fail_max_ps,auc_fail_higher,auc_best_direction,auc_best,cliffs_delta_fail_higher,strict_separation,strict_margin_ps
direct_max__idelay_ld__lane1__dq13__ctrl_none__endpoint__value_ps,direct_max,idelay_ld,lane1,dq13,,endpoint,22,1,1159.0,1479.0,1843.0,1287.0,1287.0,1287.0,-192.0,-556.0,-128.0,0.181818,fail_lower,0.818182,-0.636364,overlap,0.0
direct_max__idelay_ld__lane1__dq8__ctrl_none__endpoint__value_ps,direct_max,idelay_ld,lane1,dq8,,endpoint,22,1,1269.0,1570.0,1889.0,1379.0,1379.0,1379.0,-191.0,-510.0,-110.0,0.181818,fail_lower,0.818182,-0.636364,overlap,0.0
direct_max__idelay_data_cntvaluein__lane1__dq13__ctrl_0__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane1,dq13,0,endpoint,22,1,913.0,1333.5,1754.0,1197.0,1197.0,1197.0,-136.5,-557.0,-284.0,0.181818,fail_lower,0.818182,-0.636364,overlap,0.0
direct_max__idelay_ld__lane1__dq11__ctrl_none__endpoint__value_ps,direct_max,idelay_ld,lane1,dq11,,endpoint,22,1,1304.0,1501.0,1812.0,1368.0,1368.0,1368.0,-133.0,-444.0,-64.0,0.181818,fail_lower,0.818182,-0.636364,overlap,0.0
direct_max__idelay_data_cntvaluein__lane0__dq3__ctrl_0__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane0,dq3,0,endpoint,22,1,1059.0,1432.5,1919.0,1315.0,1315.0,1315.0,-117.5,-604.0,-256.0,0.181818,fail_lower,0.818182,-0.636364,overlap,0.0
direct_max__idelay_ld__lane1__dq9__ctrl_none__endpoint__value_ps,direct_max,idelay_ld,lane1,dq9,,endpoint,22,1,1013.0,1363.5,1797.0,1143.0,1143.0,1143.0,-220.5,-654.0,-130.0,0.204545,fail_lower,0.795455,-0.590909,overlap,0.0
direct_max__idelay_dqs_cntvaluein__lane1__dqs1__ctrl_0__endpoint__value_ps,direct_max,idelay_dqs_cntvaluein,lane1,dqs1,0,endpoint,22,1,975.0,1350.0,2062.0,1106.0,1106.0,1106.0,-244.0,-956.0,-131.0,0.227273,fail_lower,0.772727,-0.545455,overlap,0.0
direct_max__idelay_ld__lane1__dq15__ctrl_none__endpoint__value_ps,direct_max,idelay_ld,lane1,dq15,,endpoint,22,1,1024.0,1396.5,1712.0,1154.0,1154.0,1154.0,-242.5,-558.0,-130.0,0.227273,fail_lower,0.772727,-0.545455,overlap,0.0
direct_max__idelay_ld__lane0__dq2__ctrl_none__endpoint__value_ps,direct_max,idelay_ld,lane0,dq2,,endpoint,22,1,1338.0,1714.0,2115.0,1575.0,1575.0,1575.0,-139.0,-540.0,-237.0,0.227273,fail_lower,0.772727,-0.545455,overlap,0.0
direct_max__idelay_data_cntvaluein__lane0__dq5__ctrl_3__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane0,dq5,3,endpoint,22,1,1080.0,1587.5,2063.0,1465.0,1465.0,1465.0,-122.5,-598.0,-385.0,0.227273,fail_lower,0.772727,-0.545455,overlap,0.0
direct_max__idelay_ld__lane1__dq14__ctrl_none__endpoint__value_ps,direct_max,idelay_ld,lane1,dq14,,endpoint,22,1,1271.0,1572.5,1955.0,1460.0,1460.0,1460.0,-112.5,-495.0,-189.0,0.227273,fail_lower,0.772727,-0.545455,overlap,0.0
direct_max__idelay_data_cntvaluein__lane1__dq9__ctrl_0__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane1,dq9,0,endpoint,22,1,870.0,1184.0,1633.0,1077.0,1077.0,1077.0,-107.0,-556.0,-207.0,0.227273,fail_lower,0.772727,-0.545455,overlap,0.0
direct_max__idelay_data_cntvaluein__lane1__dq15__ctrl_0__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane1,dq15,0,endpoint,22,1,884.0,1139.0,1549.0,990.0,990.0,990.0,-149.0,-559.0,-106.0,0.272727,fail_lower,0.727273,-0.454545,overlap,0.0
direct_max__idelay_data_cntvaluein__lane0__dq3__ctrl_1__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane0,dq3,1,endpoint,22,1,1031.0,1506.0,2131.0,1368.0,1368.0,1368.0,-138.0,-763.0,-337.0,0.272727,fail_lower,0.727273,-0.454545,overlap,0.0
direct_max__idelay_ld__lane0__dq7__ctrl_none__endpoint__value_ps,direct_max,idelay_ld,lane0,dq7,,endpoint,22,1,1315.0,1746.0,2410.0,1654.0,1654.0,1654.0,-92.0,-756.0,-339.0,0.272727,fail_lower,0.727273,-0.454545,overlap,0.0
cntvaluein_bus_skew__idelay_data_cntvaluein__lane1__dq9__ctrl_none__dq9__value_ps,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq9,,dq9,22,1,117.0,377.5,673.0,294.0,294.0,294.0,-83.5,-379.0,-177.0,0.272727,fail_lower,0.727273,-0.454545,overlap,0.0
control_fanout_spread__idelay_data_cntvaluein__lane0__no_bit__ctrl_0__lane_control_bit__value_ps,control_fanout_spread,idelay_data_cntvaluein,lane0,,0,lane_control_bit,22,1,220.0,366.0,626.0,325.0,325.0,325.0,-41.0,-301.0,-105.0,0.272727,fail_lower,0.727273,-0.454545,overlap,0.0
lane_spread__idelay_ld__lane1__no_bit__ctrl_none__lane__value_ps,lane_spread,idelay_ld,lane1,,,lane,22,1,146.0,353.5,706.0,317.0,317.0,317.0,-36.5,-389.0,-171.0,0.272727,fail_lower,0.727273,-0.454545,overlap,0.0
direct_max__idelay_data_cntvaluein__lane1__dq10__ctrl_1__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane1,dq10,1,endpoint,22,1,963.0,1444.5,1998.0,1322.0,1322.0,1322.0,-122.5,-676.0,-359.0,0.318182,fail_lower,0.681818,-0.363636,overlap,0.0
direct_max__idelay_data_cntvaluein__lane0__dq5__ctrl_1__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane0,dq5,1,endpoint,22,1,1116.0,1569.5,2051.0,1452.0,1452.0,1452.0,-117.5,-599.0,-336.0,0.318182,fail_lower,0.681818,-0.363636,overlap,0.0
direct_max__idelay_dqs_cntvaluein__lane1__dqs1__ctrl_1__endpoint__value_ps,direct_max,idelay_dqs_cntvaluein,lane1,dqs1,1,endpoint,22,1,903.0,1325.0,2098.0,1225.0,1225.0,1225.0,-100.0,-873.0,-322.0,0.318182,fail_lower,0.681818,-0.363636,overlap,0.0
direct_max__idelay_data_cntvaluein__lane1__dq11__ctrl_1__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane1,dq11,1,endpoint,22,1,1074.0,1313.0,1832.0,1220.0,1220.0,1220.0,-93.0,-612.0,-146.0,0.318182,fail_lower,0.681818,-0.363636,overlap,0.0
direct_max__idelay_data_cntvaluein__lane1__dq15__ctrl_1__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane1,dq15,1,endpoint,22,1,722.0,1159.0,1636.0,1083.0,1083.0,1083.0,-76.0,-553.0,-361.0,0.318182,fail_lower,0.681818,-0.363636,overlap,0.0
direct_max__idelay_data_cntvaluein__lane1__dq15__ctrl_4__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane1,dq15,4,endpoint,22,1,739.0,1228.0,1886.0,1177.0,1177.0,1177.0,-51.0,-709.0,-438.0,0.318182,fail_lower,0.681818,-0.363636,overlap,0.0
direct_max__idelay_ld__lane0__dq6__ctrl_none__endpoint__value_ps,direct_max,idelay_ld,lane0,dq6,,endpoint,22,1,1304.0,1702.5,2209.0,1565.0,1565.0,1565.0,-137.5,-644.0,-261.0,0.363636,fail_lower,0.636364,-0.272727,overlap,0.0
direct_max__idelay_dqs_cntvaluein__lane0__dqs0__ctrl_1__endpoint__value_ps,direct_max,idelay_dqs_cntvaluein,lane0,dqs0,1,endpoint,22,1,1159.0,1593.5,2384.0,1503.0,1503.0,1503.0,-90.5,-881.0,-344.0,0.363636,fail_lower,0.636364,-0.272727,overlap,0.0
cntvaluein_bus_skew__idelay_dqs_cntvaluein__lane1__dqs1__ctrl_none__dqs1__value_ps,cntvaluein_bus_skew,idelay_dqs_cntvaluein,lane1,dqs1,,dqs1,22,1,183.0,520.5,731.0,431.0,431.0,431.0,-89.5,-300.0,-248.0,0.363636,fail_lower,0.636364,-0.272727,overlap,0.0
